**********************************
*   Optimizing GRN with GRNEAT   *
**********************************

---- Evolution parameters ----
Folder name:                        NMSarsa_ActorCriticPendulum/run_1422789929797368000
Evaluator name:                     NMSarsa_ActorCriticPendulum
Random seed:                        1111
GREAT activated:                    true
Max iterations:                     500
Population size:                    500
Save Population:                    false
Representative method:              1
Species size adjusting methods:     2
Dynamics coeff for genome distance: true
GREAT initialization                true
Number of CPUs                      4
Speciation threshold:               0.15
Species min size:                   15
Initial duplicates:                 19
Tournament size:                    3
Crossover rate:                     0.2
Mutation rate:                      0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size
0	1422789993302819000	480	24	480	240.19859665535014	-751.5965171480881	-943.3507596216399	8	7.68	8	8
1	1422790082674996000	1022	21	525	238.10853374582558	-793.8151930984017	-946.4008453428071	8	8.814	10	8
2	1422790192994459000	1593	20	521	270.13237970990326	-713.3216273551778	-943.1345486345771	9	9.054	11	8
3	1422790325472123000	2204	17	520	271.3439528720073	-650.7610873946909	-946.2312314727316	10	9.324	13	8
4	1422790462296114000	2808	16	517	265.7113744520219	-591.0570446659673	-944.8568332701062	9	9.534	13	8
5	1422790639692546000	3369	16	516	285.0694224533419	-483.57713068863023	-941.8960685955852	11	9.696	13	8
6	1422790774507753000	3935	14	519	322.2158378258679	-518.9786633040356	-958.1214042438938	12	9.956	14	8
7	1422790889692935000	4513	11	513	213.86980193256534	-550.5089178369523	-935.615503485753	10	10.096	14	8
8	1422790989293851000	5091	9	511	199.13403164431202	-551.0569553284066	-947.2426684524729	14	10.238	15	8
9	1422791057153642000	5606	12	509	196.44683840053216	-539.9165973150256	-945.8745922463565	9	10.286	15	8
10	1422791155509569000	6150	9	512	306.075700674147	-453.42087783326537	-956.1028863383666	8	10.45	15	8
11	1422791272855436000	6696	9	509	283.5445711251906	-426.98221812749676	-947.4663646742268	9	10.386	16	8
12	1422791384962816000	7227	8	509	279.20587873291714	-449.78838057923844	-942.2265647956299	10	10.79	18	8
13	1422791546702921000	7759	8	508	294.8405092794508	-409.1105459133507	-957.8134640470762	11	10.854	19	8
14	1422791713645215000	8288	7	507	294.0565818277867	-406.74055075349986	-916.6683528051634	10	10.71	16	8
15	1422791881934301000	8830	7	514	301.617427227742	-341.71822400521523	-916.731067981093	11	10.6	17	8
16	1422792060744889000	9347	6	515	318.05090087405443	-241.2527533691008	-928.9392709364026	12	11.144	15	8
17	1422792149104859000	9861	6	506	316.30060955850877	-278.2927828327852	-972.4298213503411	10	10.686	15	8
18	1422792246208576000	10369	7	506	326.7708959083595	-218.04048518968543	-965.862136138169	9	10.464	15	8
19	1422792433037619000	10896	6	507	330.9091505105372	-133.02618560631277	-947.5473562445871	11	10.958	16	8
20	1422792564506725000	11415	6	506	341.3101056465171	-135.25080945839855	-915.5443735734048	12	10.648	16	8
21	1422792681335237000	11927	6	512	331.7835805359622	-69.2803597651812	-918.0298570061591	12	10.702	15	8
22	1422792982287743000	12637	4	692	332.1829478727313	-24.210018204373494	-916.1908297515312	11	14.914	16	8
23	1422796831958243000	16485	3	3848	357.4223114343096	109.83356155746276	-919.4731237085111	10	74.76	14	8
24	1422797678745097000	17107	2	615	357.69004358884575	165.66020403099512	-916.7616085821589	10	12.384	14	8
25	1422798405911721000	17610	2	502	358.16899074852296	200.7001708601503	-913.003082590458	8	10.21	15	8
26	1422799287079020000	18134	2	502	363.657951594212	235.9341362454398	-917.4429618988944	9	10.13	16	8
27	1422800222145405000	18649	2	502	366.2585745291029	275.60741086213295	-915.232209155435	10	10.028	16	8
28	1422801155909423000	19164	3	502	368.36503205591885	312.70386638130464	-912.0775250414559	9	9.67	15	8
29	1422802074767413000	19680	3	503	367.9898622013391	297.402543280705	-919.2280979806659	9	9.45	15	8
30	1422802968101466000	20185	4	503	371.5806506821778	301.24874490102235	-868.3594109840366	9	9.526	15	8
31	1422803908490312000	20689	5	504	383.90940858747933	310.6467454049607	-914.363343516005	10	9.652	15	8
32	1422804822030910000	21194	5	505	391.1982407621654	310.2404888933076	-939.1697210807009	10	9.714	16	8
33	1422805796543577000	21705	5	505	389.3009857874354	331.0324265928061	-896.9509325997155	9	9.878	15	8
34	1422806838683674000	22221	5	505	385.4331685949325	308.63997056639727	-909.3233050528737	9	9.84	14	8
35	1422807861649695000	22732	6	505	386.6509320321573	323.6453325565207	-906.4765322098062	10	10.02	14	8
36	1422808905585141000	23238	6	506	388.0597480571283	336.8082638339233	-896.308041295448	13	10.398	15	8
37	1422809989046899000	23748	6	506	393.7849356517931	336.4407247433164	-912.2699721892667	11	10.448	15	8
38	1422811101293097000	24260	6	506	392.95411366767354	331.37439396608227	-906.0234635005156	9	10.742	16	8
39	1422812143052777000	24771	6	506	392.0035280163496	326.2489204509529	-903.3737031866766	14	10.764	17	8
40	1422813282443276000	25278	6	506	394.66722147068515	334.6555641340196	-911.1761035808395	13	10.924	17	8
41	1422814535549091000	25788	6	506	393.70686678365547	346.71862679667	-742.4103184381402	15	10.918	17	8
42	1422815837156301000	26294	6	506	393.6361588557311	332.3273586853062	-911.3311235822604	14	11.388	18	8
43	1422817010690963000	26805	6	506	392.4130414685516	331.1148967137531	-914.0068868100632	12	11.482	18	8
44	1422818180084639000	27311	8	506	393.2801714956986	335.8874193035726	-912.9677280693074	14	11.354	19	8
45	1422819396806499000	27828	7	508	396.2466399718339	332.8927704055103	-909.9163110385141	10	11.364	18	8
46	1422820551048928000	28337	7	507	394.84648907238466	339.56874239584073	-911.417890929803	14	11.716	18	8
47	1422821688416707000	28861	7	507	396.41660614717324	335.0640780500061	-914.442814602031	14	11.438	18	8
48	1422822819826659000	29368	7	507	394.2521129978525	336.3336985525684	-910.1122328604623	10	11.06	17	8
49	1422823880802122000	29878	7	507	394.25984449144636	337.6361221713966	-909.666061248257	13	11.512	18	8
50	1422825046194536000	30387	7	507	397.5529198207193	341.67023320704357	-914.649335433904	16	11.81	19	8
51	1422826312550580000	30904	6	507	398.7301580121593	357.5500056434585	-902.6988985305042	14	11.836	20	8
