alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 555
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_Maze/run_2784148544356990
Random seed:          555
GREAT activated:      true
Max iterations:       500
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size
0	2784441618365840	997	1	499	-85.37733333333331	-320.45669205076877	-3000.0	11	9.14	13	8
1	2784530837470750	1503	5	501	-88.75866666666667	-265.95399334664006	-3000.0	8	9.664	14	8
2	2784640048682162	2008	5	505	-85.82933333333332	-245.99734389438945	-3000.0	10	9.634	13	8
3	2784750509579555	2513	6	505	-71.61066666666666	-254.12026402640265	-3000.0	10	9.808	14	8
4	2784849422592659	3033	5	506	-69.188	-294.20421870882745	-3000.0	9	9.482	14	8
5	2784968177373158	3574	6	505	-69.66533333333332	-295.18554983498353	-3000.0	9	9.434	13	8
6	2785108278402065	4101	6	506	-79.26133333333333	-282.27169169960473	-3000.0	9	9.628	14	8
7	2785259168435462	4611	7	506	-78.07466666666666	-221.66596837944667	-3000.0	11	9.974	15	8
8	2785407978817371	5128	8	507	-74.12400000000001	-268.5202708744248	-3000.0	13	9.866	16	8
9	2785537852888350	5636	10	508	-73.74000000000001	-292.8677007874016	-3000.0	13	9.966	16	8
10	2785688715985456	6146	11	510	-68.67066666666666	-296.42733333333337	-3000.0	11	9.746	15	8
11	2785856379362798	6679	10	511	-64.31333333333333	-300.1541709067189	-3000.0	13	9.904	15	8
12	2786025438142262	7217	10	510	-60.82533333333334	-306.40466405228756	-3000.0	13	10.036	16	8
13	2786211956579277	7742	9	510	-60.4	-286.7018901960785	-3000.0	12	10.178	17	8
