**********************************
*   Optimizing GRN with GRNEAT   *
**********************************

---- Evolution parameters ----
Folder name:                        NMSarsa_PuddleWorld/run_76377173630858
Evaluator name:                     NMSarsa_PuddleWorld
Random seed:                        1616
GREAT activated:                    true
Max iterations:                     500
Population size:                    500
Save Population:                    false
Representative method:              1
Species size adjusting methods:     2
Dynamics coeff for genome distance: true
GREAT initialization                true
Number of CPUs                      8
Speciation threshold:               0.15
Species min size:                   15
Initial duplicates:                 19
Tournament size:                    3
Crossover rate:                     0.2
Mutation rate:                      0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size
0	77340964240382	480	24	480	590.9433333333285	111.20198263888817	-50.100000000000406	8	7.68	8	8
1	79516350382084	1064	12	573	602.4899999999953	298.5384467713773	-50.100000000000406	9	9.612	9	8
2	82271115444156	1618	14	512	657.4066666666612	335.2231282552066	-50.100000000000406	8	8.838	10	8
3	85610095246312	2176	13	514	614.464999999995	373.94074902723514	-50.100000000000406	9	9.138	11	8
4	88830532360134	2703	15	513	675.1966666666611	387.9191715399587	-50.100000000000406	10	9.508	12	8
5	92535580146697	3238	15	515	660.4599999999945	428.3372750809032	-50.100000000000406	10	9.776	13	8
6	96511876267850	3778	16	515	656.278333333328	446.51435922329796	-50.100000000000406	10	10.08	14	8
7	100899052156203	4347	15	516	650.2966666666614	459.55451227389864	-50.100000000000406	12	10.37	14	8
8	105754224166149	4929	13	515	656.1116666666613	489.25015533980235	-50.100000000000406	15	10.898	15	8
9	109833068990573	5451	13	513	660.0116666666613	500.01172839505807	-50.100000000000406	11	10.992	15	8
10	114766094187083	6024	12	513	659.448333333328	491.92309291747523	-50.100000000000406	11	11.084	16	8
11	119170844811244	6558	14	512	657.8666666666611	497.27889648437144	-50.100000000000406	9	11.35	16	8
12	124302765342561	7138	11	514	663.0899999999946	517.7935959792438	-50.100000000000406	10	11.356	16	8
13	129275999026021	7686	11	511	652.6033333333278	534.1411709067149	-42.25000000000034	10	11.294	16	8
14	133864210851998	8210	13	511	668.5099999999945	529.6251369862974	-50.100000000000406	8	11.254	16	8
15	138539148588423	8739	12	513	670.1033333333279	536.2386712150707	-50.100000000000406	12	11.332	16	8
16	143250123691879	9273	13	512	658.1383333333281	531.885693359371	-50.100000000000406	13	11.438	17	8
17	147795542211117	9797	13	513	659.1666666666611	525.5022222222184	-50.100000000000406	12	11.458	17	8
18	152627812158661	10338	14	513	695.9199999999943	540.0206920077931	-50.100000000000406	14	11.64	17	8
19	157437135527037	10873	15	514	687.0333333333277	541.9141958495419	-50.100000000000406	11	11.478	18	8
20	162792050293013	11435	14	515	691.8683333333278	545.3613203883455	-50.100000000000406	13	11.644	18	8
21	167513506722044	11964	15	514	701.2533333333275	530.9343514915655	-50.100000000000406	14	11.876	18	8
22	172609760808598	12500	15	515	662.3866666666611	549.3927152103519	-50.100000000000406	14	11.97	19	8
23	177174528498167	13030	14	515	674.2549999999948	554.8688867313873	-50.100000000000406	14	12.19	19	8
24	181990265853627	13569	14	514	669.8383333333279	541.9321368352748	-50.100000000000406	14	12.506	20	8
25	186742041932205	14110	13	514	687.2483333333278	556.9320233462992	-50.100000000000406	15	13.146	20	8
26	191659225819643	14644	13	513	685.5916666666611	554.9095646523674	-49.850000000000406	11	13.442	20	8
27	196424108307613	15174	13	513	684.4799999999944	547.4354905782934	-50.100000000000406	16	13.562	19	8
28	201234688343979	15701	14	513	676.4616666666612	552.8197953216333	-50.100000000000406	17	13.618	21	8
29	206177927749721	16238	14	514	701.2566666666611	553.2628339818376	-50.100000000000406	13	13.696	20	8
30	212473981059313	16844	12	514	699.4433333333276	553.3310051880632	-50.100000000000406	15	14.128	21	8
31	217821592713902	17388	12	512	686.5299999999946	552.3958072916625	-50.100000000000406	12	14.504	21	8
32	222829705231403	17919	13	512	688.051666666661	556.1316243489542	-46.92500000000038	17	14.674	22	8
33	227762196136047	18443	14	513	698.1316666666612	559.9041000649731	162.75000000000045	18	14.95	22	9
34	232738172888151	18971	14	514	682.0649999999944	555.974260700385	-50.100000000000406	15	15.062	22	8
35	238182418682431	19515	14	514	672.8816666666612	561.7676264591396	-49.5000000000004	18	15.186	23	9
36	242965100075338	20046	14	514	681.5299999999944	551.152376783394	-50.100000000000406	14	15.18	21	8
37	247940936130073	20578	14	514	669.7349999999947	563.426063553822	-31.525000000000308	15	15.274	22	8
38	252788932549711	21095	14	514	692.4883333333277	555.4094130998659	-50.100000000000406	13	15.592	22	8
39	258395684155981	21654	15	514	686.6099999999946	550.5051394293084	-50.100000000000406	16	15.67	22	8
40	263309394729897	22175	15	515	677.6166666666613	558.2441294498338	-50.100000000000406	16	15.736	23	8
41	268417168610057	22722	15	515	684.4183333333278	556.6331909385071	-50.100000000000406	11	15.954	23	9
42	273577610859235	23251	15	515	676.583333333328	561.5952427184424	-50.100000000000406	17	15.894	24	9
43	278332372695378	23777	15	515	691.3633333333278	555.1674822006431	-50.100000000000406	15	15.952	23	10
44	283281340718551	24302	15	515	678.2749999999944	552.7295307443324	-50.100000000000406	15	16.344	23	10
45	288332609912429	24834	15	515	676.648333333328	556.9335760517758	-50.100000000000406	18	16.786	23	10
