alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 1212
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_PuddleWorld/run_3027640952192299
Random seed:          1212
GREAT activated:      true
Max iterations:       500
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size
0	3038980953738226	997	1	499	589.0599999999955	375.71020440881523	-50.100000000000406	8	8.976	13	8
1	3047672970841360	1508	3	501	605.185999999995	375.2326147704566	-50.100000000000406	8	9.228	14	8
2	3056472118100955	2021	3	503	612.5549999999952	380.75913916500747	-50.100000000000406	8	9.35	14	8
3	3065436306187015	2536	3	503	597.162999999995	382.70139562624007	-50.100000000000406	11	9.484	14	8
4	3074148736023744	3050	4	503	634.0209999999951	384.0876978131187	-50.100000000000406	9	9.392	15	8
5	3082914310654467	3556	4	504	627.4389999999951	401.8661468253942	-50.100000000000406	11	9.818	16	8
6	3092586215747558	4074	4	504	656.1649999999951	428.70333730158427	-50.100000000000406	9	9.926	16	8
7	3102539217158268	4619	3	504	690.6069999999944	429.5182162698383	-50.100000000000406	10	10.402	17	8
8	3112370786695016	5122	5	503	651.7679999999949	448.6956640159015	-50.100000000000406	10	10.924	17	8
9	3123134671668585	5654	5	505	654.135999999995	467.5293940594026	-50.100000000000406	14	10.638	17	8
10	3133174805675020	6159	6	505	649.3819999999948	463.3775722772243	-50.100000000000406	12	10.564	17	8
11	3143514349699025	6676	7	506	657.6049999999948	468.39967588932467	-50.100000000000406	11	10.374	17	8
12	3153568202661628	7193	6	507	662.6439999999947	457.531142011831	-50.100000000000406	9	10.358	18	8
13	3163395843873479	7708	6	506	637.7019999999951	449.13798814228926	-50.100000000000406	11	10.626	19	8
14	3173794595447896	8214	6	506	661.8339999999946	475.60359288537205	-50.100000000000406	10	10.868	19	8
15	3183987642833556	8726	6	506	675.6519999999945	464.75342094861327	-50.100000000000406	17	11.232	19	8
16	3194905150849342	9267	6	506	677.8169999999944	476.29069960473953	-50.100000000000406	14	11.56	21	8
17	3204921872405611	9773	7	506	663.2959999999947	471.4399268774669	-50.100000000000406	15	11.316	21	8
18	3215364569109843	10280	7	507	678.7089999999944	487.00191321498653	-50.100000000000406	14	11.36	20	8
19	3226339525565444	10805	6	507	662.4639999999947	489.083069033527	-50.100000000000406	11	11.592	21	8
20	3236902486060651	11318	7	506	643.2769999999948	481.7354387351744	-50.100000000000406	10	11.466	22	8
21	3247868144146654	11841	7	507	671.2949999999946	489.605867850095	-50.100000000000406	12	11.762	21	8
22	3259034249378570	12359	7	507	660.0289999999947	501.7146548323434	-50.100000000000406	10	12.366	21	8
23	3269634610987008	12880	6	507	655.8059999999948	475.29367850098265	-50.100000000000406	10	10.984	21	8
