alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 1111
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_PuddleWorld/run_3027640993182516
Random seed:          1111
GREAT activated:      true
Max iterations:       500
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size
0	3039879714103845	997	1	499	622.6249999999952	347.23592184368533	-50.100000000000406	12	11.342	15	8
1	3050145799617139	1498	1	501	617.1369999999953	391.4112794411151	-50.100000000000406	13	11.68	16	8
2	3059745410129520	1999	2	501	611.1709999999953	389.18615968063614	-50.100000000000406	12	11.77	17	8
3	3069272724075700	2514	3	502	668.2199999999945	405.5649521912326	-50.100000000000406	14	10.962	17	8
4	3078210932982041	3017	3	503	647.934999999995	389.49736779323786	-50.100000000000406	12	11.378	17	8
5	3087721534394564	3520	3	503	643.8399999999949	425.20202186878447	-50.100000000000406	13	11.414	17	8
6	3097335277699851	4023	3	503	658.5569999999946	439.9501252485059	-50.100000000000406	14	11.798	18	8
7	3106901283065989	4535	4	503	661.9549999999948	449.6173479125218	-50.100000000000406	10	11.48	17	8
8	3116507389389477	5039	4	504	644.434999999995	449.4796249999968	-50.100000000000406	13	11.436	18	8
9	3126193122974159	5543	4	504	673.9119999999946	451.9556130952348	-50.100000000000406	16	11.904	19	8
10	3135711820707214	6047	4	504	678.9749999999945	446.10438492063173	-50.100000000000406	18	12.086	20	8
11	3145704176107479	6555	4	504	663.5429999999947	482.72314682539326	-50.100000000000406	13	11.798	19	8
12	3155945640594525	7059	4	504	658.5199999999948	489.667287698409	-50.100000000000406	15	11.202	19	8
13	3165762867225976	7565	4	504	651.5669999999948	473.3230039682505	-50.100000000000406	14	11.04	18	8
14	3174654942158616	8069	4	504	661.5409999999947	439.3079404761873	-50.100000000000406	15	10.884	17	8
15	3184520347682858	8577	6	504	653.0739999999947	482.89084523809163	-50.100000000000406	14	11.012	18	8
16	3194699492428968	9083	6	506	659.1599999999947	477.378839920945	-50.100000000000406	11	11.67	18	8
17	3204864820640637	9589	6	506	652.6689999999946	465.2891146245026	-50.100000000000406	14	11.688	19	8
18	3215141752138631	10095	6	506	679.1419999999945	485.2703438735142	-50.100000000000406	15	12.248	20	8
19	3225060498295235	10601	6	506	679.8809999999944	477.82899209485805	-50.100000000000406	14	12.072	19	8
20	3234870669327347	11107	6	506	663.9019999999946	464.81063043477906	-50.100000000000406	16	12.134	20	8
21	3245133872227502	11613	6	506	668.4349999999945	484.9796541501939	-50.100000000000406	17	12.638	21	8
22	3255565540600467	12125	5	506	670.5489999999947	492.8674486165969	-50.100000000000406	12	12.36	21	8
23	3266197605538198	12634	5	505	673.3089999999945	502.9239584158377	-50.100000000000406	12	12.248	21	8
