alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 1212
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_ActorCriticPendulum/run_3036074586027465
Random seed:          1212
GREAT activated:      true
Max iterations:       500
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size
0	3037146326052987	997	1	499	282.29056640761064	-417.84866264324836	-915.5220221680518	11	9.762	13	8
1	3037737472705996	1498	2	501	296.72244885599946	-278.8039029669792	-915.1469771057634	11	10.132	14	8
2	3038426946881582	2004	3	502	368.78673782285586	-258.7683596212871	-957.0034365453367	8	10.796	15	8
3	3039522710635438	2507	5	503	382.183360611562	-167.46872474818318	-915.2557265778614	11	10.358	15	8
4	3040343140325795	3036	6	519	382.7469584856565	-311.6657519082678	-953.4897595759762	11	11.876	16	8
5	3041362593333180	3542	7	506	386.98699441694896	-260.89717466659704	-952.8292493898225	11	11.456	17	8
6	3042711149594651	4072	7	530	393.9255442588894	-211.74548259164075	-916.1757489544482	11	11.758	16	8
7	3044171648954810	4679	7	602	397.6974605044102	-150.32550222301592	-934.8720065726995	10	13.308	16	8
8	3045134251744337	5288	7	609	377.23132872369416	-141.7453225305629	-953.4600395180855	12	13.772	17	8
9	3046630735634349	5803	7	515	374.6902960352735	-32.03161459417284	-944.8042303745848	12	11.938	18	8
10	3050087975009875	7044	7	1210	388.44339778131484	31.689756582619314	-974.5169799131495	10	27.976	17	8
11	3055220227913040	7614	7	554	383.63287926863484	215.9966830073752	-955.4387060721755	10	12.092	18	8
12	3061521663085483	8126	8	507	378.7461740106104	235.41864022856626	-889.6313479234615	9	11.328	19	8
13	3068558550575004	8639	8	508	380.5654936510702	228.137406677685	-909.4816565814475	9	11.268	19	8
14	3077656949270042	9149	8	508	381.4147777315448	259.50526581986975	-909.8533747100412	8	11.522	17	8
15	3089440740054631	9676	9	508	385.61724740458936	289.4381718679254	-910.453213931137	8	11.432	18	8
16	3101959266893555	10193	9	509	385.30261983074195	308.6902871134829	-807.177650004358	9	12.098	18	8
17	3114520246270128	10710	8	509	399.22177730141686	301.55379320821305	-897.451120987696	10	12.214	19	8
18	3127775214978502	11247	9	508	405.09022982366855	313.343985832442	-912.6601329629394	15	12.15	19	8
19	3140290828486033	11765	8	509	413.74576789682675	310.8894610052157	-917.0658668245953	15	11.796	20	8
20	3153600667184458	12287	7	508	416.30691546496587	313.85642815819483	-945.3247596315227	14	12.114	19	8
21	3166784116011164	12798	7	507	416.40255509764916	323.4130236730331	-915.6802283077882	15	12.158	19	8
22	3179936067107373	13319	7	507	414.696230934458	300.0483861618234	-936.9866732841399	14	12.402	19	8
23	3193323763401667	13834	8	507	415.51255819924927	312.12044512839395	-937.6383067153349	15	12.204	19	8
24	3207215452171875	14354	8	508	415.0750069700438	316.77023961795163	-912.401287360934	15	12.89	19	8
25	3221573743618670	14885	8	508	420.3293684870464	320.39352161182387	-939.3440034335893	14	13.112	19	8
26	3235131580328484	15405	9	508	417.7064990724323	315.54537519136977	-950.0966946978032	14	12.712	19	8
27	3249131267318349	15929	9	509	417.4236994585923	324.878799649377	-914.0747827221004	14	13.106	20	8
28	3263463241297780	16449	9	509	415.149634751331	333.7803395282265	-905.6827503300298	15	13.33	20	8
