alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 1010
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_PuddleWorld/run_3027641020646217
Random seed:          1010
GREAT activated:      true
Max iterations:       500
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size
0	3035604861376534	997	1	499	553.2409999999957	276.13155310621164	-50.100000000000406	12	9.074	13	8
1	3041093175500710	1506	2	501	566.0579999999958	290.380143712574	-50.100000000000406	12	9.5	14	8
2	3047831430231015	2010	2	502	581.2269999999952	316.643984063744	-50.100000000000406	12	10.422	15	8
3	3055931301637791	2512	2	502	589.5629999999951	357.64586653386266	-50.100000000000406	12	10.924	15	8
4	3065380097627685	3017	3	502	601.8919999999953	409.7751872509938	-50.100000000000406	8	11.116	16	8
5	3075115198780160	3520	3	503	595.3009999999952	428.98099403578254	-50.100000000000406	12	10.796	16	8
6	3085398855079516	4024	3	503	653.8119999999947	467.29853280317747	-50.100000000000406	12	10.386	17	8
7	3095629157292954	4527	4	503	613.6399999999952	487.35941351888295	-50.100000000000406	10	10.12	17	8
8	3106013046601426	5031	5	504	640.8029999999949	505.38475793650406	-50.100000000000406	11	10.724	17	8
9	3116435516624110	5540	5	505	629.773999999995	492.37132871286764	-50.100000000000406	11	10.526	15	8
10	3127303658601248	6056	5	505	638.5329999999949	508.0973524752436	-50.100000000000406	9	10.716	16	8
11	3138249621498706	6567	4	505	673.7969999999947	517.4141940594018	-50.100000000000406	9	10.87	16	8
12	3148970416952365	7074	5	504	661.0689999999945	519.3796011904722	-50.100000000000406	11	11.036	16	8
13	3159542571602191	7579	5	505	647.0539999999945	517.0751821782139	-50.100000000000406	9	10.798	16	8
14	3170425209804510	8084	5	505	665.1089999999947	531.3275999999959	-50.100000000000406	8	10.856	17	8
15	3181699154145156	8612	4	505	658.2669999999945	531.3839643564316	-50.100000000000406	10	11.43	16	8
16	3192970998325298	9133	5	504	649.1009999999948	538.8495277777736	-50.100000000000406	8	12.094	17	8
17	3203769732996690	9638	5	505	651.0919999999948	526.9638772277187	-50.100000000000406	8	11.766	17	8
18	3214409034090536	10143	5	505	656.0149999999946	530.6677643564315	-50.100000000000406	10	11.716	17	8
19	3225726177007633	10662	4	505	652.6959999999948	540.9223584158374	-50.100000000000406	10	11.666	18	8
20	3236928190554577	11166	4	504	644.087999999995	551.3882579365037	-50.100000000000406	8	11.892	18	8
21	3247766345317444	11677	5	504	648.3949999999949	540.6230813492023	-50.100000000000406	11	11.608	19	8
22	3258870675938442	12183	5	505	647.2769999999947	539.5554732673227	-50.100000000000406	10	12.296	20	8
23	3269697735648888	12690	5	505	661.0569999999948	540.7146396039562	-50.100000000000406	16	11.728	20	8
