alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 999
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_ActorCriticPendulum/run_3036074583599349
Random seed:          999
GREAT activated:      true
Max iterations:       500
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size
0	3037279198932840	997	1	499	280.877159681699	-387.5756607729895	-961.1267540062514	12	8.998	13	8
1	3037903111978222	1507	3	501	305.5946778828439	-179.21886925044288	-961.3412860071298	9	9.384	13	8
2	3038566481775483	2019	3	503	305.4068281854145	-140.12389337800846	-938.9659022787879	9	9.69	13	8
3	3039975525801010	2929	3	881	309.85047121101013	-24.42412647726071	-961.9724949825478	10	16.894	14	8
4	3065971434389877	18175	11	15241	356.0642107958887	28.660491818857658	-975.0108026018085	9	294.116	14	8
5	3068593841855499	19180	8	987	357.0986514444293	113.78724204974552	-972.4809939658029	9	18.202	13	8
6	3071042869015108	19722	6	508	358.69974524756486	144.21973914758627	-933.3060496123074	9	9.57	14	8
7	3074569733964328	20250	8	506	364.6293025712968	166.5621474488957	-937.4202144029999	9	9.498	14	8
8	3079262205420354	20799	6	508	374.1937611823155	140.5717801278268	-973.4481191716915	9	9.726	15	8
9	3086378613016690	21324	9	506	367.2097616903918	191.88645000869624	-915.0408380892553	9	10.3	15	8
10	3094683042628110	21849	8	509	365.3778239057938	193.8715974348998	-933.9753220636915	10	9.744	15	8
11	3104350104266683	22372	8	508	367.2385458149054	197.56471451806664	-935.5754760339158	8	9.782	16	8
12	3114450137944032	22882	8	508	374.546962488638	233.69149310443265	-936.9462788834085	8	10.046	15	8
13	3124413183397780	23396	8	508	370.5942297474037	242.08644188153735	-933.193547107442	9	10.174	16	8
14	3134551048117950	23921	9	508	369.3116682989431	213.1695663742248	-939.6290138830523	8	10.012	14	8
15	3144965338382186	24467	9	509	373.45347884142393	219.73698962065416	-932.2056886927759	12	10.486	15	8
16	3155646002469469	24987	9	509	375.26335433783345	224.93898160806268	-946.7734456071554	9	10.732	16	8
17	3165902024594080	25513	10	509	376.0138253616691	205.71126519950295	-950.7206006730954	8	10.334	16	8
18	3177260099734082	26023	10	510	380.2632818818869	249.07394258365025	-963.1765328493137	8	10.336	15	8
19	3189030534836171	26550	10	510	380.380347529245	253.26512386321855	-964.8898460613963	11	10.33	15	8
20	3200465209798217	27078	9	510	384.0028377898574	233.43019892226297	-914.5579050662794	8	10.518	16	8
21	3212455775794295	27616	10	509	381.2888032072993	239.98317139138007	-928.2831372521837	12	10.802	16	8
22	3224481618568875	28126	10	510	383.39554210223366	266.31852930960076	-960.6887538768775	11	10.654	15	8
23	3236634587053876	28648	10	510	392.8671192207378	262.1786493084989	-952.1867479990939	15	10.754	16	8
24	3248273280743937	29166	11	510	402.4358937526899	262.3881663249713	-915.0381413170421	15	10.672	16	8
25	3260194948357594	29700	10	511	395.229716466741	260.7900540390945	-934.3754049474679	12	10.692	17	8
26	3272072877022288	30211	11	510	400.46767353070345	281.03173728682196	-920.1195432906251	14	10.632	17	8
