alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 1111
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_PuddleWorld/run_927790794277622
Random seed:          1111
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	928169927436715	997	1	(475:499[0.15],)	499	1345.6200000000129	766.3333867735422	-100.09999999999856	8	8.95	12	8	(0.08991289640835362,)
1	928377402555332	1497	3	(475:383[0.16],476:95[0.15],477:23[0.15],)	501	1574.390000000022	785.7437524950051	-100.09999999999856	12	9.05	12	8	(0.056820476222089106,0.07694923028474455,0.07997338583820947,)
2	928585656100469	1997	4	(475:220[0.15],476:162[0.16],477:78[0.16],478:43[0.15],)	503	1574.390000000022	781.8932206759395	-100.09999999999856	12	9.348	13	8	(0.07582528878186394,0.0697993952570921,0.07372190959437991,0.08800813791596122,)
3	928790401558644	2497	5	(475:135[0.13999999999999999],476:120[0.15],477:68[0.17],478:103[0.16],479:78[0.15],)	504	1574.390000000022	816.1424404761864	-100.09999999999856	12	9.2	14	8	(0.07434423996401891,0.08277289841179745,0.07574806676692451,0.06780259469117189,0.07871492954237684,)
4	929000758413859	3007	6	(475:55[0.12999999999999998],476:28[0.13999999999999999],477:75[0.18000000000000002],478:46[0.15],479:285[0.16],480:16[0.15],)	505	1574.390000000022	803.6034455445503	-100.09999999999856	12	9.322	14	8	(0.07231428458484367,0.06720110476569077,0.06640084230177233,0.08329075511552457,0.07056886994902917,0.0733101345172635,)
5	929205238698685	3507	6	(475:110[0.13999999999999999],476:77[0.15],477:140[0.19000000000000003],478:73[0.16],479:45[0.15],480:61[0.16],)	506	1574.390000000022	785.4020553359655	-100.09999999999856	12	9.252	14	8	(0.07373803744576905,0.05874854749081348,0.07100766239533224,0.08445398520207442,0.06339644772539664,0.0915812445801237,)
6	929414151223840	4015	6	(475:140[0.12999999999999998],476:63[0.16],477:34[0.18000000000000002],479:133[0.16],480:103[0.17],482:33[0.15],)	506	1574.390000000022	800.8943873517765	-100.09999999999856	12	9.294	14	8	(0.07788603598963928,0.04189326823264567,0.08516945934776617,0.07233651177049302,0.09038814687420724,0.07722159510876843,)
7	929621732827722	4516	6	(475:101[0.11999999999999998],476:52[0.17],477:66[0.19000000000000003],479:90[0.15],480:111[0.16],482:86[0.16],)	506	1574.390000000022	811.1638339920922	-100.09999999999856	12	9.352	14	8	(0.08026991321664471,0.047088097465494236,0.08630753392895932,0.06599624537856182,0.0908796150695935,0.08927471758466715,)
8	929838690795894	5027	6	(475:35[0.10999999999999999],476:142[0.18000000000000002],477:71[0.20000000000000004],479:104[0.13999999999999999],480:67[0.15],482:87[0.15],)	506	1574.390000000022	819.2156324110649	-100.09999999999856	12	9.454	14	8	(0.07930074685610496,0.0780656455620602,0.08085563127751855,0.07205849641392635,0.07536935657732821,0.08179110854354611,)
9	930052063924178	5533	7	(475:58[0.11999999999999998],476:121[0.17],477:78[0.21000000000000005],479:49[0.12999999999999998],480:22[0.16],482:155[0.13999999999999999],486:23[0.15],)	506	1574.390000000022	848.4944268774689	-100.09999999999856	12	9.358	13	8	(0.06381542641521926,0.09312627371913097,0.09316525410518725,0.08733202960105348,0.08394066840122227,0.08537988092807092,0.09480683748622734,)
