alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 111
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_Maze-ActorCriticPendulum/run_352005071339307
Random seed:          111
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	355291917169386	997	1	(471:499[0.15],)	499	1849.5479808537475	-2913.1764004162683	-14775.291651420288	9	10.526	15	8	(0.08496386788572688,)
1	356862055836856	1497	1	(471:501[0.16],)	501	2115.577233304133	-868.7500967411505	-14713.795133404707	15	11.268	16	8	(0.07655031892727751,)
2	358517215478410	1997	1	(471:501[0.15],)	501	2193.7634487884848	-368.0570179092574	-14688.881120370417	14	11.722	17	8	(0.056338775079683275,)
3	360252457291274	2500	2	(471:370[0.13999999999999999],472:131[0.15],)	501	2294.6412453371413	266.1479465162283	-14795.166222476495	11	11.924	18	8	(0.06616987567496674,0.07711120174198764,)
4	362326645427200	3000	2	(471:108[0.12999999999999998],472:394[0.16],)	502	2353.9286148886035	97.20400666525539	-14694.084610394068	10	13.092	18	8	(0.07280148451272381,0.051221650931146674,)
5	365662996141751	4007	3	(471:792[0.13999999999999999],472:30[0.15],474:186[0.15],)	1008	2591.464151873038	-1051.5302933303042	-14779.328755609566	10	22.068	14	8	(0.06375033891636747,0.08702310401007392,0.07275801630284086,)
6	367308230024994	4507	3	(471:65[0.12999999999999998],472:240[0.16],474:198[0.13999999999999999],)	503	2591.464151873038	-158.924668430201	-14698.951390962859	10	11.306	15	8	(0.04931816523534757,0.05403575637935013,0.04815271616454223,)
7	369258506627808	5087	3	(471:108[0.13999999999999999],472:409[0.15],474:65[0.12999999999999998],)	582	2442.103864295677	-872.9989919801011	-14728.224348955227	10	12.842	14	8	(0.04499862425180762,0.05865913326726136,0.050736663279336285,)
8	370984665177699	5591	3	(471:126[0.15],472:361[0.13999999999999999],474:16[0.13999999999999999],)	503	2442.103864295677	-773.7842689271754	-14692.28618708425	10	11.236	14	8	(0.058870628598255724,0.042802471601035064,0.0598779175720535,)
9	373038310973182	6160	3	(471:35[0.16],472:428[0.12999999999999998],474:108[0.15],)	571	2442.103864295677	-319.1983393672021	-14873.970528010836	10	13.342	15	8	(0.08865103460098157,0.06396479218791185,0.09424144579582416,)
10	375736101355564	6878	4	(471:30[0.17],472:167[0.11999999999999998],474:392[0.16],476:131[0.15],)	720	2472.5106028100076	-386.4950540484078	-14690.103032233234	13	17.236	15	8	(0.07443520739242024,0.060715473583868564,0.04700875985137163,0.044240125365711536,)
11	379695706099692	7940	3	(471:704[0.18000000000000002],472:53[0.10999999999999999],474:305[0.15],)	1062	2483.804693921747	131.42303156808563	-14781.80258668423	13	25.85	16	8	(0.038767973528100096,0.0638436000464295,0.05197461508720733,)
12	384673028553983	9127	3	(471:593[0.17],472:292[0.11999999999999998],474:304[0.13999999999999999],)	1189	2592.9426454620675	-668.5995403472859	-14810.38005635238	13	29.232	17	8	(0.06175465095007954,0.05118442786460361,0.06685931664586289,)
13	386933205366804	9628	3	(471:178[0.16],472:160[0.10999999999999999],474:165[0.12999999999999998],)	503	2592.9426454620675	-1075.5675548054944	-14693.144709427688	13	12.58	17	8	(0.05051772393691797,0.053264122601200024,0.05516675326163708,)
14	389211225128111	10128	3	(471:114[0.15],472:131[0.11999999999999998],474:258[0.13999999999999999],)	503	2592.9426454620675	-334.7012075235527	-14724.290403370207	13	13.034	18	8	(0.05902127625589087,0.052781086671551784,0.05647008340027753,)
15	391583953229363	10716	3	(471:342[0.16],472:219[0.12999999999999998],474:29[0.12999999999999998],)	590	2697.285344914183	183.08523519437372	-14687.142940258662	13	14.822	17	8	(0.046660518407322354,0.04789812071589893,0.08921575049469994,)
16	393882278149013	11357	2	(471:143[0.15],474:496[0.13999999999999999],)	639	2421.8113357731745	-2087.951907138361	-14693.404459370917	15	14.076	16	8	(0.08498511867021852,0.03975103480178728,)
17	395976787277639	11932	2	(471:55[0.16],474:514[0.12999999999999998],)	569	2411.148811730771	-596.4776570435728	-14697.017280376607	13	12.728	15	8	(0.07294866489804275,0.05875697314842792,)
18	400653902843771	13054	3	(471:453[0.17],474:487[0.11999999999999998],480:183[0.15],)	1123	2411.148811730771	-614.628005179019	-14695.880739246055	13	26.504	15	8	(0.05576122269815501,0.05389757092679463,0.06887852134637283,)
19	402381929026362	13555	3	(471:97[0.16],474:107[0.10999999999999999],480:299[0.13999999999999999],)	503	2411.148811730771	-473.27059974550895	-14692.625468694354	13	10.794	16	8	(0.02936389573555654,0.03833460330972885,0.03676051137760371,)
20	405314150091289	14288	3	(471:462[0.17],474:80[0.11999999999999998],480:193[0.12999999999999998],)	735	2433.190178414768	-440.7182173878537	-14692.344713845061	13	16.92	16	8	(0.033876632400297,0.048991632725263495,0.04354838509114174,)
21	407324520368520	14883	3	(471:68[0.16],474:283[0.12999999999999998],480:246[0.11999999999999998],)	597	2433.190178414768	-1422.358839265585	-14694.337017657155	13	12.22	17	8	(0.04661501056575001,0.0384190130646906,0.0439711130440732,)
22	409282439548414	15383	3	(471:270[0.17],474:29[0.11999999999999998],480:204[0.10999999999999999],)	503	2445.3247162219373	-1247.7539788902002	-14691.388509602057	15	11.124	17	8	(0.0530869430425289,0.05402526221870857,0.04670682691393973,)
23	411143787020371	15883	3	(471:83[0.16],474:96[0.12999999999999998],480:324[0.09999999999999999],)	503	2451.371658823889	-932.0562161638309	-14692.142139322557	12	10.8	17	8	(0.07430438318208324,0.07145358124003905,0.05429558522736696,)
24	413218595829187	16394	3	(471:199[0.17],474:163[0.13999999999999999],480:141[0.09],)	503	2477.9454436014053	-404.15251018850006	-14691.289732538477	12	11.704	16	8	(0.06082364896542839,0.056366808331183335,0.05769861555019851,)
25	415455594806104	17040	4	(471:106[0.16],474:172[0.15],480:334[0.09999999999999999],485:23[0.15],)	635	2477.9454436014053	-243.82626752852252	-14691.744188190332	12	13.514	16	8	(0.08249053050303926,0.07203552220729569,0.06971486666087197,0.08312829298736793,)
26	421676954250396	18737	3	(474:57[0.13999999999999999],485:1583[0.16],486:49[0.15],)	1689	2378.3096328459856	-3651.64603298628	-14697.893356575802	10	32.472	12	8	(0.08435294500590698,0.0337448455413277,0.07179926386137837,)
27	423443464626974	19237	3	(474:305[0.15],485:82[0.15],486:116[0.16],)	503	2426.679271120204	-879.629709836042	-14700.565742409794	10	10.228	13	8	(0.07226441355337937,0.05759354425974428,0.031450532815686515,)
28	425213212340620	19737	4	(474:97[0.13999999999999999],485:141[0.16],486:238[0.17],487:27[0.15],)	503	2426.679271120204	-992.7365153844039	-14695.02223448184	10	10.094	14	8	(0.075166384841698,0.05836682603805042,0.05241262895679561,0.07564244393946308,)
29	428074561355411	20486	4	(474:135[0.15],485:256[0.15],486:286[0.16],488:73[0.15],)	750	2452.813382228468	-1171.3962105642831	-14695.886908313085	11	15.878	15	8	(0.05894517008511637,0.0656928263165125,0.04603397431264726,0.06859441895135282,)
30	430000790096737	20986	4	(474:173[0.13999999999999999],485:120[0.13999999999999999],486:150[0.15],488:61[0.16],)	504	2495.015974995361	-1594.161339053263	-14695.914555032583	10	10.748	15	8	(0.06243093453120953,0.06432133100764605,0.0744312883345664,0.0741436663682214,)
31	431923951807912	21492	4	(474:110[0.12999999999999998],485:123[0.15],486:179[0.13999999999999999],488:92[0.17],)	504	2495.015974995361	-688.6918074357442	-14689.457421586498	10	11.032	15	8	(0.04973156957791709,0.052227685979862035,0.056079475305920216,0.0727569013069899,)
32	433831644101263	22009	4	(474:200[0.13999999999999999],485:141[0.16],486:87[0.12999999999999998],488:76[0.18000000000000002],)	504	2495.015974995361	-615.4948217060596	-14691.132503759534	10	10.87	15	8	(0.07113087684357328,0.08029329500528534,0.06960508884388746,0.06386293093883533,)
33	435891509373183	22526	4	(485:149[0.15],486:276[0.13999999999999999],488:63[0.19000000000000003],495:16[0.15],)	504	2495.015974995361	-1832.6657797727373	-14696.392653768702	10	10.82	15	8	(0.07839094932037309,0.0629459277526165,0.067475932514215,0.07802024552499422,)
