alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 666
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_MountainCar-Maze/run_790393050297390
Random seed:          666
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	794141317770096	997	1	(456:499[0.15],)	499	-401.53	-13228.368877755522	-15001.0	11	9.306	12	8	(0.06452086592265467,)
1	796078109948097	1497	4	(456:320[0.16],457:73[0.15],458:81[0.15],459:27[0.15],)	501	-348.40999999999997	-11355.518762475045	-15001.0	11	9.584	13	8	(0.08382017544393965,0.0869889088839795,0.07624512768465887,0.06584027177811257,)
2	797620595222892	1997	4	(456:59[0.15],457:263[0.16],458:150[0.16],459:32[0.16],)	504	-332.9	-9310.098492063491	-14971.71	9	9.404	14	8	(0.07229307981576097,0.057446088960770796,0.0568228775635658,0.04934028107789964,)
3	798824555820275	2501	5	(456:72[0.16],457:295[0.15],458:57[0.15],459:65[0.17],460:15[0.15],)	504	-318.52	-6786.870257936507	-15001.0	11	9.742	14	8	(0.06540907440038325,0.0700289540926318,0.05807288628238829,0.06792784582033452,0.05507699612224728,)
4	799764803443315	3019	5	(456:137[0.17],457:98[0.13999999999999999],458:131[0.16],459:61[0.18000000000000002],460:78[0.16],)	505	-318.32	-5044.8663762376245	-15001.0	9	10.118	15	8	(0.06767765962591113,0.07054573755934593,0.057559361567496595,0.08372230523145015,0.061770655583092283,)
5	800505637446491	3534	5	(456:81[0.16],457:164[0.15],458:76[0.15],459:107[0.19000000000000003],460:77[0.17],)	505	-318.32	-3885.2661980198013	-15001.0	9	10.334	15	8	(0.0677050896225533,0.07250748336113709,0.09397589044643521,0.08394889010952675,0.05373586322943517,)
6	801126408870886	4046	5	(456:56[0.17],457:148[0.13999999999999999],458:86[0.16],459:94[0.18000000000000002],460:121[0.18000000000000002],)	505	-316.99	-3086.3305346534653	-15001.0	11	10.552	16	8	(0.0760034348286474,0.09001280634571884,0.07274882134025273,0.08326255388916429,0.097441320865631,)
7	801647148973304	4562	4	(456:155[0.18000000000000002],457:135[0.12999999999999998],458:154[0.17],459:61[0.19000000000000003],)	505	-311.19	-2361.5340792079205	-14973.94	12	11.036	16	8	(0.08958592683354255,0.05547913951652729,0.06837123093298111,0.09456893630460786,)
8	802191791876928	5062	5	(456:122[0.17],457:107[0.11999999999999998],458:102[0.16],459:150[0.20000000000000004],471:23[0.15],)	504	-308.43	-2815.1940079365086	-15001.0	11	10.838	17	8	(0.07583439789126573,0.0926907385919975,0.08231381533263242,0.049044639550913656,0.08570517388574224,)
9	802772540379064	5562	5	(456:117[0.16],457:94[0.10999999999999999],458:86[0.15],459:92[0.19000000000000003],471:116[0.16],)	505	-302.27	-2926.6024752475246	-15001.0	11	10.828	16	8	(0.07034413265539914,0.07200997868120873,0.07962123737279735,0.06452067262012316,0.08576502675198762,)
10	803273085081995	6062	5	(456:102[0.15],457:118[0.11999999999999998],458:67[0.16],459:88[0.20000000000000004],471:130[0.15],)	505	-294.05	-2503.3488316831686	-15001.0	10	11.0	16	8	(0.07186662307000095,0.08135345193445043,0.07920415920864393,0.044468809634550584,0.07383702125902038,)
11	803814858617072	6562	5	(456:116[0.13999999999999999],457:24[0.10999999999999999],458:183[0.17],459:106[0.21000000000000005],471:76[0.13999999999999999],)	505	-294.05	-2757.25495049505	-15001.0	10	10.806	16	8	(0.06779728331436449,0.09924081855846605,0.0672288118589549,0.07289334125408928,0.0772441940771068,)
