alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 888
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_PuddleWorld/run_762274233998858
Random seed:          888
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	762692934567091	997	1	(471:499[0.15],)	499	1545.5300000000213	722.1474348697395	-100.09999999999856	13	10.442	15	8	(0.08917216298571448,)
1	762968086696726	1523	1	(471:501[0.16],)	501	1555.1100000000217	930.5881836327378	-100.09999999999856	11	11.128	16	8	(0.07793717018127702,)
2	763249519753488	2033	2	(471:472[0.15],474:29[0.15],)	501	1555.1100000000217	1017.6929141716621	-100.09999999999856	11	11.568	16	8	(0.07023257100654606,0.10042522776415007,)
3	763519678837713	2533	2	(471:282[0.13999999999999999],474:220[0.16],)	502	1555.1100000000217	979.1416733067766	-100.09999999999856	11	11.348	17	8	(0.06390103537487768,0.07599492308459854,)
4	763801409876934	3033	2	(471:199[0.12999999999999998],474:303[0.17],)	502	1560.5700000000222	993.7482131474145	-100.09999999999856	10	11.738	18	8	(0.07094741630555342,0.07060806488995185,)
5	764107557682085	3533	3	(471:377[0.13999999999999999],474:106[0.16],476:19[0.15],)	502	1567.6300000000222	1040.7816334661425	-100.09999999999856	10	12.504	18	8	(0.052709916857495674,0.05444521692370791,0.05939803903752421,)
6	764394965655082	4033	3	(471:153[0.12999999999999998],474:129[0.17],476:221[0.16],)	503	1567.6300000000222	1008.4146083499063	-100.09999999999856	10	11.924	18	8	(0.058474585253081655,0.05398100963734793,0.06863998930869998,)
7	764701510872316	4535	3	(471:277[0.13999999999999999],474:78[0.18000000000000002],476:148[0.15],)	503	1567.6300000000222	1033.1396540755532	-100.09999999999856	10	12.454	18	8	(0.05092714090537182,0.053973896835163696,0.06984220699377344,)
8	765002350203654	5035	3	(471:320[0.12999999999999998],474:127[0.19000000000000003],476:56[0.16],)	503	1567.6300000000222	999.5232206759507	-100.09999999999856	10	12.314	19	8	(0.0595402451731904,0.058098182470244064,0.05798885263157995,)
9	765293611289231	5535	3	(471:119[0.11999999999999998],474:218[0.20000000000000004],476:166[0.17],)	503	1571.1000000000213	1032.700616302192	-100.09999999999856	15	12.024	19	8	(0.06096321263533212,0.059248273175548066,0.06133325730388185,)
10	765589288329912	6035	3	(471:155[0.12999999999999998],474:226[0.19000000000000003],476:122[0.16],)	503	1571.1000000000213	1032.5972047713783	-100.09999999999856	15	12.118	18	8	(0.08659314583293173,0.0772725687827157,0.0666582000276725,)
11	765888592789323	6535	3	(471:162[0.13999999999999999],474:258[0.18000000000000002],476:83[0.17],)	503	1572.5600000000225	1008.5127892644203	-100.09999999999856	15	12.258	18	8	(0.08060469185884717,0.07790319994996829,0.07737113252738333,)
12	766203302037927	7035	3	(471:163[0.15],474:22[0.17],476:318[0.18000000000000002],)	503	1587.000000000022	1052.2644314115382	-100.09999999999856	15	12.75	18	8	(0.06539857544235164,0.08373279717884795,0.05977885987497042,)
13	766505353826625	7549	3	(471:266[0.16],474:80[0.18000000000000002],476:157[0.17],)	503	1587.000000000022	954.7409343936441	-100.09999999999856	15	12.168	18	8	(0.07066364538485836,0.08069155643836533,0.07717597290605167,)
14	766796319128139	8061	2	(471:143[0.15],474:360[0.19000000000000003],)	503	1587.000000000022	1015.1142544731654	-100.09999999999856	15	11.832	19	8	(0.09683471437658567,0.06666474854846964,)
15	767105381541189	8561	4	(471:183[0.16],474:213[0.18000000000000002],479:75[0.15],480:31[0.15],)	502	1587.000000000022	1048.019017928292	-100.09999999999856	15	12.542	20	8	(0.09228651511258715,0.07222218655264506,0.10032562981562596,0.09184742481568743,)
16	767420120551857	9065	4	(471:35[0.15],474:76[0.17],479:176[0.16],480:217[0.16],)	504	1588.0800000000224	999.3432321428634	-100.09999999999856	15	12.728	20	8	(0.0864453542467817,0.06103793954026153,0.06978142673975705,0.06954687117355629,)
17	767732715222968	9576	4	(471:78[0.16],474:173[0.18000000000000002],479:230[0.15],480:23[0.15],)	504	1593.6300000000224	1092.2183134920717	-100.09999999999856	17	12.56	20	8	(0.07485321923618134,0.06834673686001091,0.0778862999074258,0.07617485652977929,)
18	768033441905510	10089	4	(471:118[0.17],474:130[0.17],479:220[0.13999999999999999],480:36[0.16],)	504	1593.6300000000224	1063.4111150793715	-100.09999999999856	17	12.204	20	8	(0.08608726180457354,0.059458018338433484,0.0672000122480201,0.08476825202125482,)
19	768356367624533	10596	5	(471:113[0.18000000000000002],474:59[0.16],479:48[0.12999999999999998],480:269[0.17],486:15[0.15],)	504	1593.6300000000224	1126.2443253968324	-100.09999999999856	17	12.892	19	8	(0.059082161667755116,0.08533742316830348,0.07864651699798038,0.0772068437702193,0.09768737676065514,)
20	768670981316725	11114	5	(471:110[0.17],474:118[0.17],479:95[0.13999999999999999],480:166[0.16],486:16[0.16],)	505	1593.6300000000224	1007.9719009901053	-100.09999999999856	17	12.46	20	8	(0.07006464555108384,0.08191054459240817,0.06712072751146538,0.08640797192354664,0.11376884624298647,)
21	769003020765382	11631	6	(471:273[0.16],474:61[0.16],479:35[0.15],480:28[0.15],486:77[0.17],490:34[0.15],)	508	1593.6300000000224	1108.8317716535505	-100.09999999999856	17	13.078	20	8	(0.09393200064260676,0.08894816194138913,0.1102446435551385,0.08060811461821127,0.12951675373616342,0.09668771675245925,)
22	769306596731623	12131	6	(471:30[0.15],474:126[0.17],479:76[0.16],480:108[0.16],486:49[0.18000000000000002],490:117[0.16],)	506	1593.6300000000224	1090.2105691699671	-100.09999999999856	17	12.464	21	8	(0.08465964753409747,0.05205871337799776,0.07888112394753846,0.08651826771365677,0.07423163155655609,0.053293122204159604,)
23	769632984571969	12644	7	(471:66[0.16],474:181[0.16],479:126[0.17],480:44[0.15],486:18[0.19000000000000003],490:48[0.15],495:23[0.15],)	506	1593.6300000000224	1100.1661067193736	-100.09999999999856	17	12.944	20	8	(0.11056910061062877,0.05183284566350061,0.08279852879378108,0.07900241699413352,0.054579399037091594,0.06705209073957198,0.07842515775620107,)
24	769950196668510	13144	7	(471:61[0.17],474:105[0.15],479:114[0.16],480:68[0.16],486:74[0.20000000000000004],490:66[0.16],495:19[0.16],)	507	1593.6300000000224	1100.7530078895522	-100.09999999999856	17	12.83	21	8	(0.053947931018215795,0.06188778370861816,0.06661791218570512,0.06827901599860885,0.06951645630017403,0.06922689931938969,0.057054992250082016,)
25	770251851884939	13644	7	(471:63[0.18000000000000002],474:73[0.13999999999999999],479:93[0.15],480:55[0.17],486:41[0.19000000000000003],490:127[0.17],495:55[0.17],)	507	1593.6300000000224	1109.4837396449773	-100.09999999999856	17	12.374	21	8	(0.05811029947747569,0.07367623914227586,0.07840728226307205,0.06887229512230181,0.05295109957246023,0.05846087964297665,0.035275825956934084,)
26	770573430777313	14153	6	(471:60[0.19000000000000003],474:80[0.12999999999999998],479:102[0.13999999999999999],486:64[0.20000000000000004],490:147[0.16],495:54[0.18000000000000002],)	507	1593.6300000000224	1119.5974556213087	-100.09999999999856	17	12.844	22	8	(0.08086128569272394,0.06337347675506878,0.06820060636772339,0.08167281670471005,0.06784118888480342,0.052077334563434295,)
27	770892129569957	14653	6	(471:145[0.20000000000000004],474:68[0.13999999999999999],479:78[0.12999999999999998],486:119[0.21000000000000005],495:66[0.19000000000000003],496:30[0.15],)	506	1593.6300000000224	1159.8344881423006	-100.09999999999856	17	12.902	20	8	(0.09510516689648135,0.08287270026135969,0.07752465796664564,0.047097583891962086,0.11063559522326982,0.10588788423732834,)
28	771217244261978	15169	6	(471:93[0.19000000000000003],474:96[0.15],479:146[0.13999999999999999],486:111[0.20000000000000004],496:39[0.16],497:21[0.15],)	506	1593.6300000000224	1110.4921027668054	-100.09999999999856	17	12.8	21	8	(0.12494398592506292,0.07552439527228004,0.08499378206858757,0.06485070431161766,0.08211103326591035,0.08631007874596268,)
