alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 777
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_MountainCar/run_618008437698663
Random seed:          777
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	618831831422567	997	1	(466:499[0.15],)	499	-143.76	-972.2598997996002	-5001.0	8	9.016	13	8	(0.10534730840832558,)
1	618919603004304	1500	3	(466:429[0.16],467:52[0.15],468:20[0.15],)	501	-143.76	-464.1630538922156	-5001.0	8	9.148	14	8	(0.06895828800785518,0.07965641233818925,0.06836936034131186,)
2	619022430602252	2000	3	(466:160[0.15],467:90[0.16],468:253[0.16],)	503	-143.76	-556.9106361829024	-5001.0	8	9.14	15	8	(0.08262857001422669,0.06679955828746185,0.046812720431459585,)
3	619112834798011	2506	3	(466:205[0.16],467:135[0.17],468:163[0.15],)	503	-143.76	-424.33188866799213	-5001.0	8	9.628	15	8	(0.06346875709937723,0.06347301001875608,0.056325846000938984,)
4	619220246094963	3020	3	(466:96[0.15],467:305[0.18000000000000002],468:102[0.16],)	503	-142.15	-453.8288667992046	-5001.0	13	10.106	16	8	(0.07610188112688253,0.08163853289083361,0.0623215347894152,)
5	619301376909262	3520	5	(466:264[0.16],467:148[0.17],468:35[0.17],474:34[0.15],475:22[0.15],)	503	-142.15	-408.8747316103379	-5001.0	13	9.628	16	8	(0.0847116697649975,0.09581753876519926,0.08249314507836765,0.09474640401353103,0.07592607490154211,)
6	619383811090173	4033	6	(466:81[0.15],467:78[0.16],468:44[0.18000000000000002],474:36[0.16],475:230[0.16],479:36[0.15],)	505	-142.1	-387.3483366336632	-5001.0	16	9.488	16	8	(0.07992054055920977,0.09721328124520831,0.07272661802584163,0.0997950768452429,0.08559147643500113,0.06468294129770406,)
7	619452451264111	4541	5	(466:135[0.16],467:83[0.17],474:54[0.17],475:123[0.15],479:111[0.16],)	506	-133.68	-321.0697430830039	-5001.0	15	9.978	16	8	(0.08187952357618261,0.07182431289641161,0.06849569870289893,0.07537411885778618,0.06795896756853356,)
8	619542538906593	5041	9	(466:61[0.15],467:37[0.18000000000000002],474:85[0.18000000000000002],475:163[0.13999999999999999],479:35[0.15],480:30[0.15],481:15[0.15],482:18[0.15],483:61[0.15],)	505	-133.68	-380.1561980198019	-5001.0	15	10.494	17	8	(0.07883678701520527,0.08676800803819398,0.07977365129061201,0.09048718223171068,0.09586783124633404,0.10190341685348696,0.08622248383260242,0.08078510908185671,0.06049754047565563,)
9	619619961078141	5554	8	(466:84[0.13999999999999999],467:57[0.19000000000000003],475:81[0.12999999999999998],479:23[0.16],480:49[0.16],481:104[0.16],482:43[0.16],483:68[0.13999999999999999],)	509	-132.62	-342.6544400785854	-5001.0	15	10.582	17	8	(0.0778350738739855,0.10685194717844733,0.07513489039687009,0.10102855656899883,0.08930003772075082,0.07127353650278181,0.08129229445593471,0.05244595176651073,)
10	619709860947858	6073	8	(466:55[0.12999999999999998],467:69[0.20000000000000004],475:53[0.11999999999999998],479:42[0.17],480:59[0.17],481:147[0.15],482:66[0.17],487:17[0.15],)	508	-132.62	-385.46157480314963	-5001.0	15	10.746	18	8	(0.04977765747264013,0.0625462940010898,0.08372273238286512,0.07202446166310796,0.07626207723691163,0.07418316019100432,0.09064727659902194,0.08930803960884548,)
11	619801581911018	6573	9	(466:86[0.13999999999999999],467:31[0.19000000000000003],475:28[0.12999999999999998],479:22[0.18000000000000002],480:56[0.18000000000000002],481:52[0.13999999999999999],482:108[0.16],487:92[0.16],488:33[0.15],)	508	-132.62	-397.9545669291338	-5001.0	15	10.944	18	8	(0.084351522371024,0.08623958608414466,0.07382486120645666,0.04818240302576801,0.08579670184449553,0.06422773812399714,0.06603341438890545,0.06074206452686711,0.10184543905046994,)
12	619890042895487	7085	9	(466:96[0.12999999999999998],467:36[0.20000000000000004],475:63[0.13999999999999999],480:35[0.17],481:101[0.15],482:59[0.15],487:31[0.15],488:70[0.16],489:18[0.15],)	509	-132.62	-347.90948919449914	-5001.0	15	11.424	19	8	(0.05659549879364489,0.107421566873177,0.08597852066745906,0.07378758855844751,0.05063619695500073,0.0740684909155483,0.06732601113090528,0.07458166023768913,0.06450341003524544,)
13	619981856330953	7605	10	(466:75[0.11999999999999998],475:69[0.12999999999999998],480:60[0.18000000000000002],481:32[0.13999999999999999],482:52[0.13999999999999999],487:56[0.16],488:53[0.15],489:45[0.16],490:40[0.15],491:27[0.15],)	509	-132.24	-372.1146168958742	-5001.0	14	10.972	19	8	(0.06536517038741889,0.07473564578611551,0.08488440050789257,0.05923912137920189,0.0755617106066746,0.07251809558501592,0.07851381989693018,0.059666658382101063,0.08050650417109835,0.06489944251562411,)
14	620073791174568	8105	11	(466:63[0.10999999999999999],475:31[0.11999999999999998],480:87[0.17],481:37[0.15],482:31[0.12999999999999998],487:19[0.15],488:64[0.13999999999999999],489:40[0.17],490:21[0.16],491:93[0.16],493:24[0.15],)	510	-132.24	-343.79050980392145	-5001.0	14	11.504	20	8	(0.0778728411647631,0.09059844883231706,0.06912113425970778,0.08054767314426434,0.07680835893788958,0.09284205001281089,0.0527847516891787,0.07726716029671883,0.05665014448208509,0.0661139531003072,0.1226883549805974,)
15	620169305804040	8628	10	(466:37[0.09999999999999999],475:28[0.12999999999999998],481:24[0.16],482:77[0.13999999999999999],487:87[0.16],488:69[0.12999999999999998],490:26[0.17],491:41[0.15],493:94[0.16],494:28[0.15],)	511	-132.24	-333.2114872798434	-5001.0	14	12.402	21	8	(0.07443916141688019,0.07558380768389726,0.11737946153389257,0.05974430819130843,0.09816934173912581,0.06826649719794606,0.06474536945518668,0.05375544771244125,0.08778156975525309,0.088046297807493,)
16	620316278147972	9142	9	(466:42[0.10999999999999999],475:46[0.13999999999999999],481:29[0.17],482:79[0.12999999999999998],487:40[0.15],490:68[0.18000000000000002],491:52[0.16],493:136[0.15],494:18[0.16],)	510	-132.17	-536.6140196078431	-5001.0	16	12.484	21	8	(0.0713748278992673,0.05953932180372728,0.09340849099941977,0.06728010316021782,0.0701070303498564,0.06317126769244912,0.07103270045081009,0.06471392106265866,0.08471445581319055,)
17	620440739707738	9647	9	(466:32[0.11999999999999998],475:23[0.15],481:81[0.18000000000000002],482:142[0.11999999999999998],487:26[0.16],490:37[0.17],491:40[0.17],493:97[0.13999999999999999],494:31[0.17],)	509	-132.17	-474.91583497053045	-5001.0	16	11.866	21	8	(0.06587315374216286,0.07918746246231374,0.06198735679375408,0.0685513468637231,0.06926469587740228,0.04338230216880742,0.09378328762026826,0.0765509909145474,0.09085700915847399,)
18	620545404094551	10154	9	(466:37[0.12999999999999998],475:29[0.16],481:81[0.17],482:76[0.10999999999999999],487:69[0.17],490:65[0.18000000000000002],491:73[0.18000000000000002],493:39[0.12999999999999998],494:40[0.18000000000000002],)	509	-132.17	-424.9706286836935	-5001.0	16	11.184	21	8	(0.06721024780474041,0.05267739995765086,0.10909263826430755,0.0786433256100686,0.0974102541356281,0.06527583033623947,0.09643068800173245,0.09372506308983548,0.10365384059904577,)
