alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 555
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_PuddleWorld/run_602502320813601
Random seed:          555
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	602904290717945	997	1	(456:499[0.15],)	499	1543.4400000000219	284.35587174348683	-100.09999999999856	11	9.146	13	8	(0.10209327966958051,)
1	603127849509631	1505	2	(456:409[0.16],458:92[0.15],)	501	1552.1600000000212	602.2479441117756	-100.09999999999856	8	9.358	13	8	(0.08000121438524693,0.09566614792168529,)
2	603346979374706	2005	2	(456:168[0.15],458:334[0.16],)	502	1586.4000000000224	823.1901593625474	-100.09999999999856	10	9.246	13	8	(0.07348364891154022,0.05160956256367643,)
3	603578872581651	2519	4	(456:223[0.16],458:230[0.15],460:27[0.15],461:22[0.15],)	502	1787.4200000000228	956.6866733067733	-100.09999999999856	8	9.434	14	8	(0.09292920569149254,0.08474728951029362,0.10300978916981368,0.08993545530979292,)
4	603804880738226	3031	4	(458:188[0.13999999999999999],461:204[0.16],462:91[0.15],463:21[0.15],)	504	1787.4200000000228	1041.6261309523845	-100.09999999999856	8	9.32	14	8	(0.0799021050162599,0.08376945280338884,0.08642945805033395,0.10641334249611194,)
5	604039410261583	3542	7	(458:164[0.12999999999999998],461:145[0.15],462:62[0.16],463:47[0.16],465:28[0.15],466:36[0.15],467:22[0.15],)	504	1787.4200000000228	1103.9704166666727	-100.09999999999856	8	9.63	14	8	(0.06714628543099707,0.09268928586581571,0.09305812116175992,0.09777046846870445,0.08432652320439238,0.09012307858553502,0.09230360885080963,)
6	604281498838580	4046	8	(458:17[0.11999999999999998],461:96[0.13999999999999999],462:73[0.17],463:120[0.17],465:75[0.16],466:43[0.16],467:68[0.16],469:15[0.15],)	507	1787.4200000000228	1146.3076134122364	-100.09999999999856	8	10.052	14	8	(0.05628461109582055,0.08619706111844568,0.08259703982164074,0.03213086501732564,0.07054050777913448,0.04877895849605436,0.038595123970086076,0.06914699519563004,)
7	604538885834116	4583	7	(458:79[0.12999999999999998],461:26[0.12999999999999998],462:130[0.16],463:64[0.16],465:41[0.15],466:83[0.17],467:85[0.15],)	508	1787.4200000000228	1205.3094291338673	-100.09999999999856	8	10.092	14	8	(0.07130933404812673,0.08187331799984343,0.07370801500905151,0.04817939001328271,0.08667458932645222,0.04586950066050639,0.044986952644737455,)
8	604808279817653	5121	7	(458:38[0.11999999999999998],461:75[0.13999999999999999],462:89[0.15],463:66[0.17],465:76[0.16],466:97[0.16],467:66[0.13999999999999999],)	507	1787.4200000000228	1129.2696252465557	-100.09999999999856	8	10.424	15	8	(0.0710962363303962,0.074480300992412,0.08240919534913153,0.04004981192967718,0.05130614655660835,0.04420111026050305,0.06011817411988004,)
9	605065080541438	5629	7	(458:57[0.12999999999999998],461:32[0.12999999999999998],462:120[0.13999999999999999],463:88[0.18000000000000002],465:62[0.15],466:114[0.15],467:34[0.15],)	507	2007.5900000000283	1179.0560650887658	-100.09999999999856	9	10.438	15	8	(0.079288202329071,0.06243052197018737,0.08201366880807898,0.05815916277702064,0.05725911254364003,0.042316862452753574,0.05559135779939636,)
