alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 1010
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_MountainCar/run_718508445567020
Random seed:          1010
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	719416898677787	997	1	(468:499[0.15],)	499	-132.18	-1542.515250501004	-5001.0	10	8.978	12	8	(0.08432054714474868,)
1	719676394262807	1515	3	(468:354[0.16],469:76[0.15],470:71[0.15],)	501	-151.73	-1344.9344710578837	-5001.0	10	9.296	13	8	(0.09134587833490139,0.09499801390061306,0.10466240503225845,)
2	719861830128868	2034	5	(468:57[0.15],469:187[0.16],470:193[0.16],473:41[0.15],475:25[0.15],)	503	-146.6	-924.5979125248508	-5001.0	11	9.386	14	8	(0.08201323219171366,0.07232330170632457,0.060402602665157644,0.06800366704670853,0.07715833578949086,)
3	720029016291863	2544	5	(468:83[0.16],469:26[0.15],470:22[0.15],473:158[0.16],475:216[0.16],)	505	-144.93	-846.6102970297031	-5001.0	9	9.56	14	8	(0.07695583824675238,0.0920376650490723,0.04930262867723902,0.0610921171963472,0.07852137630817807,)
4	720160431639309	3046	6	(468:106[0.17],469:208[0.16],470:82[0.16],473:30[0.15],475:40[0.15],480:39[0.15],)	505	-143.28	-670.6202574257427	-5001.0	10	9.912	15	8	(0.07849145043517389,0.07943011387566187,0.034551782041215305,0.08711154804115465,0.0495497684434391,0.07367649544289673,)
5	720312496717850	3548	6	(468:26[0.16],469:109[0.15],470:73[0.17],473:105[0.16],475:69[0.16],480:124[0.16],)	506	-143.28	-803.2305335968382	-5001.0	10	9.478	14	8	(0.08224498167156004,0.07839968888236791,0.08133354077009734,0.040804576489799425,0.0701766879594941,0.041180197727711115,)
6	720439284542316	4048	6	(468:26[0.17],469:90[0.13999999999999999],470:56[0.18000000000000002],473:87[0.15],475:125[0.17],480:122[0.15],)	506	-140.67	-663.8323517786562	-5001.0	10	9.606	14	8	(0.04677604285402797,0.07775563486013064,0.06633937163886938,0.047517591842645604,0.07978787283616709,0.0476734654659201,)
7	720587941665881	4560	6	(468:67[0.18000000000000002],469:100[0.12999999999999998],470:36[0.19000000000000003],473:212[0.13999999999999999],475:56[0.16],480:35[0.13999999999999999],)	506	-138.84	-747.390434782609	-5001.0	10	9.81	15	8	(0.09482267015055952,0.09302431783405929,0.06427029611354645,0.05231821936990866,0.09162395276578314,0.08033950798033987,)
8	720747245902931	5073	6	(468:39[0.19000000000000003],469:80[0.11999999999999998],470:96[0.20000000000000004],473:71[0.12999999999999998],475:126[0.17],480:94[0.15],)	506	-129.84	-758.9110671936759	-5001.0	9	9.892	15	8	(0.08402089755640278,0.08317131016884247,0.054281043309489824,0.05819537671786458,0.08581435711329097,0.07161031311590889,)
9	720883016402866	5573	7	(468:93[0.20000000000000004],469:17[0.12999999999999998],470:162[0.19000000000000003],473:77[0.13999999999999999],475:35[0.16],480:86[0.13999999999999999],487:36[0.15],)	506	-129.84	-666.9037747035574	-5001.0	9	10.086	16	8	(0.06255657750834387,0.0898650803019941,0.08450770161143928,0.0674587104809862,0.06805898388230204,0.08054343252921609,0.09002386639138892,)
10	721045115972402	6102	6	(468:94[0.19000000000000003],469:34[0.13999999999999999],470:68[0.18000000000000002],473:148[0.12999999999999998],475:64[0.17],480:99[0.12999999999999998],)	507	-138.08	-671.3680078895463	-5001.0	10	10.512	16	8	(0.09710132137751133,0.10793879464352452,0.10023627587007447,0.07472459230908188,0.0938634027467232,0.054813797541017686,)
11	721176176239628	6602	7	(468:94[0.18000000000000002],469:85[0.15],470:61[0.19000000000000003],473:65[0.11999999999999998],475:36[0.18000000000000002],480:124[0.11999999999999998],490:41[0.15],)	506	-133.84	-608.3828853754941	-5001.0	8	10.344	15	8	(0.1235631165285043,0.09549255456235478,0.100782603195736,0.06406102187400008,0.09137986691544014,0.059236975386566706,0.10406354830630678,)
12	721328184140607	7118	9	(469:47[0.13999999999999999],470:34[0.20000000000000004],473:132[0.12999999999999998],475:19[0.19000000000000003],480:35[0.10999999999999999],490:112[0.16],491:67[0.15],492:34[0.15],493:27[0.15],)	507	-133.27	-670.5461538461539	-5001.0	9	10.458	15	8	(0.06673872641065046,0.12156591856195717,0.08582192067253001,0.07424473465387879,0.06962001913406524,0.09861237316924057,0.09810064311288144,0.08294437028665165,0.09600583374991135,)
