alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 333
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_Maze/run_449533802767289
Random seed:          333
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	450552807308456	997	1	(471:499[0.15],)	499	-53.97	-1254.0035871743494	-10000.0	8	9.502	14	8	(0.08916295042412915,)
1	450757997693262	1501	4	(471:142[0.16],472:190[0.15],473:145[0.15],474:24[0.15],)	501	-52.24	-1349.9456886227542	-10000.0	11	9.806	14	8	(0.08824915683580116,0.08509085408447023,0.05852954572426021,0.09289972933764568,)
2	451300470076948	2003	7	(471:68[0.15],472:32[0.13999999999999999],473:116[0.13999999999999999],474:24[0.16],476:81[0.15],478:152[0.15],479:31[0.15],)	504	-48.74	-4238.952996031744	-10000.0	11	9.018	15	8	(0.08763339482529191,0.06871400222800607,0.07548164429556975,0.10949355108865143,0.09921225496299284,0.07992452988582803,0.0747476528882807,)
3	451985669402955	2521	5	(471:82[0.16],472:34[0.15],474:171[0.17],478:23[0.13999999999999999],479:197[0.16],)	507	-48.74	-4914.036824457595	-10000.0	11	9.036	14	8	(0.07248717484928165,0.08396146641259915,0.08121455883149001,0.06356578555332643,0.05642131540036533,)
4	452871311445174	3031	5	(471:32[0.17],472:81[0.16],474:167[0.16],478:171[0.15],479:54[0.15],)	505	-51.25	-6454.484099009901	-10000.0	12	9.174	15	8	(0.0763777366522447,0.08240837558097104,0.04093387402025908,0.06250916702509883,0.056513145332489585,)
5	453686732999966	3531	5	(471:203[0.18000000000000002],472:82[0.17],474:124[0.15],478:77[0.13999999999999999],479:19[0.16],)	505	-47.09	-5731.432574257426	-10000.0	9	9.282	15	8	(0.07735560829519898,0.06846453568448942,0.04877264044101199,0.0518281446455703,0.05828041090592483,)
6	454508436283875	4038	5	(471:45[0.17],472:79[0.18000000000000002],474:160[0.13999999999999999],478:146[0.15],479:75[0.17],)	505	-47.09	-5937.284613861387	-10000.0	9	9.066	14	8	(0.07830905410440764,0.06874029752611774,0.04379695912501828,0.06140728335384131,0.06118197782260074,)
7	455157363638207	4543	5	(471:18[0.18000000000000002],472:170[0.19000000000000003],474:166[0.12999999999999998],478:24[0.13999999999999999],479:127[0.18000000000000002],)	505	-47.09	-4648.560792079206	-10000.0	9	9.128	14	8	(0.0825725669758513,0.07905403705119,0.06839313612610118,0.08135067718521945,0.08353304188792261,)
8	455569303971850	5049	7	(471:16[0.19000000000000003],472:84[0.18000000000000002],474:146[0.11999999999999998],478:131[0.15],479:63[0.17],484:43[0.15],485:22[0.15],)	505	-47.09	-2864.361881188119	-10000.0	9	9.218	15	8	(0.06413328017795002,0.09023930675060869,0.07894052748533717,0.06901433135150166,0.09811163166070384,0.08157991845351638,0.05562345981518204,)
9	455874219249662	5553	9	(471:69[0.20000000000000004],472:53[0.17],474:65[0.10999999999999999],478:52[0.13999999999999999],479:49[0.18000000000000002],484:67[0.16],485:79[0.16],487:51[0.15],488:22[0.15],)	507	-47.09	-2122.1272386587766	-10000.0	9	9.446	15	8	(0.08990034430679712,0.09731169225789553,0.08198398590935876,0.06858871842746875,0.10597396420723852,0.09942501634130822,0.06670281751570636,0.08935144954636513,0.08129385879623864,)
10	456118857196473	6067	11	(471:36[0.19000000000000003],474:55[0.09999999999999999],478:50[0.15],484:72[0.15],485:31[0.15],487:133[0.16],488:30[0.16],490:32[0.15],491:29[0.15],492:19[0.15],493:22[0.15],)	509	-45.79	-1642.8755009823185	-10000.0	9	9.64	15	8	(0.12761369289045774,0.08140294069863685,0.10179588851912476,0.07238362503985639,0.08852330590495715,0.08921329700825208,0.05919521485222965,0.08178026060760157,0.08374955053578197,0.0912256561017405,0.09480636898918515,)
11	456358817831306	6594	10	(471:48[0.20000000000000004],474:23[0.09],478:34[0.13999999999999999],484:28[0.13999999999999999],485:43[0.16],487:60[0.15],488:111[0.17],490:45[0.16],491:33[0.16],492:86[0.16],)	511	-45.79	-1541.6731898238747	-10000.0	9	9.916	15	8	(0.09905675865317944,0.07854397184779528,0.05807244686861249,0.06731117002267094,0.10299050005152642,0.08669159385206805,0.07116543796687252,0.0627920679465149,0.07950707330275514,0.08982276539047773,)
12	456594413178929	7106	9	(471:22[0.21000000000000005],474:82[0.09999999999999999],478:43[0.15],484:65[0.15],485:68[0.17],487:21[0.13999999999999999],488:75[0.16],490:107[0.17],492:27[0.15],)	510	-45.79	-1517.5888627450981	-10000.0	9	10.052	15	8	(0.07013626375206584,0.05867647680255069,0.0644722086949014,0.04530124945028623,0.07738084931144731,0.07657829634751565,0.048104338647501986,0.08694764463517528,0.09137462702491164,)
13	456857075179161	7606	9	(471:179[0.22000000000000006],474:23[0.09],478:22[0.16],484:52[0.13999999999999999],485:15[0.16],487:57[0.15],488:50[0.15],490:62[0.16],492:49[0.16],)	509	-45.79	-1756.9250884086441	-10000.0	9	9.976	16	8	(0.09622926240153766,0.07517988123483223,0.07420999581160802,0.07543611982744171,0.09011236691154591,0.09464937811636645,0.055423464505437836,0.07777784359450464,0.08596423939799946,)
14	457136630060183	8132	9	(471:97[0.21000000000000005],474:82[0.09999999999999999],478:96[0.17],484:19[0.15],485:86[0.17],487:23[0.13999999999999999],490:43[0.15],492:27[0.17],497:36[0.15],)	509	-45.79	-1870.6507269155209	-10000.0	9	10.028	16	8	(0.03749893598320098,0.0768627633808317,0.08819141317867978,0.07400301581286457,0.06498652023277661,0.06592055143589258,0.09164593513720147,0.07417273456600539,0.11167711600902258,)
15	457443806518202	8655	7	(471:189[0.20000000000000004],484:20[0.16],485:31[0.16],487:29[0.15],490:84[0.16],492:121[0.18000000000000002],497:35[0.16],)	509	-45.79	-2076.9476424361496	-10000.0	9	9.692	16	8	(0.07122931108407554,0.10407258316442054,0.0808590279266364,0.09244886913098466,0.06078777967334081,0.04837928229838266,0.07580990949078009,)
16	457705657038487	9155	8	(471:115[0.19000000000000003],484:53[0.17],485:55[0.17],487:67[0.16],490:87[0.15],492:81[0.17],497:22[0.17],501:27[0.15],)	507	-45.79	-1929.6187573964496	-10000.0	9	9.598	16	8	(0.08198023937686512,0.08121967646152421,0.08253659328307018,0.06377014661067468,0.06168249040146656,0.0970647847741951,0.08962748765874712,0.0855348996823647,)
17	457951968762792	9672	7	(471:123[0.18000000000000002],484:79[0.18000000000000002],485:31[0.18000000000000002],487:33[0.15],490:92[0.13999999999999999],492:66[0.16],501:84[0.16],)	508	-44.24	-1507.3919881889765	-10000.0	12	9.73	16	8	(0.06832405081130351,0.07145945873403924,0.11744681428195002,0.07164381016567423,0.0813597293354629,0.08319466744593176,0.09606333293736116,)
18	458112334098489	10180	6	(471:224[0.17],484:45[0.17],485:92[0.19000000000000003],487:20[0.16],490:32[0.12999999999999998],501:94[0.15],)	507	-42.51	-946.5861932938855	-10000.0	14	10.05	16	8	(0.07653341615528766,0.10228575678579496,0.05868815570716313,0.06035217013280526,0.06982847779937217,0.053711681496191814,)
19	458298722240065	10680	6	(471:29[0.16],484:55[0.18000000000000002],485:103[0.18000000000000002],487:80[0.17],490:73[0.13999999999999999],501:166[0.13999999999999999],)	506	-42.51	-1145.5728656126485	-10000.0	14	10.414	17	8	(0.08775174167152787,0.11258746923421226,0.09029792338666032,0.0881891800474022,0.10558670061750103,0.08848307975599567,)
20	458518208049619	11204	6	(471:47[0.17],485:113[0.17],487:60[0.18000000000000002],490:93[0.15],501:167[0.12999999999999998],504:26[0.15],)	506	-42.06	-1098.6569367588934	-10000.0	16	10.85	18	8	(0.08900038784563621,0.08149871841182824,0.08267348852755142,0.0670267710192904,0.09512472974931899,0.06142079878787206,)
21	458697829949288	11704	8	(471:50[0.18000000000000002],485:52[0.16],487:115[0.19000000000000003],490:89[0.13999999999999999],501:29[0.11999999999999998],504:101[0.16],505:34[0.15],506:36[0.15],)	506	-42.06	-1127.1224308300393	-10000.0	16	10.356	17	8	(0.10069411770034589,0.08222534295203353,0.08694545105024833,0.06805523783206285,0.09485810756004895,0.06333311455571629,0.06955542767630166,0.09375007589268097,)
22	458913816074372	12208	8	(471:45[0.19000000000000003],485:25[0.17],487:78[0.18000000000000002],490:51[0.12999999999999998],501:27[0.12999999999999998],504:75[0.15],505:136[0.16],506:71[0.16],)	508	-41.98	-1316.6262007874013	-10000.0	14	10.394	17	8	(0.09449796331924014,0.0797993200612998,0.08966155712878804,0.06890753617191214,0.07455646815765989,0.07662635203025168,0.05314411710607608,0.08949691619749936,)
23	459100589837945	12733	9	(471:110[0.20000000000000004],487:30[0.17],490:33[0.13999999999999999],501:29[0.13999999999999999],504:49[0.13999999999999999],505:60[0.15],506:160[0.15],508:19[0.15],510:18[0.15],)	508	-43.6	-1052.6242913385827	-9995.18	11	10.156	18	8	(0.09712547947409973,0.05972785337052543,0.07630415194514939,0.06902090238782652,0.08113300437003908,0.0985091265450671,0.08077396908313181,0.0926074941561736,0.07612852340867227,)
24	459330038323743	13233	9	(471:35[0.19000000000000003],487:23[0.18000000000000002],490:136[0.15],501:37[0.15],504:46[0.15],505:64[0.13999999999999999],506:83[0.13999999999999999],508:46[0.16],510:39[0.16],)	509	-43.6	-1353.7570923379178	-10000.0	11	10.156	18	8	(0.06398722395185603,0.10245557576223961,0.07466139334486532,0.07489048789277006,0.06425385210857847,0.04685133508417844,0.0892042832386553,0.03714104355382547,0.04019156844627387,)
25	459551419391083	13754	9	(471:74[0.20000000000000004],487:38[0.19000000000000003],490:55[0.13999999999999999],501:48[0.16],504:34[0.16],505:76[0.12999999999999998],506:80[0.12999999999999998],510:85[0.17],513:19[0.15],)	509	-42.2	-1263.798703339882	-10000.0	10	10.486	19	8	(0.06926793684325035,0.05642652864963148,0.07966611793866869,0.07309912294022254,0.06695442635230198,0.06502690357549228,0.09062460781821408,0.057755331178458755,0.08414900796800864,)
26	459798887354221	14263	9	(471:17[0.19000000000000003],487:45[0.20000000000000004],490:62[0.12999999999999998],501:74[0.17],504:33[0.17],505:130[0.11999999999999998],506:59[0.11999999999999998],510:72[0.16],513:17[0.16],)	509	-42.2	-1358.766640471513	-10000.0	10	10.652	19	8	(0.060700096307022736,0.10076367260476846,0.06993727564634221,0.10754815636980433,0.07647461736390172,0.055651314072592814,0.08947888618438632,0.08561840952799843,0.061133164824715015,)
27	460066166368725	14770	9	(471:96[0.20000000000000004],487:60[0.21000000000000005],490:91[0.11999999999999998],501:20[0.16],504:37[0.18000000000000002],505:61[0.10999999999999999],506:40[0.10999999999999999],510:16[0.15],513:88[0.17],)	509	-42.2	-1330.4907662082514	-10000.0	10	11.124	20	8	(0.05572081539346474,0.06525742995108849,0.09021903948926395,0.09511667606818117,0.09711195714869951,0.06906423268220968,0.07668947938412837,0.07415979320098601,0.06080531266470712,)
28	460330531811751	15283	9	(471:108[0.19000000000000003],487:55[0.20000000000000004],490:81[0.10999999999999999],501:31[0.17],504:29[0.19000000000000003],505:31[0.09999999999999999],506:86[0.11999999999999998],513:37[0.16],516:51[0.15],)	509	-42.2	-1329.6905304518664	-10000.0	10	10.926	16	8	(0.09889618135881931,0.1127801655630776,0.06390643445504811,0.1085703071461908,0.0943354050926942,0.06673104844834786,0.09631248412048507,0.054286773867978574,0.09001566541498729,)
