alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 1313
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_Maze/run_871429672716256
Random seed:          1313
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	872496059691800	997	1	(472:499[0.15],)	499	-51.33	-1362.790941883767	-10000.0	8	9.624	15	8	(0.08474804916057004,)
1	872674800322066	1501	2	(472:391[0.16],473:110[0.15],)	501	-44.89	-957.930099800399	-10000.0	9	9.752	16	8	(0.07596392308724453,0.09094672950947331,)
2	872784946846133	2001	5	(472:69[0.15],473:276[0.16],475:120[0.15],476:17[0.15],477:20[0.15],)	502	-43.91	-657.4035258964146	-9956.72	8	9.578	16	8	(0.08713357040928857,0.08462894402915112,0.07047522843440748,0.0602719513879804,0.08093339844252155,)
3	872947270239212	2501	6	(472:22[0.16],473:170[0.15],475:45[0.13999999999999999],476:176[0.16],477:67[0.16],478:25[0.15],)	505	-43.91	-1099.3471485148518	-10000.0	8	9.364	16	8	(0.07752743923788259,0.07301541859122593,0.07946964940555637,0.06157539449258929,0.04417105176396576,0.0886685181253869,)
4	873114781785287	3009	5	(472:62[0.17],473:124[0.13999999999999999],475:69[0.15],476:175[0.15],477:76[0.17],)	506	-43.91	-1049.3562450592883	-10000.0	8	9.292	14	8	(0.07387017741873499,0.07557226298257992,0.04581758127241627,0.05620131660115174,0.07796876089846703,)
5	873227484788166	3509	6	(472:92[0.18000000000000002],473:66[0.12999999999999998],475:88[0.16],476:135[0.13999999999999999],477:109[0.18000000000000002],479:15[0.15],)	505	-43.91	-715.2505940594061	-10000.0	8	9.312	14	8	(0.06686785755475523,0.08464947993185101,0.06260483117673964,0.07501456386315164,0.07666263346531625,0.09183906117748959,)
6	873333359369287	4009	6	(472:121[0.17],473:42[0.13999999999999999],475:92[0.15],476:85[0.12999999999999998],477:19[0.17],479:147[0.16],)	506	-43.91	-618.3724308300394	-10000.0	8	9.82	15	8	(0.07100843022055917,0.08784090943786842,0.08105022707726592,0.06244694875111165,0.0906317219187515,0.07464131519547108,)
7	873425937613589	4518	6	(472:74[0.16],473:46[0.15],475:28[0.13999999999999999],476:174[0.11999999999999998],477:58[0.18000000000000002],479:126[0.15],)	506	-40.97	-529.8651581027667	-10000.0	9	9.762	16	8	(0.08880164681290162,0.0746574119811687,0.07480883365585753,0.07345088717581878,0.06633681726648742,0.07837085597860857,)
8	873522943025451	5018	7	(472:75[0.17],473:46[0.16],475:36[0.15],476:145[0.10999999999999999],477:21[0.19000000000000003],479:146[0.13999999999999999],482:37[0.15],)	506	-40.97	-569.0526877470355	-10000.0	9	9.826	17	8	(0.08226228606106464,0.08810206550119876,0.0874702270957069,0.05968366604345416,0.09423480418621259,0.07191547637762297,0.0631004159824568,)
9	873665495240108	5518	7	(472:80[0.16],473:65[0.17],475:32[0.16],476:54[0.09999999999999999],477:51[0.20000000000000004],479:102[0.12999999999999998],482:123[0.16],)	507	-40.97	-862.6189349112426	-10000.0	9	9.864	14	8	(0.07251221079811747,0.06251176628750743,0.08150321480514347,0.048226907318794004,0.09321460475059015,0.07116673337982751,0.073148305369601,)
