alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 999
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_MountainCar/run_676865110493224
Random seed:          999
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	678252501403428	997	1	(474:499[0.15],)	499	-155.78	-4076.759218436873	-5001.0	10	9.152	14	8	(0.059695067469829693,)
1	678986677569455	1503	2	(474:482[0.16],475:19[0.15],)	501	-155.78	-3849.9414770459066	-5001.0	10	9.428	14	8	(0.07926314662716667,0.09157753651728798,)
2	679668009422984	2016	5	(474:174[0.15],475:157[0.16],477:98[0.15],480:25[0.15],482:48[0.15],)	502	-144.49	-3602.9502191235056	-5001.0	10	9.244	15	8	(0.08480589583333409,0.07636227835636383,0.08833752154921848,0.09268774662723969,0.06189702197468137,)
3	680312314912554	2524	6	(474:182[0.13999999999999999],475:73[0.15],477:28[0.16],480:86[0.16],482:98[0.16],483:38[0.15],)	505	-135.62	-3503.4886930693065	-5001.0	10	9.16	15	8	(0.07395788517459663,0.08283138862454648,0.08592451337558561,0.07637989620620847,0.06791230456253323,0.07991916849137704,)
4	680980064201409	3041	6	(474:55[0.12999999999999998],475:32[0.16],477:66[0.17],480:95[0.15],482:83[0.15],483:175[0.16],)	506	-132.06	-3386.479130434783	-5001.0	9	9.502	15	8	(0.06570246913665907,0.08883524186031075,0.06838431245609902,0.09115674065848232,0.07511845150259569,0.07498314502007969,)
5	681619290453302	3548	6	(474:49[0.13999999999999999],475:44[0.17],477:103[0.18000000000000002],480:65[0.13999999999999999],482:72[0.13999999999999999],483:173[0.15],)	506	-132.06	-3240.61071146245	-5001.0	9	9.648	16	8	(0.08750425628860842,0.07334563342713861,0.0826834045675667,0.07773604443407761,0.06656250126052408,0.101083226018896,)
6	682223979186592	4062	6	(474:47[0.15],475:85[0.18000000000000002],477:121[0.17],480:26[0.15],482:87[0.15],483:140[0.13999999999999999],)	506	-132.06	-3014.1936363636364	-5001.0	9	9.628	16	8	(0.0958822927871272,0.06094562527294177,0.0920655149597273,0.08628033867454712,0.06754669930717914,0.07293436464730484,)
7	682732576914496	4564	7	(474:109[0.16],475:41[0.17],477:17[0.16],480:38[0.16],482:95[0.13999999999999999],483:186[0.12999999999999998],492:20[0.15],)	506	-132.06	-2584.823478260869	-5001.0	9	9.546	16	8	(0.07051480973899119,0.0875932975384592,0.10183278273868712,0.06780592592944157,0.07270153619358925,0.0868037651696108,0.09634609563434729,)
8	683292734734912	5064	8	(474:43[0.15],475:83[0.18000000000000002],477:34[0.17],480:66[0.17],482:29[0.12999999999999998],483:26[0.11999999999999998],492:170[0.16],495:56[0.15],)	507	-132.06	-2818.62358974359	-5001.0	9	9.69	17	8	(0.08198870150059287,0.049659523244715245,0.06014303050327182,0.06596735350434176,0.08437004765307721,0.08943090607950362,0.08137638559923682,0.07025367608422806,)
9	683823687721159	5564	10	(474:49[0.16],475:61[0.17],477:90[0.18000000000000002],480:77[0.16],482:57[0.13999999999999999],483:46[0.12999999999999998],492:34[0.15],495:53[0.16],496:16[0.15],497:25[0.15],)	508	-132.06	-2689.0468307086617	-5001.0	9	9.616	18	8	(0.09379395899205441,0.08483232227109437,0.07070340475716269,0.08117965497035884,0.06796655027236953,0.08686334759332487,0.09530190693416958,0.0996121615667489,0.09564284467693908,0.1055651461967601,)
10	684304862006008	6073	9	(474:29[0.17],475:61[0.16],477:101[0.17],480:56[0.15],482:37[0.12999999999999998],483:21[0.13999999999999999],495:66[0.15],496:82[0.16],497:57[0.16],)	510	-132.06	-2262.061	-5001.0	9	9.922	15	8	(0.0672564122445649,0.074450289341917,0.09368464274338423,0.07929896574912154,0.06341200020024625,0.07513792529494277,0.04899729713068935,0.061152020662000484,0.04934420215030775,)
11	684784523456206	6583	9	(474:53[0.18000000000000002],475:48[0.15],477:113[0.16],480:24[0.13999999999999999],482:49[0.13999999999999999],483:40[0.15],495:107[0.13999999999999999],496:21[0.15],497:54[0.15],)	509	-132.06	-2218.2395677799605	-5001.0	9	9.994	16	8	(0.09191042613504205,0.08437032512610244,0.09832262792041023,0.0902529522515485,0.079091986633077,0.0930967236670163,0.061786848066204055,0.09105218890642261,0.07505475876103697,)
12	685204190765433	7094	9	(474:74[0.19000000000000003],475:27[0.16],477:69[0.15],480:26[0.15],482:65[0.15],483:91[0.16],495:85[0.12999999999999998],496:25[0.16],497:47[0.16],)	509	-132.06	-1998.0573084479372	-5001.0	9	9.942	15	8	(0.10882805328519818,0.08436681538327029,0.10062987250341636,0.09852352130797006,0.06930180852602778,0.0655974471887041,0.05628355980675907,0.08458537330333021,0.058329421588551596,)
