alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 444
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_PuddleWorld/run_520087093897115
Random seed:          444
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	520480592943313	997	1	(463:499[0.15],)	499	1496.1000000000192	686.6716432865735	-100.09999999999856	10	9.066	13	8	(0.07744943037551534,)
1	520695319473130	1497	3	(463:441[0.16],464:41[0.15],465:19[0.15],)	501	1514.7900000000204	756.9059481037932	-100.09999999999856	10	9.34	13	8	(0.06394018046779501,0.06120540749688319,0.07976758269684431,)
2	520906296366744	1997	6	(463:210[0.15],464:42[0.16],465:144[0.16],466:45[0.15],467:36[0.15],468:26[0.15],)	503	1544.090000000021	760.8240556660039	-100.09999999999856	10	9.278	14	8	(0.09220942420039188,0.06401176844381201,0.09331546727306789,0.09096840772665139,0.1278924024260767,0.07011379295997457,)
3	521125908399757	2497	6	(463:132[0.13999999999999999],464:69[0.17],465:16[0.15],466:88[0.16],467:135[0.16],468:66[0.16],)	506	1544.090000000021	811.569881422925	-100.09999999999856	10	9.644	13	8	(0.05258945220342917,0.05835999861703229,0.05062026751709636,0.053789180718634075,0.04138437173299439,0.025124421596830166,)
4	521346965436428	2997	6	(463:86[0.12999999999999998],464:44[0.18000000000000002],465:71[0.16],466:128[0.15],467:30[0.15],468:147[0.17],)	506	1547.4500000000219	842.353794466404	-100.09999999999856	9	9.686	14	8	(0.06647051891282359,0.08886564475430106,0.05605963875331651,0.07369606960335649,0.0810064595004701,0.05760528387209264,)
5	521570862187541	3508	5	(463:93[0.11999999999999998],464:105[0.19000000000000003],466:100[0.13999999999999999],467:22[0.16],468:186[0.16],)	506	1547.4500000000219	803.519185770752	-100.09999999999856	9	9.596	14	8	(0.06873646638638668,0.057869393979293776,0.0615386741758554,0.05452546010587735,0.05337098946405491,)
6	521800838813157	4008	6	(463:18[0.12999999999999998],464:112[0.18000000000000002],466:207[0.12999999999999998],467:82[0.17],468:46[0.15],469:40[0.15],)	505	1547.4500000000219	829.6250693069318	-100.09999999999856	9	9.914	15	8	(0.07824489328581018,0.07464064498565219,0.08290697986232014,0.08179686197466848,0.06553106301456647,0.08287749870119085,)
7	522025824685527	4512	7	(463:95[0.13999999999999999],464:113[0.17],466:115[0.11999999999999998],467:59[0.18000000000000002],468:69[0.16],469:40[0.16],470:15[0.15],)	506	1558.8200000000222	851.6730632411083	-100.09999999999856	11	9.764	14	8	(0.05452428333388321,0.08654991872954641,0.0777358541773888,0.08525090155258738,0.06863239694203166,0.09945191847355975,0.06775356408683206,)
8	522261503434015	5016	7	(463:46[0.12999999999999998],464:77[0.16],466:29[0.10999999999999999],467:101[0.19000000000000003],468:47[0.17],469:61[0.17],470:146[0.16],)	507	1575.1200000000222	904.2225641025668	-100.09999999999856	11	10.144	14	8	(0.07604365555868614,0.07820641900274145,0.07743000793677392,0.06682794231179867,0.08337480582632147,0.11680949223148655,0.09121942038419682,)
9	522495877332534	5516	7	(463:52[0.13999999999999999],464:55[0.15],466:91[0.11999999999999998],467:87[0.18000000000000002],468:32[0.18000000000000002],469:132[0.18000000000000002],470:58[0.15],)	507	1575.1200000000222	854.8779289940841	-100.09999999999856	11	10.142	14	8	(0.07498746482964345,0.09421145451570051,0.0743348575555701,0.07915257170602535,0.08436925878228207,0.07759981578412706,0.08303659035888784,)
