alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 111
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_MountainCar-PuddleWorld/run_351999855812567
Random seed:          111
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	354289869548399	997	1	(471:499[0.15],)	499	-980.0399999999879	-4206.669218436878	-5101.0999999999985	14	10.706	16	8	(0.07682343714800664,)
1	355705015888006	1497	1	(471:501[0.16],)	501	-722.2700000000051	-4103.887664670663	-5101.0999999999985	8	11.14	16	8	(0.06628553915028673,)
2	357123537067749	1997	1	(471:501[0.15],)	501	-248.26999999999566	-4017.330239520966	-5101.0999999999985	12	11.216	16	8	(0.06375546327400962,)
3	358605287090392	2510	1	(471:501[0.13999999999999999],)	501	-248.26999999999566	-3890.2848303393266	-5101.0999999999985	12	11.552	17	8	(0.052573116269296186,)
4	360045899927834	3011	2	(471:278[0.12999999999999998],474:223[0.15],)	501	283.8299999999883	-3756.6151097804395	-5101.0999999999985	12	11.61	17	8	(0.061332629861922706,0.07291915671431147,)
5	361549050267679	3529	2	(471:229[0.11999999999999998],474:273[0.16],)	502	493.250000000015	-3732.3328087649406	-5101.0999999999985	10	11.896	17	8	(0.06086536174112646,0.06006621832480632,)
6	362993964911953	4029	3	(471:234[0.12999999999999998],474:252[0.15],480:16[0.15],)	502	1186.4500000000157	-3553.412231075696	-5101.0999999999985	13	11.932	18	8	(0.05802694673271667,0.057647577189086176,0.0730963819975032,)
7	364519095248985	4535	3	(471:262[0.11999999999999998],474:52[0.13999999999999999],480:189[0.16],)	503	1186.4500000000157	-3441.70568588469	-5101.0999999999985	13	12.438	18	8	(0.058656413693381114,0.059488027783402515,0.046242332998748505,)
8	365936030007042	5049	3	(471:169[0.10999999999999999],474:131[0.15],480:203[0.15],)	503	1020.1300000000197	-3058.71819085487	-5101.0999999999985	12	12.016	17	8	(0.06204250295137417,0.036315680486754466,0.04666780741368187,)
9	367370241916461	5572	3	(471:164[0.09999999999999999],474:129[0.16],480:210[0.13999999999999999],)	503	1031.3000000000193	-2922.857952286281	-5101.0999999999985	12	12.27	18	8	(0.06488356858639643,0.06588714481512956,0.06812137235258268,)
10	368736781588520	6074	6	(471:100[0.10999999999999999],474:90[0.17],480:223[0.12999999999999998],487:42[0.15],488:24[0.15],490:24[0.15],)	503	1055.5900000000197	-2715.575387673956	-5101.0999999999985	13	12.49	18	8	(0.08161645166625853,0.08219616806021754,0.06410947568657606,0.0983073931623228,0.06471892312757137,0.060541674372344485,)
11	369908011938559	6581	6	(471:35[0.09999999999999999],474:206[0.16],480:82[0.11999999999999998],487:22[0.16],488:39[0.16],490:122[0.16],)	506	1167.190000000019	-2239.0907707509878	-5101.0999999999985	9	12.04	18	8	(0.05905183763305743,0.05540068439907025,0.05301986898387618,0.0659795470511768,0.05240772183372982,0.05055528380851912,)
12	371188292841994	7081	6	(471:64[0.10999999999999999],474:131[0.15],480:97[0.12999999999999998],487:60[0.17],488:41[0.17],490:113[0.15],)	506	1167.190000000019	-2345.6813636363618	-5101.0999999999985	9	12.796	19	8	(0.054011024728819725,0.06823067830855975,0.05387729228286355,0.048409388315996345,0.03097628473065451,0.042972141991259476,)
13	372476746980398	7581	6	(471:125[0.11999999999999998],474:17[0.13999999999999999],480:95[0.11999999999999998],487:46[0.18000000000000002],488:128[0.18000000000000002],490:95[0.13999999999999999],)	506	1203.6500000000178	-2359.284683794464	-5101.0999999999985	14	13.046	19	8	(0.04773274792989115,0.05560638726198407,0.06237556922304281,0.07551747708598523,0.036166714295050105,0.06140578368257707,)
14	373813415829443	8081	6	(471:32[0.10999999999999999],474:46[0.15],480:86[0.10999999999999999],487:158[0.19000000000000003],488:142[0.17],490:42[0.12999999999999998],)	506	1203.6500000000178	-2713.4269169960457	-5101.0999999999985	14	12.66	20	8	(0.07603083259342464,0.05462974681447618,0.07958703938792504,0.07437136906040817,0.05147497960106625,0.08092561405561376,)
15	375123579880092	8585	6	(471:118[0.11999999999999998],474:90[0.16],480:94[0.09999999999999999],487:60[0.18000000000000002],488:126[0.16],490:18[0.13999999999999999],)	506	1203.6500000000178	-2586.6990909090905	-5101.0999999999985	14	12.734	21	8	(0.07571121905639035,0.08165090194007055,0.051970426053243694,0.08567040142512869,0.04184757034766874,0.05668102291573069,)
16	376578740033948	9088	6	(471:205[0.10999999999999999],474:28[0.15],480:24[0.09],487:43[0.19000000000000003],488:116[0.15],490:90[0.15],)	506	1203.6500000000178	-2989.343162055337	-5101.0999999999985	14	13.158	22	8	(0.05137900591119842,0.07457056782826761,0.054889177608183716,0.06467824608585954,0.07333871262929258,0.031939271997650745,)
17	377930914817188	9588	6	(471:148[0.09999999999999999],474:34[0.16],480:65[0.09999999999999999],487:89[0.20000000000000004],488:86[0.13999999999999999],490:84[0.13999999999999999],)	506	1203.6500000000178	-2900.568577075101	-5101.0999999999985	14	12.66	23	8	(0.06518362844778357,0.09155594643307881,0.04196248892107536,0.08232552397495235,0.07677456086912228,0.06743732055957875,)
18	379193801388269	10092	7	(471:50[0.09],474:33[0.17],480:115[0.10999999999999999],487:41[0.19000000000000003],488:107[0.12999999999999998],490:119[0.12999999999999998],494:41[0.15],)	506	1203.6500000000178	-2778.710118577076	-5101.0999999999985	14	12.262	20	8	(0.0585503765832568,0.05907790192857393,0.039895064103874056,0.09233511263975373,0.0752629420586864,0.047631907856932734,0.08079251524254914,)
19	380518575049599	10595	7	(471:125[0.09999999999999999],474:27[0.18000000000000002],480:105[0.09999999999999999],487:50[0.20000000000000004],488:53[0.11999999999999998],490:79[0.11999999999999998],494:70[0.16],)	509	1157.9800000000196	-2715.9432986247552	-5101.0999999999985	10	12.66	21	8	(0.06604072948354538,0.11901730618907214,0.04401762731909794,0.0827975665770154,0.042229138981633434,0.05723441808224958,0.0458315846908649,)
