alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 1515
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_MountainCar/run_921488853792374
Random seed:          1515
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	922995618115283	997	1	(468:499[0.15],)	499	-170.8	-4246.276092184371	-5001.0	9	9.516	14	8	(0.070215414264171,)
1	923744733582803	1511	4	(468:103[0.16],469:122[0.15],470:184[0.15],471:92[0.15],)	501	-143.24	-3446.770858283433	-5001.0	10	9.72	14	8	(0.08574096701006918,0.09451067364820603,0.088242934781848,0.08780961164542894,)
2	924383998615701	2016	7	(468:119[0.17],469:62[0.16],470:121[0.13999999999999999],471:122[0.16],474:23[0.15],475:19[0.15],477:38[0.15],)	504	-143.63	-3040.800714285715	-5001.0	8	9.702	14	8	(0.06219274025890734,0.0844872331989344,0.08633275514475541,0.0810434753250524,0.0847892063640378,0.08566159167504123,0.05418248747903518,)
3	924967744651070	2516	7	(468:27[0.16],469:134[0.17],470:66[0.12999999999999998],471:114[0.15],474:35[0.16],475:49[0.16],477:82[0.16],)	507	-143.63	-2691.5083037475342	-5001.0	8	10.184	14	8	(0.09817612189671847,0.06380577485410763,0.07526806920211349,0.06426553906319601,0.04722483142766714,0.06623520582028693,0.06700375964852297,)
4	925482441006029	3035	6	(468:49[0.17],469:46[0.16],470:123[0.13999999999999999],474:59[0.17],475:84[0.17],477:146[0.15],)	507	-143.63	-2267.1952071005917	-5001.0	8	10.356	15	8	(0.0952793440483433,0.07165589171008813,0.07410206626549935,0.04265059086758852,0.08441970881622252,0.08270770531602355,)
5	925998975551653	3539	9	(468:47[0.18000000000000002],469:104[0.17],470:100[0.12999999999999998],474:43[0.18000000000000002],475:79[0.16],477:55[0.13999999999999999],480:22[0.15],481:24[0.15],482:32[0.15],)	506	-143.63	-2315.801699604743	-5001.0	8	10.414	15	8	(0.1108488000149854,0.09041564693059947,0.08185526183572556,0.04370717064321843,0.0944424315078784,0.07245372389682857,0.062013747211153186,0.09755423160076622,0.06232084253312914,)
6	926482244550320	4067	9	(468:23[0.19000000000000003],469:68[0.16],470:66[0.11999999999999998],474:41[0.19000000000000003],475:24[0.15],477:32[0.12999999999999998],480:105[0.16],481:50[0.16],482:100[0.16],)	509	-143.06	-2003.455127701375	-5001.0	9	10.25	15	8	(0.06738787365153523,0.10079366995923468,0.08288270373436091,0.057270972425624345,0.07456963685261968,0.09249432043153724,0.06271438166696436,0.07385722748045334,0.06516373923435395,)
7	926882427211787	4573	10	(468:128[0.20000000000000004],469:22[0.15],470:43[0.10999999999999999],474:29[0.20000000000000004],477:51[0.13999999999999999],480:20[0.15],481:60[0.17],482:92[0.15],488:38[0.15],489:26[0.15],)	509	-137.15	-1911.4172298624753	-5001.0	11	10.08	15	8	(0.11373245432524802,0.07020536283203227,0.08147080314784645,0.0772352028629041,0.06791832907377611,0.10738624428793837,0.08371041401715668,0.0578689058066115,0.0749678529622488,0.07539407177324443,)
8	927245870972814	5086	10	(468:47[0.19000000000000003],469:30[0.16],470:54[0.11999999999999998],474:26[0.21000000000000005],477:27[0.12999999999999998],480:66[0.16],481:22[0.16],482:115[0.13999999999999999],488:87[0.16],489:36[0.16],)	510	-132.69	-1579.0003725490192	-5001.0	12	10.364	15	8	(0.06481536444661834,0.09344175240499478,0.07981999680873765,0.0993771694989671,0.08330347281030964,0.06611883508617745,0.08056308769173169,0.07413239238157732,0.06749945780758644,0.06497144017837843,)
9	927659078678241	5586	10	(468:79[0.20000000000000004],469:38[0.17],470:38[0.10999999999999999],474:57[0.22000000000000006],477:30[0.13999999999999999],480:43[0.15],481:74[0.17],482:57[0.12999999999999998],488:53[0.15],489:41[0.17],)	510	-132.69	-1539.1060000000004	-5001.0	12	10.264	15	8	(0.08282759368146309,0.07116632291606502,0.0604259177618755,0.07448188801115285,0.055995020084611116,0.08880157840013048,0.07700663414210479,0.08763844860997223,0.09382224668525149,0.0973834979674144,)
