alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 444
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_MountainCar-Maze/run_650455718861117
Random seed:          444
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	653101360287628	997	1	(463:499[0.15],)	499	-455.51	-5760.885931863732	-15001.0	12	10.02	15	8	(0.08514676735902452,)
1	654256615411204	1507	2	(463:267[0.16],464:234[0.15],)	501	-388.26	-5487.157624750499	-15001.0	10	10.544	15	8	(0.06809851947877175,0.041012144361428984,)
2	655177843787775	2018	2	(463:142[0.15],464:360[0.16],)	502	-360.89	-4365.16197211155	-15001.0	9	10.618	16	8	(0.08394965476404863,0.06874078018094718,)
3	655912527065931	2521	2	(463:252[0.16],464:250[0.15],)	502	-337.38	-3551.415159362549	-15001.0	11	11.0	16	8	(0.048500998773361996,0.06728219712384617,)
4	656599924261205	3038	2	(463:143[0.15],464:359[0.13999999999999999],)	502	-321.11	-3051.0113745019935	-15001.0	10	10.766	16	8	(0.06050553715777488,0.053932277970236656,)
5	657070594509314	3538	3	(463:310[0.16],464:153[0.12999999999999998],470:39[0.15],)	502	-313.37	-2143.3871713147414	-15001.0	10	11.424	17	8	(0.05868145205017734,0.07361191682814255,0.06374756974457473,)
6	657539063579225	4046	3	(463:91[0.15],464:334[0.13999999999999999],470:78[0.16],)	503	-287.9	-2244.5260636182907	-15001.0	13	10.544	18	8	(0.06504696554088858,0.06692360052682493,0.0592144932227065,)
7	658030844206347	4551	3	(463:196[0.16],464:249[0.12999999999999998],470:58[0.17],)	503	-279.74	-2740.1549701789263	-15001.0	15	10.096	18	8	(0.06424572310565868,0.06715833268318296,0.0633095897088666,)
8	658623227586744	5064	3	(463:226[0.15],464:152[0.11999999999999998],470:125[0.18000000000000002],)	503	-271.69	-3519.1235586481116	-15001.0	9	9.304	16	8	(0.03925269776851535,0.06186825877631313,0.08041516971420652,)
9	659063810082471	5569	3	(463:263[0.13999999999999999],464:22[0.12999999999999998],470:218[0.19000000000000003],)	503	-271.69	-2304.24310139165	-15001.0	9	10.352	16	8	(0.055733884748507656,0.06283855116620168,0.06156960241956239,)
10	659413868071429	6081	2	(464:187[0.13999999999999999],470:316[0.18000000000000002],)	503	-268.59	-1745.7104572564615	-14993.36	14	9.712	17	8	(0.0738262268464276,0.08870879151125777,)
11	659868414337509	6599	3	(464:278[0.15],470:152[0.17],478:72[0.15],)	502	-261.96	-2176.514442231076	-15001.0	14	9.856	18	8	(0.06482408365550603,0.09174564122671859,0.08958267279140288,)
12	660307382567638	7099	4	(464:115[0.13999999999999999],470:105[0.18000000000000002],478:247[0.16],481:36[0.15],)	503	-260.09	-2267.3241550695825	-15001.0	10	10.088	16	8	(0.08051677567968783,0.06089824280912659,0.06475761072899895,0.08887102629452641,)
13	660684190575696	7606	4	(464:72[0.15],470:123[0.19000000000000003],478:112[0.15],481:197[0.16],)	504	-260.09	-1855.8894841269841	-15001.0	10	10.552	18	8	(0.07109768897070293,0.0813385962577059,0.06341698436158741,0.056404513914399684,)
14	661113872426704	8115	5	(464:115[0.16],470:82[0.20000000000000004],478:201[0.16],481:77[0.15],483:29[0.15],)	504	-258.92	-2353.57248015873	-15001.0	11	10.226	18	8	(0.08573426463642367,0.0474366994661022,0.05613195383615436,0.0609020901717741,0.09691416633399733,)
15	661620517117029	8625	5	(464:30[0.15],470:150[0.21000000000000005],478:71[0.15],481:136[0.16],483:118[0.16],)	505	-257.03	-2736.5132277227726	-15001.0	11	10.266	19	8	(0.05746967660149143,0.07166503648076034,0.086994963085863,0.0802183449180125,0.09288851633270606,)
16	662034808478598	9132	5	(464:27[0.16],470:105[0.20000000000000004],478:169[0.16],481:157[0.15],483:47[0.15],)	505	-251.04	-2135.3034653465347	-15001.0	9	10.314	19	8	(0.05785813955942874,0.06471812682166792,0.06131407465530942,0.06615792274333393,0.06632741554456642,)
17	662465606892925	9632	6	(464:100[0.17],470:66[0.19000000000000003],478:125[0.15],481:163[0.13999999999999999],483:19[0.16],488:32[0.15],)	505	-251.04	-2244.2365346534652	-15001.0	9	10.242	19	8	(0.07463977930515067,0.03826510789893451,0.05469325130145756,0.0766286661913862,0.07965647319586135,0.10173114644974698,)
18	662864013498284	10139	5	(470:126[0.20000000000000004],478:95[0.13999999999999999],481:51[0.12999999999999998],483:100[0.17],488:134[0.16],)	506	-251.04	-1807.518814229249	-15001.0	9	11.156	19	8	(0.045542543307799034,0.08175560876767785,0.07720452099860207,0.04720256019865889,0.05390723108634321,)
19	663260435970914	10651	7	(470:101[0.19000000000000003],478:157[0.15],481:46[0.13999999999999999],483:66[0.16],488:82[0.15],490:24[0.15],492:29[0.15],)	505	-251.04	-1951.324950495049	-15001.0	9	10.956	20	8	(0.037893086580959,0.06435667497144441,0.09659104807992946,0.09634839423124453,0.06639554389460053,0.08468361720926369,0.08697505917112691,)
20	663697689562682	11164	6	(470:58[0.18000000000000002],478:89[0.13999999999999999],481:134[0.15],483:82[0.17],488:68[0.13999999999999999],492:76[0.16],)	507	-251.04	-2026.1142209072977	-15001.0	9	10.826	20	8	(0.04083122308526862,0.06026174358117783,0.08170703592849,0.06339055439656203,0.07851989531163384,0.09093226408458782,)
21	664096576058560	11672	6	(470:186[0.19000000000000003],478:32[0.12999999999999998],481:69[0.13999999999999999],483:130[0.18000000000000002],488:51[0.15],492:38[0.17],)	506	-251.04	-1764.9865019762856	-15001.0	9	11.252	21	8	(0.06685578568950296,0.10742905313867222,0.07221060443878333,0.07585238029368253,0.06661610816205846,0.12159154957571201,)
22	664731455248370	12188	5	(470:97[0.18000000000000002],478:235[0.13999999999999999],481:89[0.15],483:54[0.17],488:31[0.16],)	506	-251.04	-2444.209268774703	-15001.0	9	12.95	20	8	(0.06952315362183872,0.036946569769251376,0.07918568322126436,0.08283353939955428,0.10370152044420111,)
23	665234570286158	12688	5	(470:139[0.19000000000000003],478:82[0.12999999999999998],481:127[0.16],483:125[0.18000000000000002],488:32[0.17],)	505	-251.04	-2271.301623762376	-15001.0	9	11.566	20	8	(0.0904503690840337,0.038542181952608834,0.08803757620822598,0.08544949169017846,0.08070080632505165,)
24	665660340318151	13198	6	(470:117[0.18000000000000002],478:62[0.13999999999999999],481:77[0.15],483:152[0.17],488:57[0.18000000000000002],497:40[0.15],)	505	-251.04	-2001.672217821782	-15001.0	9	11.502	20	8	(0.0870169126819796,0.0468465646167389,0.10299475379820328,0.07392880609257486,0.11613903204902662,0.09098126912796294,)
25	666064700380401	13707	8	(470:16[0.17],478:49[0.15],481:36[0.16],483:122[0.16],488:44[0.19000000000000003],497:100[0.16],498:85[0.15],499:54[0.15],)	506	-250.41	-1783.809743083004	-15001.0	11	11.226	21	8	(0.07463370788923422,0.04991249190578472,0.07609052404328272,0.06852647984203733,0.08938380129451752,0.04439964989510112,0.0836294473229213,0.09628387421526442,)
26	666506723143087	14218	8	(470:60[0.18000000000000002],478:68[0.16],481:142[0.17],483:40[0.15],488:54[0.20000000000000004],497:32[0.15],498:80[0.13999999999999999],501:32[0.15],)	508	-244.78	-2110.5428937007873	-15001.0	10	11.1	21	8	(0.06357976583354326,0.053450744141265556,0.06102187134712078,0.07381439353999372,0.05261042207322498,0.05760238959429221,0.07976217282863346,0.05655507168797554,)
27	667082440402974	14731	8	(470:47[0.19000000000000003],478:38[0.15],481:58[0.16],483:44[0.16],488:38[0.21000000000000005],497:20[0.16],498:62[0.12999999999999998],501:201[0.16],)	508	-244.78	-3035.26062992126	-15001.0	10	10.806	21	8	(0.06477181045191945,0.0630529665322576,0.06846626469026053,0.08165597502156546,0.07917029951033515,0.0363068313809909,0.06219120537832088,0.037792799088601656,)
28	667592886517200	15244	7	(470:65[0.20000000000000004],478:43[0.16],481:146[0.17],483:47[0.17],488:19[0.22000000000000006],498:56[0.11999999999999998],501:132[0.15],)	508	-232.06	-2288.6252362204727	-15001.0	11	11.152	21	8	(0.07277081017443797,0.07041237040087142,0.061211786945757206,0.06595270779849167,0.10754520856533939,0.06462805518110563,0.049695525577131416,)
29	668014128301524	15744	7	(470:23[0.21000000000000005],478:69[0.17],481:81[0.16],483:46[0.18000000000000002],488:71[0.23000000000000007],498:122[0.12999999999999998],501:95[0.13999999999999999],)	507	-232.06	-1949.8260749506906	-15001.0	11	11.442	20	8	(0.09202667628584275,0.07440503865821045,0.07137360898465199,0.09107128537739113,0.09906748451485775,0.07966537448541146,0.05981453697100747,)
30	668401725070800	16248	7	(470:112[0.22000000000000006],478:49[0.18000000000000002],481:69[0.15],483:65[0.19000000000000003],488:17[0.22000000000000006],498:73[0.11999999999999998],501:122[0.12999999999999998],)	507	-232.06	-1707.6060749506903	-15001.0	11	11.096	20	8	(0.06350242523966992,0.11826727695995327,0.0699451166041203,0.08577477054941049,0.10776248628491314,0.08014882638252932,0.06372692553535639,)
31	668945684312650	16754	7	(470:50[0.21000000000000005],478:105[0.19000000000000003],481:43[0.16],483:83[0.20000000000000004],498:163[0.10999999999999999],501:44[0.11999999999999998],506:19[0.15],)	507	-232.06	-2262.8628007889547	-15001.0	11	11.878	21	8	(0.07722260426555327,0.08831400135236377,0.08096469736094632,0.07824530979220404,0.05704631626621654,0.07502779527502763,0.09754521941501203,)
32	669330533209346	17254	7	(470:95[0.22000000000000006],478:67[0.18000000000000002],481:133[0.17],483:54[0.19000000000000003],498:87[0.09999999999999999],501:32[0.12999999999999998],506:39[0.16],)	507	-232.06	-1972.090157790927	-15001.0	11	11.024	20	8	(0.1052599183101126,0.08514429005045049,0.08553192671813463,0.10587557266401794,0.06523412532708203,0.07809366766685837,0.07279142769427982,)
33	669952897299262	17767	7	(470:96[0.21000000000000005],478:26[0.19000000000000003],481:116[0.16],483:25[0.20000000000000004],498:72[0.09],501:143[0.13999999999999999],506:29[0.17],)	507	-232.06	-2923.3270414201183	-15001.0	11	11.226	18	8	(0.13757409702008466,0.08829680633921609,0.06999885168832876,0.09629758972344928,0.056006068468282204,0.06250859505871009,0.07725640340741963,)
34	670443774560640	18267	7	(470:63[0.20000000000000004],478:86[0.20000000000000004],481:38[0.15],483:116[0.21000000000000005],498:57[0.08],501:128[0.12999999999999998],506:19[0.18000000000000002],)	507	-232.06	-2007.8323668639055	-15001.0	11	12.41	19	8	(0.059063618609629095,0.07208632126988845,0.04357985126533794,0.10377773591306977,0.04024789397332907,0.06331328122566231,0.07635080939011561,)
35	670832185272747	18767	8	(470:25[0.21000000000000005],478:79[0.19000000000000003],481:18[0.16],483:156[0.20000000000000004],498:32[0.09],501:104[0.11999999999999998],506:23[0.19000000000000003],510:70[0.15],)	507	-231.54999999999998	-1773.2260552268244	-15001.0	12	11.792	19	8	(0.08729018507790183,0.061914751638448534,0.0882061156810173,0.09806786124271304,0.07125992707813794,0.06773038450678762,0.1198455210192783,0.08488363292808843,)
36	671319823063183	19267	8	(470:74[0.22000000000000006],478:37[0.18000000000000002],481:42[0.17],483:92[0.19000000000000003],498:118[0.09999999999999999],501:56[0.10999999999999999],506:25[0.20000000000000004],510:64[0.13999999999999999],)	508	-231.54999999999998	-2104.595531496063	-15001.0	12	11.494	19	8	(0.08486654783039829,0.05412945108395455,0.029063907625189473,0.07419733625556005,0.06407907880081752,0.059480061502457424,0.052792018243629994,0.06542042871351948,)
