alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 1111
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_MountainCar/run_747951555864608
Random seed:          1111
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	749288581695824	997	1	(475:499[0.15],)	499	-162.37	-3494.195350701402	-5001.0	10	9.458	13	8	(0.0689881279138487,)
1	749992144951221	1503	3	(475:467[0.16],476:16[0.15],478:18[0.15],)	501	-155.06	-3474.1100199600774	-5001.0	9	9.632	13	8	(0.06576743986227906,0.07358933016399025,0.07780480500715126,)
2	750660396056629	2005	4	(475:195[0.15],476:207[0.16],478:74[0.16],479:27[0.15],)	503	-152.78	-3429.0905168986087	-5001.0	10	9.458	13	8	(0.0747185834068922,0.05099301667066737,0.08787685443184912,0.06609080912078301,)
3	751291025394601	2511	4	(475:193[0.13999999999999999],476:108[0.15],478:50[0.17],479:153[0.16],)	504	-148.32	-3160.0883333333336	-5001.0	9	9.608	14	8	(0.05435263646082677,0.06552121786399558,0.06759390822310277,0.08512314488952576,)
4	751865688666626	3011	4	(475:251[0.12999999999999998],476:30[0.16],478:95[0.18000000000000002],479:128[0.15],)	504	-136.3	-2978.3703373015874	-5001.0	10	9.532	15	8	(0.048143320427345246,0.07060369665638722,0.061414437650984845,0.06607663329525688,)
5	752466365502528	3522	4	(475:45[0.11999999999999998],476:167[0.17],478:214[0.19000000000000003],479:78[0.13999999999999999],)	504	-136.3	-3108.4376984126984	-5001.0	10	9.422	13	8	(0.07071947418567612,0.07452247681350004,0.08336761658207495,0.04881888240097103,)
6	753094720315316	4039	5	(475:259[0.12999999999999998],476:122[0.16],479:53[0.15],484:50[0.15],486:20[0.15],)	504	-136.3	-3086.4038888888876	-5001.0	10	9.572	13	8	(0.08682493518108873,0.10430218578898189,0.07053617463655823,0.10913102218633386,0.09476041154163647,)
7	753708902698160	4544	7	(475:92[0.11999999999999998],476:37[0.15],479:40[0.16],484:150[0.16],486:80[0.16],487:74[0.15],490:32[0.15],)	505	-136.3	-3086.3707722772283	-5001.0	10	9.648	14	8	(0.0701301240329837,0.08365143342856789,0.07081428594808065,0.0930047111642409,0.06485716671444679,0.10686684974682148,0.052432625808643454,)
8	754290017235341	5062	8	(475:116[0.10999999999999999],476:80[0.16],479:34[0.17],484:31[0.15],486:70[0.15],487:73[0.13999999999999999],490:70[0.16],491:33[0.15],)	507	-136.3	-2853.2276725838265	-5001.0	10	9.712	14	8	(0.07645572707895154,0.08365033032374233,0.07575923923294353,0.08035981270608943,0.08060531841696368,0.07462328209496066,0.05739249478834887,0.09328257526606366,)
9	754917782792769	5593	9	(475:30[0.09999999999999999],476:84[0.15],479:38[0.18000000000000002],484:87[0.16],486:38[0.13999999999999999],487:63[0.12999999999999998],490:27[0.15],491:121[0.16],498:20[0.15],)	508	-136.3	-2841.885334645669	-5001.0	10	10.0	14	8	(0.07918457758770873,0.06805218075358975,0.062328023761564044,0.06439655205037584,0.06373703624038193,0.0751192908604818,0.07818908680295632,0.07968869430132505,0.088009887582168,)
10	755545295205252	6120	7	(475:60[0.10999999999999999],476:85[0.13999999999999999],479:145[0.19000000000000003],484:25[0.15],487:100[0.11999999999999998],490:62[0.16],491:32[0.15],)	509	-136.3	-2794.812416502947	-5001.0	10	10.166	14	8	(0.04895574835468899,0.08115696119889018,0.09946522163841255,0.09216835310694638,0.07256330435909103,0.06892571491431615,0.08114556337505574,)
11	756110973724581	6629	7	(475:53[0.11999999999999998],476:76[0.12999999999999998],479:90[0.18000000000000002],484:108[0.16],487:59[0.10999999999999999],490:62[0.17],491:59[0.16],)	507	-136.3	-2498.4980867850104	-5001.0	10	10.304	15	8	(0.08225663590063441,0.06975081409839043,0.06860545391248957,0.09177193476459022,0.07093409658502854,0.10148516359659486,0.09016900852710986,)
