alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 666
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_MountainCar/run_583798646772275
Random seed:          666
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	585307788481248	997	1	(456:499[0.15],)	499	-152.99	-4439.681482965926	-5001.0	10	9.384	13	8	(0.07408479314202786,)
1	586091835447693	1497	3	(456:269[0.16],457:103[0.15],458:129[0.15],)	501	-150.46	-3940.50259481038	-5001.0	10	9.696	13	8	(0.07391637272403669,0.07981988023842715,0.06197099228917381,)
2	586834709780125	2014	2	(456:146[0.15],458:357[0.16],)	503	-150.46	-3397.649741550697	-5001.0	10	10.154	14	8	(0.06851557637085436,0.04888006222107464,)
3	587477102493758	2516	6	(456:137[0.16],458:114[0.15],460:165[0.15],461:45[0.15],462:23[0.15],464:18[0.15],)	502	-135.47	-3040.856274900398	-5001.0	10	10.09	14	8	(0.10613615083207496,0.07086381233337767,0.08859521585753732,0.09264079813778205,0.09012355574654177,0.08315811290850417,)
4	588082359079034	3016	6	(456:183[0.15],458:98[0.13999999999999999],460:29[0.13999999999999999],461:26[0.16],462:40[0.16],464:130[0.16],)	506	-132.58	-2756.137826086956	-5001.0	11	10.392	15	8	(0.06425026812952345,0.05567147226262495,0.06586324500563816,0.07468483801256881,0.06350973130274419,0.05568816784026622,)
5	588549604809895	3516	6	(456:125[0.13999999999999999],458:85[0.12999999999999998],460:55[0.15],461:132[0.17],462:31[0.17],464:78[0.15],)	506	-132.58	-2233.502312252964	-5001.0	11	10.208	15	8	(0.0717340282806541,0.0706228338597712,0.04919696099964232,0.06850961139852964,0.06102687902453141,0.06728131084228027,)
6	588934452473137	4026	5	(456:154[0.12999999999999998],458:67[0.11999999999999998],460:56[0.16],461:67[0.16],462:162[0.18000000000000002],)	506	-129.61	-1839.851225296443	-5001.0	12	10.08	16	8	(0.05351447085878365,0.06297904243287447,0.07863355652642336,0.08573465950156516,0.07418782730717027,)
7	589267812798407	4543	5	(456:37[0.11999999999999998],458:135[0.12999999999999998],460:109[0.17],461:30[0.17],462:194[0.17],)	505	-129.61	-1609.5589306930697	-5001.0	12	10.01	16	8	(0.06082394198570852,0.053018188524643114,0.07014374350541344,0.09586435966161008,0.09032066756654868,)
8	589527389741578	5054	5	(456:92[0.12999999999999998],458:169[0.11999999999999998],460:117[0.16],461:103[0.18000000000000002],462:24[0.16],)	505	-129.61	-1126.8639999999996	-5001.0	12	10.768	17	8	(0.06464624217303021,0.07721369829699212,0.08035512145566195,0.08895742057162795,0.06845314483098065,)
9	589768893854008	5561	6	(456:82[0.13999999999999999],458:119[0.10999999999999999],460:120[0.15],461:75[0.17],462:92[0.17],469:17[0.15],)	505	-129.61	-1137.1394257425743	-5001.0	12	10.426	17	8	(0.06453626889920007,0.06990312068557954,0.08022612244034423,0.06779253477508766,0.05802590938299656,0.06794258427001872,)
10	589977025651386	6066	5	(456:155[0.15],460:109[0.13999999999999999],461:48[0.18000000000000002],462:113[0.16],469:81[0.16],)	506	-129.61	-928.5318181818183	-5001.0	12	10.76	17	8	(0.07544465324126959,0.06783699657886928,0.08397731654298586,0.06889553720231621,0.04661167222310884,)
