alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 1212
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_MountainCar/run_799058789408286
Random seed:          1212
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	800499851275126	997	1	(470:499[0.15],)	499	-168.26	-3738.9232064128278	-5001.0	11	9.88	14	8	(0.08635906815799788,)
1	801289866402606	1508	1	(470:501[0.16],)	501	-168.26	-3543.596407185631	-5001.0	11	10.182	15	8	(0.059302263480849944,)
2	802033485017521	2016	2	(470:280[0.15],472:221[0.15],)	501	-143.44	-3303.386147704591	-5001.0	11	10.366	15	8	(0.0924205682449717,0.08939804316703975,)
3	802752767956221	2528	2	(470:90[0.13999999999999999],472:412[0.16],)	502	-143.44	-3099.51675298805	-5001.0	11	10.51	16	8	(0.07122491179303336,0.06504816501607673,)
4	803359320737156	3033	3	(470:239[0.15],472:247[0.15],475:16[0.15],)	502	-141.29	-2904.430099601594	-5001.0	9	9.91	16	8	(0.08372139963242758,0.06996851643790848,0.0821043366923041,)
5	803877715715637	3534	3	(470:97[0.13999999999999999],472:203[0.13999999999999999],475:203[0.16],)	503	-140.34	-2655.9610934393645	-5001.0	9	9.568	14	8	(0.054568952064581976,0.07671511394015317,0.04806008795191104,)
6	804352487927195	4035	4	(470:108[0.15],472:193[0.12999999999999998],475:175[0.15],479:27[0.15],)	503	-137.77	-2457.5671968190863	-5001.0	9	9.7	15	8	(0.06313869222713592,0.07080307553540595,0.06472815033239342,0.060585947765363427,)
7	804880404537924	4558	3	(470:123[0.16],475:221[0.13999999999999999],479:160[0.16],)	504	-137.77	-2789.8068055555555	-5001.0	9	9.222	16	8	(0.07240456244587985,0.05981027210445964,0.03947536295132133,)
8	805355579469853	5058	6	(470:105[0.17],475:37[0.12999999999999998],479:246[0.17],482:40[0.15],483:31[0.15],484:44[0.15],)	503	-134.76	-2495.954115308152	-5001.0	8	9.502	15	8	(0.08866890285095778,0.09696294627216072,0.07073512277690902,0.1148490905867616,0.09941686741815914,0.11460072179695216,)
9	805780508150539	5558	6	(470:37[0.16],475:34[0.13999999999999999],479:94[0.16],482:37[0.16],483:66[0.16],484:238[0.16],)	506	-134.76	-2117.8415415019767	-5001.0	8	9.844	16	8	(0.07357581349929054,0.07809808072781138,0.062134439109883796,0.07049279438216177,0.07360737520357222,0.07252268926480308,)
10	806122759603978	6064	7	(470:48[0.17],475:68[0.15],479:17[0.15],482:52[0.17],483:54[0.17],484:217[0.15],485:50[0.15],)	506	-134.76	-1678.2213636363635	-5001.0	8	9.89	15	8	(0.06470023648801022,0.058466459804767903,0.0701228122209454,0.06655462575107766,0.08482194083856116,0.08263821856710704,0.0914192216233633,)
11	806525714303490	6564	7	(470:27[0.18000000000000002],475:64[0.16],479:151[0.16],482:53[0.18000000000000002],483:78[0.18000000000000002],484:92[0.13999999999999999],485:42[0.16],)	507	-134.76	-2027.0566074950686	-5001.0	8	9.748	15	8	(0.056546638731643666,0.0724010784033607,0.05760452538419642,0.09581173846114155,0.0779072505003997,0.08014873255822681,0.05576998647841537,)
12	806898276602678	7068	6	(475:49[0.17],479:100[0.15],482:89[0.19000000000000003],483:194[0.17],484:26[0.12999999999999998],485:49[0.17],)	507	-131.32	-1924.3892307692308	-5001.0	10	9.59	15	8	(0.08834339259697045,0.056765661357036507,0.0916028291965331,0.086677021535588,0.07502173427644178,0.06932450392709345,)
13	807214514315781	7572	7	(475:72[0.18000000000000002],479:52[0.13999999999999999],482:70[0.18000000000000002],483:113[0.16],484:83[0.13999999999999999],485:60[0.18000000000000002],488:56[0.15],)	506	-131.32	-1601.5842687747038	-5001.0	10	9.654	16	8	(0.09168481844088987,0.0885421715447954,0.08143013070144693,0.08280428574150528,0.07444784711799034,0.09624595613455264,0.07369317271493325,)
14	807511251410357	8072	8	(475:51[0.17],479:78[0.15],482:133[0.19000000000000003],483:89[0.15],484:22[0.12999999999999998],485:38[0.19000000000000003],488:62[0.16],490:34[0.15],)	507	-131.32	-1499.5478895463516	-5001.0	10	9.664	15	8	(0.09537967130191928,0.06833249227642178,0.10130172744854324,0.08829824627690554,0.08750398006390102,0.09423137121755554,0.07694486614482589,0.07542407023874002,)
15	807864711624924	8594	7	(475:20[0.18000000000000002],482:44[0.18000000000000002],483:119[0.13999999999999999],484:74[0.13999999999999999],485:63[0.20000000000000004],488:95[0.15],490:93[0.16],)	508	-131.32	-1631.4406889763782	-5001.0	10	10.03	15	8	(0.06931679180395507,0.05997364454081377,0.0751136551943857,0.0842097087125366,0.0724765897019002,0.08011047027486372,0.07050735838437204,)
16	808152572332088	9102	8	(475:88[0.19000000000000003],482:18[0.19000000000000003],483:84[0.12999999999999998],484:44[0.12999999999999998],485:42[0.21000000000000005],488:143[0.13999999999999999],490:41[0.15],493:47[0.15],)	507	-131.0	-1377.7317357001975	-5001.0	12	10.092	16	8	(0.1101986596122816,0.10427503455183201,0.06381990242245289,0.10013633656796848,0.0750916961663453,0.05669819156308925,0.08457355763650548,0.07715004591665114,)
17	808469883530478	9625	7	(482:35[0.20000000000000004],483:68[0.11999999999999998],484:89[0.13999999999999999],485:59[0.22000000000000006],488:56[0.12999999999999998],490:137[0.16],493:64[0.16],)	508	-131.0	-1365.6218897637793	-5001.0	12	10.536	17	8	(0.07102204327675908,0.06807008413178893,0.07709023052891538,0.0831738894352614,0.07037441607551796,0.06569183523521711,0.07926435615656743,)
18	808834329507395	10125	7	(482:75[0.21000000000000005],483:128[0.12999999999999998],484:35[0.12999999999999998],485:45[0.23000000000000007],488:60[0.13999999999999999],490:118[0.15],493:46[0.17],)	507	-131.0	-1674.6069822485201	-5001.0	12	10.502	16	8	(0.09158814790242331,0.0853265346167158,0.059480780967128805,0.05985036442429493,0.09399571129589773,0.0845609235638112,0.07248244570777762,)
19	809237180693440	10625	7	(482:49[0.20000000000000004],483:137[0.11999999999999998],484:44[0.13999999999999999],485:48[0.24000000000000007],488:121[0.15],490:64[0.13999999999999999],493:44[0.18000000000000002],)	507	-131.0	-1732.484240631164	-5001.0	12	10.728	17	8	(0.07534928688009762,0.07827312326068585,0.06766244157033802,0.05840319789371561,0.06160441647501776,0.07615575349371134,0.09591702113868798,)
20	809698720366594	11131	7	(482:71[0.21000000000000005],483:157[0.10999999999999999],484:65[0.15],485:32[0.25000000000000006],488:19[0.13999999999999999],490:55[0.15],493:108[0.19000000000000003],)	507	-131.0	-1973.0020118343195	-5001.0	12	10.934	17	8	(0.07070161457851709,0.06070025958143284,0.04653715075108711,0.08420682919666904,0.08170710024558493,0.05666917058551355,0.08383346804093027,)
21	810230459360781	11632	7	(482:22[0.20000000000000004],483:55[0.09999999999999999],484:51[0.16],485:78[0.26000000000000006],488:27[0.15],490:224[0.16],493:50[0.18000000000000002],)	507	-131.0	-2188.139013806706	-5001.0	12	11.118	16	8	(0.09015195535159672,0.07079122495969917,0.06471704906703317,0.08808229751340438,0.0550606190301017,0.07396939746324618,0.07033009103128478,)
22	810671558195855	12134	7	(482:64[0.21000000000000005],483:30[0.10999999999999999],484:19[0.17],485:89[0.25000000000000006],488:118[0.16],490:125[0.15],493:62[0.19000000000000003],)	507	-131.0	-1746.9400000000005	-5001.0	12	11.216	16	8	(0.06526587465490524,0.058534859836592665,0.07215519281877285,0.06823167885108462,0.05372012417248429,0.061307608085097956,0.07063565316475652,)
23	811193958122945	12634	7	(482:69[0.22000000000000006],483:50[0.11999999999999998],484:69[0.18000000000000002],485:32[0.24000000000000005],488:41[0.15],490:170[0.13999999999999999],493:76[0.20000000000000004],)	507	-131.0	-2068.3028402366863	-5001.0	12	11.336	16	8	(0.05898354109714497,0.07998881747235172,0.061181791286174764,0.11553857933093098,0.07160981020471248,0.08691721296040884,0.06477219047145237,)
24	811679156308128	13134	7	(482:49[0.23000000000000007],483:112[0.12999999999999998],484:118[0.19000000000000003],485:36[0.25000000000000006],488:37[0.16],490:113[0.12999999999999998],493:42[0.19000000000000003],)	507	-131.0	-2060.0740236686397	-5001.0	12	11.05	16	8	(0.09502403012878684,0.07523989427384782,0.08821982883028728,0.09542303802173963,0.0846250738759191,0.07688162589139545,0.0819145493379543,)
25	812214821503887	13634	7	(482:37[0.24000000000000007],483:116[0.11999999999999998],484:47[0.18000000000000002],485:116[0.26000000000000006],488:32[0.17],490:78[0.11999999999999998],493:81[0.20000000000000004],)	507	-131.0	-2222.524063116371	-5001.0	12	11.112	16	8	(0.08832014072486608,0.08784345682130637,0.0773826438818617,0.11197777843069487,0.09713696873008382,0.08335057339260679,0.0959389632002456,)
26	812708185815195	14134	8	(482:42[0.25000000000000006],483:103[0.10999999999999999],484:64[0.19000000000000003],485:126[0.25000000000000006],488:48[0.18000000000000002],490:75[0.10999999999999999],493:34[0.19000000000000003],500:15[0.15],)	507	-131.0	-1986.617593688363	-5001.0	12	11.41	17	8	(0.12124278159152087,0.08161109940462259,0.12101454017176815,0.13057192599060283,0.11559122457947335,0.08057601603129905,0.11922876649709518,0.08463529988810677,)
27	813100595681730	14634	8	(482:19[0.26000000000000006],483:32[0.09999999999999999],484:90[0.18000000000000002],485:139[0.24000000000000005],488:65[0.19000000000000003],490:34[0.09999999999999999],493:24[0.20000000000000004],500:105[0.16],)	508	-131.0	-1689.0620078740155	-5001.0	12	10.896	18	8	(0.10705129277287605,0.07066430234801661,0.09220273610077236,0.11405599015537736,0.09361675345280356,0.08121144217674653,0.0883614486283339,0.0662872070794113,)
28	813589261416508	15134	8	(482:82[0.2700000000000001],483:22[0.10999999999999999],484:39[0.17],485:25[0.23000000000000004],488:68[0.18000000000000002],490:136[0.10999999999999999],493:53[0.21000000000000005],500:83[0.15],)	508	-131.0	-2035.5494685039373	-5001.0	12	11.162	18	8	(0.0800647143167366,0.07381032434504307,0.0805401334945551,0.09671235067028981,0.10264623752068891,0.07384860506833531,0.10515654516333504,0.07851926157111397,)
29	814034450217278	15640	8	(482:96[0.26000000000000006],483:39[0.11999999999999998],484:88[0.18000000000000002],485:42[0.24000000000000005],488:35[0.17],490:85[0.09999999999999999],493:22[0.22000000000000006],500:101[0.13999999999999999],)	508	-131.0	-1804.2763779527556	-5001.0	12	11.266	19	8	(0.0828387084248959,0.07140593886711198,0.09430115341973361,0.09633461603736232,0.08051988893976982,0.05751091171792618,0.13055578840789347,0.061441706130074526,)
30	814434539107939	16140	8	(482:73[0.25000000000000006],483:99[0.12999999999999998],484:43[0.17],485:20[0.25000000000000006],488:60[0.18000000000000002],490:49[0.09],493:66[0.23000000000000007],500:98[0.12999999999999998],)	508	-129.78	-1905.3002362204725	-5001.0	15	10.578	18	8	(0.08908288509282344,0.0776315030973595,0.10717705115347638,0.06138140069424617,0.09324898015410656,0.05531700876419331,0.07686758840692337,0.05767689625199923,)
31	814764768983675	16649	8	(482:122[0.24000000000000005],483:42[0.11999999999999998],484:34[0.18000000000000002],485:64[0.26000000000000006],488:54[0.19000000000000003],490:116[0.09999999999999999],493:33[0.22000000000000006],500:43[0.11999999999999998],)	508	-129.78	-1525.0511220472438	-5001.0	15	10.72	19	8	(0.10243839037939992,0.05824241897630541,0.12804461909077644,0.09518968086594003,0.11255301346320429,0.06337706202914031,0.08108417388484192,0.08039700243455127,)
32	815194588504840	17161	7	(483:98[0.12999999999999998],484:83[0.19000000000000003],485:20[0.25000000000000006],488:64[0.20000000000000004],490:69[0.09],493:53[0.23000000000000007],500:121[0.12999999999999998],)	508	-130.79	-1993.144507874016	-5001.0	10	10.688	19	8	(0.0564688057828121,0.07716011195826446,0.1654969010185196,0.1393385008532168,0.061201748322210446,0.07483285069742274,0.04704869147940939,)
33	815614297631112	17669	7	(483:97[0.11999999999999998],484:45[0.18000000000000002],485:109[0.26000000000000006],488:27[0.21000000000000005],490:56[0.09999999999999999],493:64[0.24000000000000007],500:109[0.11999999999999998],)	507	-130.79	-1946.9162721893492	-5001.0	10	10.358	19	8	(0.05846469745956066,0.0897643519848534,0.07534051860974013,0.12256920377895739,0.06966595299531995,0.06439919697488165,0.053396749372382694,)
34	815959750931079	18169	7	(483:40[0.10999999999999999],484:52[0.19000000000000003],485:54[0.25000000000000006],488:65[0.22000000000000006],490:162[0.10999999999999999],493:45[0.25000000000000006],500:89[0.10999999999999999],)	507	-129.69	-1642.8243589743593	-5001.0	9	10.824	20	8	(0.05893217776648918,0.07600775613491267,0.11146686510201052,0.07629051887508145,0.07840642009329836,0.06876824186619514,0.06568389016377985,)
35	816223506802051	18676	6	(483:132[0.11999999999999998],484:64[0.20000000000000004],488:48[0.23000000000000007],490:83[0.09999999999999999],493:72[0.26000000000000006],500:108[0.09999999999999999],)	507	-129.69	-1293.3303944773177	-5001.0	9	10.582	20	8	(0.07022779115691906,0.06623723876531283,0.08984239391932247,0.06964539674176987,0.09733163440256362,0.05334593888670058,)
36	816538098743697	19176	6	(483:18[0.10999999999999999],484:81[0.21000000000000005],488:175[0.24000000000000007],490:37[0.09],493:89[0.2700000000000001],500:106[0.09],)	506	-129.69	-1586.5985968379446	-5001.0	9	10.636	21	8	(0.0745613547417066,0.12104065477138917,0.13915675549134443,0.06698744777981827,0.11842960532333512,0.07150964356949704,)
37	816803456509768	19676	6	(483:133[0.11999999999999998],484:48[0.22000000000000006],488:62[0.23000000000000007],490:28[0.09999999999999999],493:83[0.26000000000000006],500:152[0.08],)	506	-129.69	-1336.0452371541503	-5001.0	9	10.0	20	8	(0.07040804982703174,0.13084682724645455,0.07035592093374989,0.07863082785763517,0.10306118952424331,0.04963497163103827,)
38	816996900040433	20176	6	(483:57[0.10999999999999999],484:19[0.23000000000000007],488:206[0.24000000000000007],490:33[0.10999999999999999],493:122[0.25000000000000006],500:69[0.07],)	506	-129.69	-974.3887944664034	-5001.0	9	9.998	17	8	(0.07134307963844905,0.11262468346445431,0.12114701107693333,0.05514336413255766,0.12727850720364223,0.05636498642572711,)
39	817177054924372	20676	7	(483:95[0.11999999999999998],484:79[0.24000000000000007],488:123[0.23000000000000007],490:28[0.11999999999999998],493:29[0.24000000000000005],500:133[0.08],506:19[0.15],)	506	-129.69	-818.0196640316206	-5001.0	9	10.436	18	8	(0.0611967467188681,0.11518524001274667,0.09621175886759194,0.06952283487192491,0.13407837674494774,0.047978680133878564,0.07586706147486172,)
40	817421272362714	21182	7	(483:118[0.10999999999999999],484:82[0.23000000000000007],488:68[0.22000000000000006],490:62[0.12999999999999998],493:83[0.25000000000000006],500:19[0.07],506:75[0.16],)	507	-129.69	-997.7896252465483	-5001.0	9	11.216	18	8	(0.07499192101728998,0.12395235740182758,0.07599349275063924,0.06701562474031089,0.11550880365137085,0.04971730779863727,0.08601236806354344,)
41	817599091142878	21682	7	(483:113[0.09999999999999999],484:93[0.22000000000000006],488:56[0.23000000000000007],490:35[0.13999999999999999],493:114[0.24000000000000005],500:16[0.08],506:80[0.15],)	507	-129.69	-672.2479092702172	-5001.0	9	11.538	19	8	(0.0685728329187068,0.08479144946698014,0.11178701005212988,0.07785682678372735,0.11618298116622858,0.04685817786371615,0.06735312480755562,)
42	817766752228806	22182	8	(483:62[0.09],484:132[0.21000000000000005],488:20[0.24000000000000007],490:57[0.15],493:99[0.23000000000000004],500:25[0.09],506:88[0.13999999999999999],508:24[0.15],)	507	-129.69	-688.0861143984222	-5001.0	9	11.286	19	8	(0.059147710855435714,0.09389895752216283,0.09134920071869798,0.09630040549751276,0.14103582036223597,0.05317663844180464,0.06803154679745206,0.10329349945277551,)
43	817967905564143	22697	7	(483:47[0.08],484:123[0.20000000000000004],488:42[0.25000000000000006],490:108[0.16],500:50[0.09999999999999999],506:54[0.12999999999999998],508:84[0.16],)	508	-129.69	-799.8994488188977	-5001.0	9	10.946	18	8	(0.04521918401000113,0.08641423746397074,0.08585597773836369,0.09465674318655673,0.049200209762351774,0.04933608838584971,0.06604052611813921,)
44	818184288967199	23209	6	(483:24[0.09],484:99[0.19000000000000003],488:151[0.26000000000000006],490:59[0.15],506:153[0.13999999999999999],508:21[0.15],)	507	-129.69	-930.6677712031559	-5001.0	9	10.73	18	8	(0.06836884350204063,0.07608480577980559,0.10195421690093903,0.10610985766084191,0.051184508412267175,0.0798121237241624,)
