alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 444
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_MountainCar-PuddleWorld/run_727302323695666
Random seed:          444
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	729209673267313	997	1	(463:499[0.15],)	499	675.7200000000165	-3387.0164529058147	-5101.0999999999985	12	9.336	13	8	(0.08328968125601567,)
1	730210494053046	1513	1	(463:501[0.16],)	501	1125.280000000021	-2921.2470059880256	-5101.0999999999985	11	9.842	14	8	(0.07160059464676828,)
2	731139817118765	2028	2	(463:431[0.15],466:70[0.15],)	501	1228.1100000000215	-2335.3152495009977	-5101.0999999999985	13	10.284	14	8	(0.06320018649367107,0.08523053066702647,)
3	731975426491623	2537	2	(463:275[0.13999999999999999],466:227[0.16],)	502	1228.1100000000215	-2327.6989840637434	-5101.0999999999985	13	9.826	15	8	(0.05265724193872175,0.062317036276180016,)
4	732730748968213	3042	4	(463:83[0.12999999999999998],466:272[0.17],473:128[0.15],474:19[0.15],)	502	1294.1200000000213	-1842.6612549800768	-5101.0999999999985	11	9.976	15	8	(0.10444269631808226,0.0754099646286182,0.09206115477683703,0.09271605565510539,)
5	733465128866171	3558	3	(463:163[0.13999999999999999],466:104[0.16],473:237[0.13999999999999999],)	504	1294.1200000000213	-1219.2364880952348	-5101.0999999999985	11	10.826	16	8	(0.06774853150447223,0.06991896752800231,0.05579258815304123,)
6	734173979306086	4064	3	(463:286[0.15],466:91[0.17],473:126[0.12999999999999998],)	503	1294.1200000000213	-1367.7432405566556	-5101.0999999999985	11	10.524	17	8	(0.07589015111506425,0.07263877419699696,0.06626294947761234,)
7	734803394137582	4567	3	(463:186[0.13999999999999999],466:149[0.18000000000000002],473:168[0.13999999999999999],)	503	1316.3600000000217	-776.9470974155018	-5101.0999999999985	10	10.76	17	8	(0.08959433148853557,0.08804905160662668,0.07406152014579594,)
8	735449628116366	5067	3	(463:257[0.12999999999999998],466:162[0.19000000000000003],473:84[0.12999999999999998],)	503	1322.8300000000215	-840.4319900596369	-5101.0999999999985	10	10.922	17	8	(0.07096216455285276,0.06301939906959424,0.061692323580799305,)
9	736072797260291	5567	3	(463:303[0.11999999999999998],466:37[0.20000000000000004],473:163[0.13999999999999999],)	503	1322.8300000000215	-708.7752087475094	-5101.0999999999985	10	10.898	17	8	(0.04938102620140759,0.05494935399271888,0.06386621037026552,)
10	736650391197517	6067	3	(463:49[0.10999999999999999],466:196[0.21000000000000005],473:258[0.15],)	503	1322.8300000000215	-717.8080516898556	-5101.0999999999985	10	10.626	17	8	(0.07467347598398659,0.06662843469396298,0.07585081567966444,)
11	737246968025020	6571	3	(463:304[0.11999999999999998],466:182[0.20000000000000004],473:17[0.13999999999999999],)	503	1322.8300000000215	-590.2016699801135	-5101.0999999999985	10	10.882	16	8	(0.07611470315610713,0.0792727247716702,0.08483677313111974,)
12	737850415858159	7077	2	(466:235[0.19000000000000003],473:268[0.15],)	503	1313.2800000000223	-518.4350497017853	-5101.0999999999985	12	11.174	16	8	(0.06778754812115874,0.0503825677285763,)
13	738425790015068	7577	2	(466:474[0.20000000000000004],473:28[0.13999999999999999],)	502	1313.2800000000223	-343.25567729083167	-5101.0999999999985	12	11.196	17	8	(0.07064526319356425,0.09335433388507172,)
14	739060710776662	8077	2	(466:450[0.19000000000000003],473:52[0.15],)	502	1314.7700000000218	-577.6913545816687	-5101.0999999999985	12	11.402	17	8	(0.065357665076249,0.05220330611775021,)
15	739749275764446	8577	2	(466:149[0.18000000000000002],473:353[0.16],)	502	1314.7700000000218	-289.0312350597554	-5101.0999999999985	12	12.896	18	8	(0.0706417179432399,0.04893869672424779,)
16	740397746032780	9077	2	(466:176[0.19000000000000003],473:326[0.15],)	502	1314.7700000000218	-620.3664741035815	-5101.0999999999985	12	11.564	18	8	(0.10157693257492985,0.10175825242660681,)
17	741016234159500	9578	3	(466:76[0.20000000000000004],473:399[0.13999999999999999],481:27[0.15],)	502	1326.6100000000224	-539.4343027888393	-5101.0999999999985	12	11.206	19	8	(0.1051417195566553,0.07923655922422275,0.0845824039815362,)
18	741632863218428	10078	3	(466:275[0.21000000000000005],473:165[0.12999999999999998],481:63[0.16],)	503	1326.6100000000224	-624.5425844930375	-5101.0999999999985	12	11.086	18	8	(0.08453156741664132,0.08326511560301114,0.062122775732889116,)
19	742354688181145	10626	3	(466:212[0.20000000000000004],473:209[0.13999999999999999],481:113[0.17],)	534	1326.6100000000224	-711.4057490636656	-5101.0999999999985	12	11.962	19	8	(0.08660913787236556,0.07969608905384949,0.08374967339130998,)
20	742968098376233	11126	3	(466:170[0.19000000000000003],473:244[0.12999999999999998],481:89[0.18000000000000002],)	503	1333.3300000000222	-574.4411729622217	-5101.0999999999985	11	11.228	20	8	(0.073916910502569,0.07054823892254829,0.07165120312764031,)
21	743570369455182	11626	3	(466:195[0.18000000000000002],473:43[0.11999999999999998],481:265[0.19000000000000003],)	503	1333.3300000000222	-592.6532803180863	-5101.0999999999985	11	11.03	21	8	(0.08070356194187481,0.08046967911800555,0.0638009506466447,)
22	744138228214808	12126	3	(466:74[0.17],473:269[0.12999999999999998],481:160[0.18000000000000002],)	503	1333.3300000000222	-501.5063817097372	-5101.0999999999985	11	10.766	17	8	(0.06743526929944851,0.058926971926374375,0.0646106645332424,)
23	744738482655596	12626	4	(466:101[0.18000000000000002],473:119[0.11999999999999998],481:267[0.19000000000000003],485:16[0.15],)	503	1333.3300000000222	-952.4812127236539	-5101.0999999999985	11	10.134	16	8	(0.09511118730263317,0.08048293702619226,0.07475113909959935,0.06279819428083509,)
24	745316187853855	13126	4	(466:310[0.19000000000000003],473:98[0.12999999999999998],481:63[0.18000000000000002],485:33[0.16],)	504	1333.3300000000222	-619.1723412698361	-5101.0999999999985	11	10.396	15	8	(0.08961492941871967,0.0859620670385106,0.08617356395271132,0.042943330030173414,)
25	745894039664924	13630	4	(466:80[0.18000000000000002],473:184[0.13999999999999999],481:111[0.19000000000000003],485:129[0.17],)	504	1333.3300000000222	-651.2638095238037	-5101.0999999999985	11	10.1	15	8	(0.0825797804766494,0.07088540754785075,0.08102269036285231,0.059915477560603204,)
26	746425123923546	14130	4	(466:37[0.19000000000000003],473:192[0.12999999999999998],481:113[0.20000000000000004],485:162[0.16],)	504	1333.3300000000222	-417.79242063491466	-5101.0999999999985	11	10.316	16	8	(0.08482908562079146,0.06578234988283943,0.08483511877297786,0.07344216217479833,)
27	747030822990556	14684	4	(466:278[0.20000000000000004],473:86[0.11999999999999998],481:49[0.21000000000000005],485:144[0.15],)	557	1333.3300000000222	-355.6075044883254	-5101.0999999999985	11	11.662	15	8	(0.0743824701069693,0.07831418428668813,0.07630796034625509,0.06632382973540679,)
28	747626425794870	15184	4	(466:275[0.19000000000000003],473:21[0.12999999999999998],481:119[0.22000000000000006],485:89[0.13999999999999999],)	504	1333.3300000000222	-317.0289285714223	-5101.0999999999985	11	11.48	16	8	(0.07620638248035272,0.061501097595303034,0.08520161483830914,0.0772799777960494,)
29	748312698611886	15804	5	(466:124[0.18000000000000002],473:89[0.13999999999999999],481:101[0.23000000000000007],485:278[0.15],487:26[0.15],)	618	1336.220000000022	-527.3904530744286	-5101.0999999999985	12	12.606	16	8	(0.09768285060744349,0.07866101311208333,0.09057113308538417,0.0914926523569657,0.09876962309685586,)
30	748968282687806	16307	5	(466:18[0.17],473:137[0.15],481:148[0.22000000000000006],485:48[0.13999999999999999],487:154[0.16],)	505	1336.220000000022	-1079.1759801980154	-5101.0999999999985	12	10.372	16	8	(0.08909764534901837,0.06749241911571953,0.07225454562968965,0.05827901306185643,0.09758661081393034,)
31	749600715792730	16808	5	(466:89[0.18000000000000002],473:41[0.13999999999999999],481:80[0.21000000000000005],485:63[0.15],487:232[0.15],)	505	1336.220000000022	-761.3942376237579	-5101.0999999999985	12	10.832	17	8	(0.09823305423839816,0.10547370328180872,0.09099192356974208,0.0679375446463299,0.0975482392331813,)
32	750241821209386	17322	4	(473:240[0.15],481:160[0.22000000000000006],485:40[0.16],487:65[0.13999999999999999],)	505	1336.220000000022	-853.8053069306874	-5101.0999999999985	12	10.596	18	8	(0.05377031728618318,0.06839945605989028,0.08873168263360362,0.09027503379909303,)
33	750820014551818	17829	4	(473:89[0.13999999999999999],481:252[0.21000000000000005],485:72[0.17],487:91[0.15],)	504	1336.220000000022	-356.46460317459736	-5101.0999999999985	12	11.024	17	8	(0.0913489998944029,0.0899674103576246,0.08379750623313853,0.0755475436574905,)
34	751496325600788	18431	3	(473:444[0.15],481:83[0.20000000000000004],487:60[0.16],)	587	1336.7000000000219	-518.221925042584	-5101.0999999999985	12	12.45	17	8	(0.07124298923849806,0.07951264542080064,0.08022042112159412,)
35	752037825734787	18931	4	(473:95[0.13999999999999999],481:118[0.21000000000000005],487:271[0.17],495:19[0.15],)	503	1339.1600000000224	-371.1326441351838	-5101.0999999999985	13	10.706	16	8	(0.07111524384624915,0.06908721226071866,0.08355323836517833,0.11798830182973663,)
36	752637413098213	19431	4	(473:292[0.15],481:56[0.22000000000000006],487:57[0.16],495:99[0.16],)	504	1339.1600000000224	-686.8427579365027	-5101.0999999999985	13	10.804	15	8	(0.06028616822184961,0.07212168879107686,0.08168768586746196,0.06565334641179499,)
