alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 444
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_MountainCar/run_478599697950885
Random seed:          444
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	480390021453613	997	1	(463:499[0.15],)	499	-2568.99	-4780.965971943892	-5001.0	11	10.95	16	8	(0.11372414615825337,)
1	481557882569630	1501	2	(463:479[0.16],464:22[0.15],)	501	-962.35	-4614.718103792417	-5001.0	12	11.488	17	8	(0.04619343074098455,0.07068754574734998,)
2	482501823433927	2001	2	(463:292[0.15],464:210[0.16],)	502	-373.94	-4379.114681274901	-5001.0	8	10.172	17	8	(0.047441146255675845,0.06328134404843364,)
3	483340261332248	2501	3	(463:230[0.13999999999999999],464:248[0.17],467:24[0.15],)	502	-276.39	-3966.807968127491	-5001.0	9	9.964	17	8	(0.06907337799369509,0.06329304931701947,0.099982945740135,)
4	484149475533501	3015	4	(463:240[0.12999999999999998],467:82[0.16],468:161[0.15],469:20[0.15],)	503	-252.7	-3902.268528827038	-5001.0	8	9.826	16	8	(0.058088057693684615,0.09968877046733512,0.06947480076214506,0.0805433945705925,)
5	484967937282444	3524	5	(463:36[0.11999999999999998],467:140[0.17],468:156[0.13999999999999999],469:110[0.16],472:62[0.15],)	504	-229.6	-3825.49875	-5001.0	12	10.206	16	8	(0.05720999568727714,0.06626914321529644,0.06349522363561524,0.06436915074410693,0.04573505999379981,)
6	485731734806180	4030	6	(463:30[0.12999999999999998],467:76[0.16],468:66[0.12999999999999998],469:91[0.15],472:148[0.16],473:94[0.15],)	505	-222.89	-3601.6705742574254	-5001.0	11	10.056	15	8	(0.10307126432021421,0.0654670106609333,0.095375397813267,0.06463038777339228,0.04793289891695153,0.07117031660294493,)
7	486445039979662	4533	6	(463:131[0.13999999999999999],467:110[0.17],468:52[0.13999999999999999],469:101[0.13999999999999999],472:90[0.15],473:22[0.13999999999999999],)	506	-193.26	-3460.091007905138	-5001.0	11	9.942	15	8	(0.048545089683958036,0.06166994015768811,0.06330604992702078,0.07143088052015527,0.05132848317559362,0.054573304101738544,)
8	487085570641298	5033	6	(463:28[0.12999999999999998],467:175[0.16],468:89[0.15],469:60[0.12999999999999998],472:85[0.13999999999999999],473:69[0.15],)	506	-167.14	-3066.75814229249	-5001.0	8	10.076	16	8	(0.0724446131578648,0.06930243386468408,0.058327976150994804,0.06622550696062592,0.06904027630904884,0.0735127205425676,)
9	487697954761939	5541	7	(463:111[0.13999999999999999],467:115[0.15],468:94[0.13999999999999999],469:41[0.13999999999999999],472:90[0.12999999999999998],473:37[0.16],476:18[0.15],)	506	-165.53	-2850.945079051384	-5001.0	9	10.202	15	8	(0.061353418547045895,0.06713796509805327,0.07457548645192696,0.054081875348298794,0.06354639271114322,0.08574474475578814,0.09016834305384383,)
