alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 333
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_MountainCar-Maze/run_576508881552755
Random seed:          333
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	578441401141693	997	1	(471:499[0.15],)	499	-281.39	-2153.476232464929	-15001.0	8	9.614	14	8	(0.08189688994195726,)
1	578762402796294	1497	3	(471:314[0.16],472:53[0.15],473:134[0.15],)	501	-279.53	-1701.3620758483032	-15001.0	8	10.086	14	8	(0.061800955224136464,0.09640295784234486,0.07989722315747572,)
2	579011342991296	1997	4	(471:266[0.15],472:41[0.16],473:110[0.16],474:86[0.15],)	503	-270.76	-1235.4844731610335	-15001.0	9	10.622	15	8	(0.050318427231279814,0.05437041024630285,0.03986012249206893,0.07371502006107,)
3	579231846922107	2497	4	(471:177[0.13999999999999999],472:50[0.17],473:143[0.17],474:134[0.16],)	504	-264.58000000000004	-1027.1313492063493	-15001.0	13	11.172	16	8	(0.046334538559062825,0.042543396317080574,0.04311001546007568,0.04866407745551515,)
4	579570164979240	3011	5	(471:138[0.12999999999999998],472:129[0.18000000000000002],473:84[0.16],474:127[0.15],476:26[0.15],)	504	-264.58000000000004	-1405.8209126984132	-15001.0	13	10.77	16	8	(0.04521743225077789,0.07567419604694456,0.049633764261480175,0.05347380269382263,0.08719535521445507,)
5	579884849818500	3518	4	(471:169[0.11999999999999998],472:205[0.17],473:52[0.17],474:79[0.13999999999999999],)	505	-264.58000000000004	-1473.9717623762378	-15001.0	13	10.76	17	8	(0.05059960495498648,0.04682657618842414,0.06000063692501923,0.06554989903692682,)
6	580195560370678	4018	4	(471:157[0.10999999999999999],472:154[0.16],473:95[0.18000000000000002],474:98[0.15],)	504	-264.58000000000004	-1498.3428174603173	-15001.0	13	10.678	16	8	(0.05372693638250977,0.06771430416762754,0.0660166134993263,0.07551041325024735,)
7	580468153171011	4518	4	(471:140[0.09999999999999999],472:111[0.15],473:121[0.19000000000000003],474:132[0.16],)	504	-264.33000000000004	-1345.6286706349208	-15001.0	10	10.74	15	8	(0.04909551049810517,0.0652936545323496,0.05972845846033941,0.07064797542148803,)
8	580793320836561	5023	6	(471:134[0.09],472:30[0.16],473:85[0.20000000000000004],474:197[0.15],477:40[0.15],479:18[0.15],)	504	-263.44	-1414.0438888888891	-15001.0	13	10.8	16	8	(0.05983341746320053,0.0988823087271627,0.10603239380104122,0.0660574268792532,0.10116594253400853,0.09736229159343913,)
9	581118779564624	5545	5	(471:85[0.08],473:81[0.19000000000000003],477:201[0.16],479:101[0.16],480:38[0.15],)	506	-263.89	-1539.8988339920952	-15001.0	12	10.6	16	8	(0.05770956499594537,0.047383642918687185,0.06464570826475434,0.020356660424031815,0.06000708073547015,)
10	581470439837689	6046	5	(471:66[0.09],473:45[0.20000000000000004],477:239[0.15],479:40[0.15],480:115[0.16],)	505	-263.89	-1703.4066138613864	-15001.0	12	10.724	16	8	(0.059897467454439225,0.08345112034734882,0.06875288668282505,0.07094374035893238,0.06488265416341256,)
11	581781550449104	6555	6	(471:46[0.09999999999999999],473:42[0.21000000000000005],477:26[0.13999999999999999],479:222[0.16],480:122[0.15],483:47[0.15],)	505	-263.89	-1451.2524158415843	-15001.0	12	10.302	15	8	(0.06304085913357671,0.03277692251868556,0.070573210732337,0.036411852791322925,0.0755835710462346,0.08202559176908572,)
12	582133597616455	7056	6	(471:88[0.10999999999999999],473:76[0.22000000000000006],477:52[0.15],479:83[0.15],480:41[0.13999999999999999],483:166[0.16],)	506	-263.89	-1557.4939920948611	-15001.0	12	10.894	15	8	(0.043253421076654315,0.03997131386313355,0.04287616427648766,0.04931939914519068,0.06724774692664576,0.06689040264320281,)
