alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 555
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_MountainCar/run_543731105958299
Random seed:          555
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	545142446056880	997	1	(456:499[0.15],)	499	-146.23	-4205.4776953907785	-5001.0	9	9.014	13	8	(0.08566719167676787,)
1	545790187609943	1497	4	(456:174[0.16],457:221[0.15],458:43[0.15],459:63[0.15],)	501	-145.62	-3467.445149700599	-5001.0	9	9.298	14	8	(0.07956989596205663,0.04942872400736917,0.06084310122930019,0.08714678914545564,)
2	546385472430856	2020	4	(457:202[0.13999999999999999],458:142[0.16],459:135[0.16],460:25[0.15],)	504	-134.93	-2819.856984126984	-5001.0	10	9.806	15	8	(0.0750398829960298,0.06923562268269845,0.06467898915906607,0.08220075340137203,)
3	546795283579966	2532	5	(457:94[0.12999999999999998],458:99[0.15],459:98[0.15],460:147[0.16],463:66[0.15],)	504	-134.93	-1973.1596825396828	-5001.0	10	9.698	15	8	(0.05462003889572689,0.07260214978391832,0.06073978988435163,0.0623719654031689,0.08232327397230121,)
4	547226212526330	3058	5	(457:246[0.13999999999999999],459:149[0.16],460:30[0.15],463:47[0.16],465:33[0.15],)	505	-134.93	-2059.0964752475234	-5001.0	10	9.97	16	8	(0.07444374165274381,0.07364454555460312,0.07477283524806375,0.07547243309933842,0.07204396102922576,)
5	547533822853186	3558	6	(457:159[0.12999999999999998],459:65[0.15],460:82[0.16],463:113[0.17],465:66[0.16],468:20[0.15],)	505	-134.93	-1430.2198217821779	-5001.0	10	10.082	16	8	(0.06977527690254734,0.0646716052316392,0.09624498691719234,0.10513692820982452,0.05160023603885056,0.08818054354143735,)
6	547781349153701	4058	8	(457:147[0.11999999999999998],459:50[0.16],460:69[0.17],463:56[0.16],465:49[0.17],468:46[0.16],469:45[0.15],470:44[0.15],)	506	-134.93	-1233.3340316205533	-5001.0	10	9.758	15	8	(0.07927535276698085,0.06836049127281267,0.09804851629144229,0.09157850505416973,0.08405769961544186,0.08135048397933976,0.05974489901317771,0.07310329356505686,)
7	547997410306193	4558	8	(457:107[0.10999999999999999],459:35[0.17],460:36[0.16],463:62[0.17],465:83[0.18000000000000002],468:52[0.17],469:57[0.16],470:76[0.16],)	508	-134.93	-1089.9419881889764	-5001.0	10	9.796	15	8	(0.07421706105432231,0.08920584319238682,0.09965907708558067,0.05121264624186166,0.07890535334121027,0.05565317656785773,0.08201977037020185,0.06563196924475818,)
8	548184497323719	5058	8	(457:40[0.09999999999999999],459:54[0.18000000000000002],460:100[0.17],463:55[0.16],465:32[0.17],468:50[0.18000000000000002],469:105[0.17],470:72[0.15],)	508	-134.93	-934.1375787401576	-5001.0	10	9.852	15	8	(0.05541808586887118,0.07186387835542829,0.08505407235958165,0.04482355355348684,0.07415805711884117,0.08791538766258672,0.06107411062644117,0.08974195404936378,)
9	548397785129176	5562	8	(457:56[0.10999999999999999],459:80[0.19000000000000003],460:55[0.16],463:54[0.17],465:71[0.18000000000000002],468:67[0.19000000000000003],469:68[0.16],470:57[0.13999999999999999],)	508	-134.02	-1076.2665748031498	-5001.0	9	9.932	16	8	(0.07573530415369086,0.0817078972377795,0.06531626888842836,0.07603321269690726,0.0987647175039392,0.07338675334893847,0.08434150507318763,0.04612683997369591,)
10	548572814631212	6071	7	(457:35[0.11999999999999998],459:91[0.18000000000000002],460:150[0.17],465:38[0.17],468:36[0.18000000000000002],469:88[0.15],470:70[0.15],)	508	-134.02	-832.9319488188977	-5001.0	9	10.086	17	8	(0.0669577018593589,0.08431847799110195,0.09947393014758336,0.10022993313419828,0.08670752408681562,0.07031181330952768,0.06363535457070765,)
11	548760859848850	6598	7	(457:49[0.12999999999999998],459:127[0.17],460:58[0.16],468:40[0.19000000000000003],469:87[0.13999999999999999],470:120[0.16],472:26[0.15],)	507	-132.75	-869.547771203156	-5001.0	8	9.8	18	8	(0.05905388417340802,0.08348315268488073,0.08815835953033506,0.07188220929982994,0.0965253246713264,0.08600711240316689,0.10584934735830241,)
12	548926673380637	7101	9	(457:42[0.13999999999999999],459:38[0.16],460:51[0.17],468:85[0.20000000000000004],469:37[0.12999999999999998],470:98[0.15],472:85[0.16],475:41[0.15],477:30[0.15],)	507	-132.75	-833.8230966469425	-5001.0	8	9.806	16	8	(0.07830062166850553,0.0998679425581931,0.0879009119916127,0.10894063982837703,0.09283546723781452,0.051479185004119604,0.07530144470547044,0.10380431708357747,0.08989690282363517,)
13	549090622267668	7608	11	(457:15[0.15],459:21[0.17],460:143[0.18000000000000002],468:38[0.19000000000000003],469:22[0.13999999999999999],470:65[0.13999999999999999],472:50[0.15],475:86[0.16],477:20[0.16],478:18[0.15],480:31[0.15],)	509	-131.54	-758.4504518664046	-5001.0	8	10.164	16	8	(0.12697239121525594,0.11341724405928943,0.08508043471944422,0.0923010030155553,0.09514899167618128,0.07796600193908258,0.06935503154999828,0.09171399651552553,0.102410440202045,0.09466399389390237,0.10836351271323237,)
14	549271118476647	8120	10	(457:31[0.16],459:55[0.18000000000000002],460:73[0.17],468:62[0.20000000000000004],469:66[0.15],470:23[0.12999999999999998],475:34[0.15],477:69[0.17],478:22[0.16],480:76[0.16],)	511	-131.54	-797.713444227006	-5001.0	8	10.38	17	8	(0.06558109703215081,0.0907970298524612,0.09475262077689676,0.07787098966225663,0.06872825172456523,0.061754190314781,0.10064573748598092,0.08142874837821243,0.0746641758363802,0.08813660249275447,)
15	549489409085168	8663	9	(460:73[0.16],468:48[0.19000000000000003],470:98[0.13999999999999999],475:72[0.16],477:30[0.16],478:41[0.17],480:99[0.15],483:30[0.15],484:19[0.15],)	510	-131.54	-944.5404901960783	-5001.0	8	10.534	17	8	(0.09937516609354874,0.08770234310750975,0.07055136768093478,0.06751016461473476,0.07735646280648452,0.07226992844036204,0.0649399852713396,0.08684258483712999,0.08881984127927696,)
