alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 888
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_MountainCar/run_644221243707405
Random seed:          888
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	645052727029441	997	1	(471:499[0.15],)	499	-148.15	-1058.4481362725453	-5001.0	10	10.06	15	8	(0.0832561290394915,)
1	645242767813715	1498	2	(471:457[0.16],472:44[0.15],)	501	-148.15	-914.453892215569	-5001.0	10	10.362	15	8	(0.06588165063418595,0.09187201245956338,)
2	645463788564939	2004	2	(471:99[0.15],472:403[0.16],)	502	-145.36	-1140.0561155378482	-5001.0	8	9.816	16	8	(0.060485236596575814,0.05864357831265067,)
3	645627116062468	2504	3	(471:163[0.16],472:239[0.15],476:100[0.15],)	502	-145.36	-733.456314741036	-5001.0	8	10.76	17	8	(0.08751751016760019,0.04941689744157054,0.08889603189280298,)
4	645791269783372	3004	4	(471:53[0.17],472:180[0.13999999999999999],476:242[0.16],477:28[0.15],)	503	-144.65	-732.040198807157	-5001.0	11	11.042	17	8	(0.06267570960217918,0.047239146405915325,0.05135531242382815,0.0649330424323373,)
5	645939265385376	3504	4	(471:121[0.18000000000000002],472:145[0.12999999999999998],476:43[0.15],477:195[0.16],)	504	-134.33	-666.8061111111111	-5001.0	10	10.568	15	8	(0.06863694512935001,0.06184320236521446,0.07636529155380525,0.050123546370622926,)
6	646105975413270	4015	4	(471:43[0.19000000000000003],472:148[0.11999999999999998],476:191[0.16],477:122[0.15],)	504	-134.33	-731.9284523809524	-5001.0	10	11.052	16	8	(0.07137717526175874,0.07895712438538113,0.06289030726798124,0.08240773461922853,)
7	646270169809243	4516	4	(471:107[0.20000000000000004],472:185[0.10999999999999999],476:183[0.15],477:29[0.16],)	504	-134.33	-740.0256349206348	-5001.0	10	10.698	16	8	(0.05740597397167726,0.06847074944110979,0.07489953272385823,0.07312920923272269,)
8	646468850036802	5016	4	(471:115[0.21000000000000005],472:186[0.09999999999999999],476:65[0.13999999999999999],477:138[0.17],)	504	-132.59	-941.7595238095239	-5001.0	10	10.446	17	8	(0.08252655894471748,0.06552164466037566,0.07983805688043734,0.09779318177664668,)
9	646668657266826	5516	4	(471:91[0.22000000000000006],472:110[0.09],476:96[0.15],477:207[0.16],)	504	-132.59	-937.7675198412697	-5001.0	10	10.77	17	8	(0.08330682248550066,0.05331585392427709,0.07774058438984512,0.08138892241143286,)
10	646890629006139	6020	4	(471:106[0.23000000000000007],472:91[0.09999999999999999],476:98[0.16],477:209[0.15],)	504	-132.59	-955.0031150793652	-5001.0	10	10.982	18	8	(0.09841321209926343,0.051674804674183825,0.07865978247136796,0.06846261099453847,)
11	647090105378567	6520	5	(471:138[0.24000000000000007],472:92[0.10999999999999999],476:144[0.17],477:113[0.13999999999999999],482:17[0.15],)	504	-132.59	-895.6611904761904	-5001.0	10	10.606	18	8	(0.09745118707797616,0.06414416439116315,0.10807698650628511,0.09808606706368704,0.08615673795334734,)
12	647284515571776	7033	4	(471:93[0.23000000000000007],472:187[0.11999999999999998],476:81[0.16],482:144[0.16],)	505	-132.11	-834.7807722772278	-5001.0	16	10.328	19	8	(0.08392795814925005,0.05247087827627434,0.06995112082804811,0.04073658932958775,)
