alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 1010
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_PuddleWorld/run_880170525011422
Random seed:          1010
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	880557248931429	997	1	(468:499[0.15],)	499	1532.3800000000203	1016.8646613226443	-100.09999999999856	10	9.206	13	8	(0.11024613057630268,)
1	880775536132938	1497	3	(468:343[0.16],469:36[0.15],470:122[0.15],)	501	1532.3800000000203	1077.2873852295418	-100.09999999999856	10	9.536	14	8	(0.07337020979418998,0.08051217880025309,0.10055499183215111,)
2	881010349271412	1997	4	(468:129[0.15],469:98[0.16],470:158[0.16],471:118[0.15],)	503	1559.3800000000222	1131.0484353876789	-100.09999999999856	9	10.116	14	8	(0.07779884177698447,0.10609562237018105,0.06881413674057876,0.07777205179809711,)
3	881252584979975	2498	5	(468:49[0.13999999999999999],469:181[0.17],470:131[0.15],471:115[0.16],472:28[0.15],)	504	1559.3800000000222	1156.97264880953	-100.09999999999856	9	10.432	14	8	(0.07754845221701478,0.043199917438682935,0.07130023546101508,0.0796919718778926,0.07300459934301373,)
4	881502278939291	3018	5	(468:97[0.15],469:96[0.16],470:60[0.13999999999999999],471:140[0.15],472:112[0.16],)	505	1559.3800000000222	1170.341796039611	-100.09999999999856	9	10.372	15	8	(0.060293147495957405,0.03688947845637928,0.09192306775546324,0.05245760700657994,0.0843126268300701,)
5	881752383377772	3536	7	(468:65[0.16],469:35[0.17],470:92[0.15],471:118[0.13999999999999999],472:106[0.15],477:23[0.15],478:66[0.15],)	505	1559.3800000000222	1206.2715524752555	-100.09999999999856	9	10.374	15	8	(0.07187497234490701,0.08326123383246081,0.07829787349631362,0.09097006170419115,0.06779865774725582,0.09745863046810148,0.05824429640703274,)
6	882012742697142	4051	6	(470:55[0.13999999999999999],471:96[0.12999999999999998],472:69[0.13999999999999999],477:67[0.16],478:177[0.16],480:43[0.15],)	507	1563.890000000022	1197.1077317554325	-100.09999999999856	11	10.896	16	8	(0.07603181379393799,0.05580300712566615,0.0713482842155711,0.06401207926700278,0.04482105120139084,0.08144754038561315,)
7	882269169622796	4566	6	(470:76[0.15],471:79[0.11999999999999998],477:102[0.17],478:66[0.15],480:112[0.16],482:71[0.15],)	506	1568.460000000022	1195.622563241115	-100.09999999999856	9	10.694	16	8	(0.06648330010335757,0.05035088300303298,0.0749681646541637,0.04653442041739552,0.05261645679675969,0.07849629859188409,)
8	882530000392836	5078	7	(470:45[0.16],471:92[0.12999999999999998],477:66[0.16],478:86[0.16],480:73[0.15],482:99[0.16],486:45[0.15],)	506	1568.460000000022	1211.3909071146334	-100.09999999999856	9	10.862	16	8	(0.06855676586185976,0.058375475021088634,0.07538092794090878,0.05105157913774903,0.05927123069552768,0.07380127650353088,0.06243127800405184,)
9	882792139759751	5595	7	(470:96[0.17],471:22[0.11999999999999998],477:22[0.17],478:120[0.15],480:92[0.13999999999999999],482:55[0.15],486:100[0.16],)	507	1568.460000000022	1199.6250887574058	-100.09999999999856	9	10.902	16	8	(0.07824903809060522,0.10244119690192394,0.037196311093557304,0.06765766958362159,0.07655759685145785,0.07647983301305926,0.05891276982081876,)
