alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 1313
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_MountainCar/run_849561007732671
Random seed:          1313
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	850878784120340	997	1	(472:499[0.15],)	499	-171.6	-3562.723647294591	-5001.0	9	9.146	13	8	(0.07364055460022279,)
1	851616096277354	1513	3	(472:440[0.16],473:31[0.15],475:30[0.15],)	501	-171.6	-3632.817664670664	-5001.0	9	9.442	13	8	(0.07305928345051556,0.10251735105033688,0.0770590993315916,)
2	852318159027043	2021	4	(472:210[0.15],473:66[0.16],475:197[0.16],478:30[0.15],)	503	-157.27	-3515.3314711729618	-5001.0	10	9.4	13	8	(0.0772784101541416,0.0935531360425368,0.05702413935457522,0.07089310946911609,)
3	853013976790808	2521	6	(472:113[0.13999999999999999],473:158[0.17],475:118[0.15],478:20[0.16],480:46[0.15],481:49[0.15],)	504	-155.02	-3489.2280555555553	-5001.0	9	9.52	13	8	(0.08592149253955471,0.05403677353943747,0.07580426839315305,0.036517697746186954,0.09148284148530614,0.09186666722348864,)
4	853717444833831	3021	7	(472:17[0.12999999999999998],473:106[0.16],475:117[0.13999999999999999],478:94[0.17],480:38[0.16],481:101[0.16],482:33[0.15],)	506	-154.37	-3463.426699604744	-5001.0	9	9.646	14	8	(0.09566845040862273,0.06358083030142145,0.06621477453839433,0.05093071468871378,0.07272326773581912,0.07708385786260341,0.08319446084474931,)
5	854378623899894	3535	8	(472:55[0.13999999999999999],473:108[0.15],475:78[0.12999999999999998],478:49[0.16],480:28[0.17],481:83[0.15],483:62[0.15],484:44[0.15],)	507	-150.08	-3055.0929980276132	-5001.0	10	9.934	15	8	(0.05613852493227933,0.09293187279562244,0.06603969610491683,0.0681285104326999,0.07829385390936201,0.0579065056555315,0.08304886823418975,0.056189960860923024,)
6	855084467311761	4035	9	(472:47[0.15],473:68[0.13999999999999999],475:109[0.11999999999999998],478:79[0.17],480:20[0.18000000000000002],481:29[0.13999999999999999],483:77[0.13999999999999999],484:61[0.16],486:18[0.15],)	508	-148.53	-3202.8302952755903	-5001.0	10	10.168	16	8	(0.09079910676762017,0.08789679328505809,0.07264507424837847,0.08434231138649849,0.09769172258698244,0.08146510104848928,0.07337620347679746,0.07000591777418297,0.02896116109006734,)
7	855803714811729	4550	9	(473:53[0.12999999999999998],475:59[0.10999999999999999],478:36[0.16],480:24[0.19000000000000003],481:102[0.15],483:38[0.12999999999999998],484:62[0.15],486:114[0.16],487:21[0.15],)	509	-148.53	-3162.4002357563845	-5001.0	10	10.232	17	8	(0.07896383890105897,0.06706546827901332,0.04515318527598425,0.05117576429568349,0.07186483275352074,0.07942010769089793,0.08379693346532863,0.054985356437904455,0.07223320959991264,)
8	856493857796423	5052	10	(473:46[0.13999999999999999],475:24[0.09999999999999999],478:100[0.17],480:90[0.20000000000000004],481:43[0.13999999999999999],483:22[0.13999999999999999],484:22[0.13999999999999999],486:65[0.15],487:80[0.16],489:17[0.15],)	509	-136.31	-3027.984086444008	-5001.0	10	10.424	17	8	(0.07145085992278703,0.07819627545380893,0.1087684303403313,0.0804409702637891,0.08567999138390009,0.06678787431883902,0.07612319980452087,0.06777191644700284,0.06188752616189217,0.0701350614279396,)
9	857146075021643	5554	10	(473:41[0.15],475:62[0.10999999999999999],478:29[0.16],480:38[0.19000000000000003],481:18[0.15],483:74[0.15],484:74[0.15],486:61[0.13999999999999999],487:74[0.15],489:39[0.16],)	510	-136.31	-2950.650411764706	-5001.0	10	10.262	17	8	(0.0844791887668353,0.061236537908666296,0.07407578218250238,0.08408405166231082,0.0893024076960922,0.0668471945850454,0.061654118668944935,0.07116746121977029,0.06772095295221842,0.05564892547599769,)
10	857737268581976	6062	9	(473:74[0.16],475:38[0.09999999999999999],478:32[0.17],480:80[0.20000000000000004],483:74[0.13999999999999999],484:35[0.13999999999999999],486:63[0.12999999999999998],487:42[0.13999999999999999],489:72[0.17],)	510	-136.31	-2582.0950588235296	-5001.0	10	10.51	18	8	(0.09094717285791402,0.06943003497697042,0.08794476325583363,0.07695176325867396,0.09512782177655459,0.07479188658616871,0.09180278834702724,0.06286757987993845,0.08188422937452433,)
11	858223358746461	6588	8	(475:97[0.10999999999999999],478:49[0.18000000000000002],480:92[0.19000000000000003],483:30[0.12999999999999998],484:68[0.15],486:30[0.11999999999999998],487:80[0.15],489:63[0.16],)	509	-136.31	-2036.5858939096267	-5001.0	10	10.376	18	8	(0.07688857276401291,0.07568193059056484,0.09879463997644183,0.1045930239968267,0.07427875630848313,0.08048004737110453,0.08576481073628431,0.09767300025668338,)
12	858696982413963	7114	8	(475:33[0.09999999999999999],478:51[0.19000000000000003],480:80[0.18000000000000002],484:159[0.13999999999999999],486:32[0.12999999999999998],487:66[0.13999999999999999],489:56[0.15],496:31[0.15],)	508	-136.31	-1967.6614173228345	-5001.0	10	10.466	16	8	(0.060452769098979474,0.10832319850330357,0.08143462890152586,0.07383339086509262,0.10334121948346957,0.08478889600052428,0.09609531531725646,0.10142397022781167,)
13	859143936736066	7632	9	(475:34[0.10999999999999999],478:80[0.20000000000000004],480:42[0.17],484:22[0.12999999999999998],486:141[0.13999999999999999],487:51[0.12999999999999998],489:79[0.16],496:40[0.16],501:19[0.15],)	508	-136.31	-1834.2410433070868	-5001.0	10	10.708	16	8	(0.08888771157490645,0.05549564063875356,0.10515257802067872,0.0791724766600177,0.07196079802985691,0.07888787981923602,0.07303573111739711,0.07295501162148808,0.08041991443013438,)
14	859655119868721	8146	8	(475:24[0.11999999999999998],478:49[0.19000000000000003],484:58[0.13999999999999999],486:45[0.12999999999999998],487:80[0.13999999999999999],489:43[0.15],496:158[0.17],501:52[0.16],)	509	-133.52	-2061.0400196463656	-5001.0	9	10.93	15	8	(0.09508680211559191,0.05571423444531887,0.05841532927900587,0.06756885811555717,0.060413352721447086,0.0617366272608116,0.08209116497472813,0.06826365275662395,)
