alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 666
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_Maze/run_2686830085343113
Random seed:          666
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=10, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	2688984949425701	997	1	(489:499[0.15],)	499	-63.23	-192.8248697394791	-9897.9	12	11.138	15	10	(0.06663355624965626,)
1	2689072492746254	1498	4	(489:344[0.16],490:67[0.15],491:22[0.15],492:68[0.15],)	501	-62.9	-184.1843512974051	-9946.52	11	11.43	16	10	(0.06521857665035956,0.08893382594939676,0.06888861785341183,0.08251504328000292,)
2	2689173010273419	2002	4	(489:189[0.15],490:16[0.16],491:257[0.16],492:42[0.16],)	504	-61.6	-212.91164682539676	-9954.81	14	11.328	16	10	(0.060831327174218915,0.047860520863150235,0.049818495020066,0.0612511162821426,)
3	2689244800050744	2506	4	(489:101[0.13999999999999999],490:65[0.17],491:30[0.15],492:308[0.17],)	504	-60.48	-145.6350396825397	-10000.0	12	12.014	17	10	(0.061687239683562364,0.054570132840163446,0.07874483932908118,0.06773738375243596,)
4	2689339049895671	3010	4	(489:126[0.15],490:61[0.18000000000000002],491:140[0.16],492:177[0.16],)	504	-60.18	-197.26936507936506	-9886.47	12	11.796	18	10	(0.052189533994497314,0.05387235553282823,0.05653148196285734,0.05933581980569085,)
5	2689460591432260	3514	4	(489:97[0.13999999999999999],490:205[0.19000000000000003],491:168[0.15],492:34[0.15],)	504	-59.45	-264.4600595238094	-9934.42	13	11.71	19	10	(0.062231710160272805,0.06430543451216972,0.08075884805291611,0.07794174480928528,)
6	2689590025748392	4018	4	(489:111[0.15],490:193[0.18000000000000002],491:184[0.13999999999999999],492:16[0.16],)	504	-58.69	-266.36291666666654	-9904.28	13	11.912	20	10	(0.06599091715795277,0.07064622671155806,0.06166651279645015,0.08077895945907605,)
7	2689732438591530	4522	4	(489:271[0.16],490:42[0.17],491:147[0.12999999999999998],492:44[0.17],)	504	-55.08	-257.42525793650793	-9902.02	12	12.094	19	10	(0.06842189373413202,0.10498505555405317,0.0708783914148447,0.08532938517259285,)
8	2689890161432921	5026	6	(489:79[0.15],490:238[0.18000000000000002],491:127[0.11999999999999998],492:23[0.18000000000000002],493:16[0.15],494:21[0.15],)	504	-58.2	-320.3898412698413	-9907.98	13	12.212	17	10	(0.07621626100129389,0.056661698438384936,0.06912159452934254,0.09861329169214299,0.0899101478691457,0.06447087164823882,)
9	2690020632009910	5533	7	(489:88[0.16],490:117[0.17],491:113[0.10999999999999999],492:24[0.19000000000000003],493:105[0.16],494:24[0.16],496:35[0.15],)	506	-56.75	-244.47887351778655	-9847.94	11	11.88	16	10	(0.05995885166663297,0.08355376201796356,0.08069996921813473,0.08401338877157884,0.07678877885154321,0.07085784055535298,0.08860863095238096,)
10	2690136986692152	6041	7	(489:103[0.15],490:84[0.16],491:82[0.09999999999999999],492:45[0.20000000000000004],493:21[0.15],494:145[0.17],496:27[0.16],)	507	-56.95	-219.52800788954633	-10000.0	12	11.924	17	10	(0.06958986915316208,0.06883003152502098,0.06070300680941466,0.0390815170115163,0.0676762941724691,0.05375877198773665,0.06371710219513695,)
11	2690259293847491	6549	7	(489:26[0.13999999999999999],490:99[0.15],491:141[0.09],492:29[0.21000000000000005],493:101[0.16],494:81[0.16],496:30[0.17],)	507	-55.92	-232.67641025641024	-9903.24	13	12.218	18	10	(0.06990186125017578,0.06641133601520956,0.05938922462533274,0.015366128011927452,0.08613001523141488,0.08290432765003815,0.09288695050545465,)
12	2690338073268316	7078	7	(490:156[0.13999999999999999],491:130[0.08],492:60[0.22000000000000006],493:44[0.15],496:32[0.18000000000000002],499:50[0.15],500:35[0.15],)	507	-54.56	-98.30528599605522	-9710.82	15	12.29	18	10	(0.0900568279859963,0.060562622394883844,0.09363975475259151,0.09632876468091611,0.10736710525304644,0.09841555767532316,0.08155324406371409,)
13	2690454693722520	7591	6	(490:49[0.12999999999999998],491:30[0.07],493:146[0.16],496:34[0.19000000000000003],499:94[0.16],500:154[0.16],)	507	-52.46	-247.62191321499014	-9855.77	14	12.34	19	10	(0.08970778957879168,0.058256479801109005,0.04807039256396398,0.11080172916731075,0.05884209704398,0.06281586004332797,)
14	2690532645069274	8100	7	(490:38[0.13999999999999999],491:82[0.08],493:75[0.15],496:139[0.20000000000000004],499:33[0.15],500:79[0.15],502:60[0.15],)	506	-50.27	-135.13452569169962	-9904.57	15	12.688	17	10	(0.09524637326368107,0.05945115971610877,0.07995140355046292,0.07342125825871113,0.0845574718093373,0.06329732104723632,0.07150133955971884,)
15	2690642426216818	8612	7	(490:179[0.15],491:21[0.07],493:30[0.13999999999999999],496:37[0.19000000000000003],499:47[0.16],500:37[0.13999999999999999],502:156[0.16],)	507	-51.97	-183.0515779092702	-9905.37	11	13.506	18	10	(0.0834836020623605,0.0537406056459596,0.048161867150021034,0.07594921492355514,0.06353295249227468,0.06455719962598586,0.06389879892224369,)
16	2690759512099956	9134	7	(490:66[0.13999999999999999],491:82[0.08],493:19[0.15],496:48[0.20000000000000004],499:40[0.17],500:163[0.15],502:89[0.15],)	507	-49.06	-196.21078895463515	-9885.28	11	13.356	19	10	(0.08774395622193511,0.058700818763475625,0.08222693244281527,0.06218242135985123,0.09011983253223925,0.07098473909823395,0.0337658562132773,)
17	2690847252105159	9669	6	(490:86[0.15],493:230[0.16],496:30[0.21000000000000005],499:20[0.18000000000000002],500:113[0.13999999999999999],502:28[0.13999999999999999],)	507	-47.9	-142.09140039447735	-9846.34	12	12.042	19	10	(0.08556097406401687,0.05873622400396795,0.05046081024229414,0.1037392986924083,0.07135385312262,0.062194751695267635,)
18	2690935098597202	10175	6	(490:90[0.13999999999999999],493:62[0.15],496:35[0.22000000000000006],499:47[0.19000000000000003],500:43[0.12999999999999998],502:229[0.15],)	506	-46.18	-167.1420948616601	-9882.81	12	14.47	20	10	(0.08565617818163432,0.063670948443382,0.11916756596553257,0.13162259436905926,0.07388686648395529,0.054958539041191544,)
19	2691085073777802	10702	6	(490:31[0.12999999999999998],493:111[0.16],499:36[0.20000000000000004],500:243[0.13999999999999999],502:34[0.13999999999999999],509:51[0.15],)	506	-43.04	-307.803162055336	-9902.95	14	12.3	20	10	(0.09557375615185759,0.07008930697925758,0.07897383949776506,0.0698024731952418,0.042267020765680424,0.0844151714384448,)
20	2691205065857736	11226	7	(490:24[0.13999999999999999],493:127[0.15],499:56[0.21000000000000005],500:149[0.12999999999999998],502:33[0.15],509:22[0.16],511:95[0.15],)	506	-45.49	-225.91715415019763	-9904.23	12	12.438	21	10	(0.050604096375836155,0.05532472860709717,0.09683062754201459,0.06340058227750306,0.05146292133087683,0.0583348917407113,0.09061955125148058,)
