alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 1111
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_Maze/run_2686830093943370
Random seed:          1111
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=10, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	2689064488438390	997	1	(493:499[0.15],)	499	-46.79	-270.17513026052126	-9971.47	11	10.896	15	10	(0.06582994453895388,)
1	2689221980937766	1498	3	(493:353[0.16],494:112[0.15],495:36[0.15],)	501	-48.31	-276.2499001996008	-10000.0	10	11.37	16	10	(0.06698572483851567,0.08280343330866656,0.07229567409858156,)
2	2689334843233268	2027	6	(493:64[0.15],494:137[0.16],495:122[0.16],496:59[0.15],497:52[0.15],500:69[0.15],)	503	-47.93	-252.64656063618284	-9967.89	10	11.148	16	10	(0.07837390388330889,0.06544390323409914,0.09132192558731118,0.08796596488598991,0.08658618635925541,0.07386401053811943,)
3	2689446789170139	2533	6	(493:53[0.16],494:95[0.15],495:89[0.15],496:68[0.16],497:52[0.16],500:149[0.16],)	506	-45.08	-243.05571146245063	-10000.0	11	11.192	15	10	(0.06670145978807689,0.043728356735373015,0.0651743221430076,0.061532173432311675,0.04820817677578172,0.0627660748341159,)
4	2689575284915099	3039	7	(493:44[0.17],494:118[0.13999999999999999],495:25[0.13999999999999999],496:78[0.17],497:134[0.17],500:72[0.15],502:35[0.15],)	506	-43.49	-285.6636758893281	-9966.01	11	11.154	16	10	(0.09657537450890392,0.08043631650935558,0.07583210563806919,0.0777136616697548,0.08021934743804088,0.08570845571616971,0.07947699585310934,)
5	2689694952318434	3546	7	(493:154[0.18000000000000002],494:106[0.12999999999999998],495:121[0.15],496:24[0.16],497:39[0.16],500:26[0.13999999999999999],502:37[0.16],)	507	-45.5	-248.89364891518744	-10000.0	11	11.152	15	10	(0.0654461743650706,0.03600952318967527,0.04793664102860748,0.05962888380305889,0.04312777049316954,0.06287788990154163,0.07091484861635775,)
6	2689817315611422	4069	6	(493:112[0.17],494:39[0.11999999999999998],495:42[0.13999999999999999],497:132[0.17],500:23[0.15],502:159[0.17],)	507	-45.05	-267.1835108481263	-9944.46	13	11.286	15	10	(0.0839333060469257,0.05142312028891734,0.03371575014374298,0.052058991523254924,0.07400655727935092,0.06380881809967988,)
7	2689937200501221	4580	5	(494:162[0.12999999999999998],495:170[0.15],497:109[0.16],500:27[0.16],502:38[0.16],)	506	-39.52	-246.28899209486173	-10000.0	12	11.254	14	10	(0.03985725289797887,0.059197419851980806,0.06077392934495034,0.04985974895592544,0.06253171502410584,)
8	2690057226935059	5085	5	(494:19[0.11999999999999998],495:129[0.13999999999999999],497:161[0.15],500:86[0.17],502:110[0.17],)	505	-39.56	-264.3516435643564	-10000.0	13	11.456	14	10	(0.06133085591188317,0.06086199540989828,0.06286173896327663,0.08516142628570506,0.10266263223746674,)
9	2690120065961941	5591	5	(494:99[0.12999999999999998],495:107[0.12999999999999998],497:46[0.13999999999999999],500:207[0.18000000000000002],502:46[0.16],)	505	-38.93	-114.56609900990095	-9832.65	11	11.522	15	10	(0.07832727707626391,0.048039881533226886,0.08204057142295239,0.06064331244010135,0.04696525758175963,)
10	2690204591615605	6107	6	(494:133[0.13999999999999999],495:20[0.11999999999999998],497:81[0.15],500:185[0.17],502:62[0.17],507:24[0.15],)	505	-39.41	-174.9767722772277	-9923.26	11	11.578	16	10	(0.057346230389631395,0.06455994966016144,0.0846574863885668,0.06601688854468649,0.07645786697976573,0.06493545805734482,)
