alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 444
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_Maze/run_2686829997045065
Random seed:          444
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=10, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	2692387040112072	997	1	(490:499[0.15],)	499	-75.84	-8593.535210420841	-10000.0	12	11.054	14	10	(0.0506137043056892,)
1	2695392933697162	1498	2	(490:430[0.16],491:71[0.15],)	501	-66.87	-7268.964530938125	-10000.0	11	11.16	14	10	(0.07334429105127707,0.0980827907648832,)
2	2697767901897967	2000	2	(490:23[0.15],491:479[0.16],)	502	-64.95	-5436.2978286852585	-10000.0	10	11.694	15	10	(0.08633685665908163,0.0642160661726268,)
3	2699054691815027	2502	2	(490:226[0.16],491:276[0.15],)	502	-64.88	-3023.631792828683	-10000.0	13	11.41	16	10	(0.06710969734148133,0.08731937199077326,)
4	2699846549600022	3018	2	(490:295[0.17],491:207[0.13999999999999999],)	502	-63.98	-1755.7444820717135	-10000.0	10	11.518	16	10	(0.0647644218356212,0.08451048774054301,)
5	2700396889342077	3541	5	(490:284[0.16],491:45[0.15],493:86[0.15],496:56[0.15],497:31[0.15],)	502	-63.95	-1215.0355776892427	-10000.0	11	11.798	16	10	(0.07969062990366876,0.07411000525155083,0.07633872451341653,0.08048017298788554,0.0813728218978531,)
6	2700971053938391	4046	5	(490:66[0.15],491:81[0.16],493:176[0.16],496:59[0.16],497:123[0.16],)	505	-63.94	-1258.7926732673266	-10000.0	11	12.082	16	10	(0.07799415217061344,0.06828735711696161,0.07103688545653707,0.07888708793935445,0.0767652917647008,)
7	2701520894995363	4551	5	(490:40[0.16],491:39[0.17],493:132[0.15],496:144[0.17],497:150[0.15],)	505	-45.27	-1257.476415841584	-10000.0	13	12.478	17	10	(0.0792840867433351,0.1019312504721474,0.07462722286194123,0.08692659037656585,0.08102456878848034,)
8	2701886471003351	5068	6	(490:21[0.17],491:69[0.18000000000000002],493:162[0.13999999999999999],496:65[0.16],497:166[0.13999999999999999],498:22[0.15],)	505	-55.57	-732.8005544554456	-10000.0	14	12.43	17	10	(0.05004261902258959,0.07630859634399345,0.06609937811945982,0.07107141990259438,0.08406458424315986,0.0864564636839031,)
9	2702272404651106	5574	6	(490:22[0.18000000000000002],491:40[0.19000000000000003],493:71[0.12999999999999998],496:162[0.17],497:92[0.12999999999999998],498:119[0.16],)	506	-57.67	-840.6827272727272	-10000.0	13	12.284	18	10	(0.06791806428087628,0.07130079408317441,0.0864985720639109,0.11298649667738102,0.09556231148197586,0.0698042402073941,)
