alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 1616
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_MountainCar/run_2686839340231884
Random seed:          1616
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=10, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	2696413120187131	997	1	(488:499[0.15],)	499	-163.63	-2549.4776753507	-5001.0	13	11.658	17	10	(0.10076602634270837,)
1	2698325654562713	1498	3	(488:308[0.16],489:172[0.15],490:21[0.15],)	501	-152.6	-1269.8815768463078	-5001.0	14	12.506	18	10	(0.05866714130729922,0.0763852190429335,0.07287074657148014,)
2	2701850325467716	2012	3	(488:167[0.15],489:25[0.13999999999999999],490:311[0.16],)	503	-157.64	-2319.5569383697803	-5001.0	12	12.376	19	10	(0.05946056359132157,0.0611369478005546,0.05239180963745389,)
3	2704395034428982	2518	3	(488:67[0.13999999999999999],489:148[0.15],490:288[0.15],)	503	-156.8	-1644.9569184890665	-5001.0	16	12.882	17	10	(0.05845493082194208,0.04248659023895348,0.057890569650626396,)
4	2705907339030990	3030	3	(488:185[0.15],489:59[0.16],490:259[0.13999999999999999],)	503	-153.35	-984.7167992047716	-5001.0	14	12.668	18	10	(0.05827028999384851,0.03854922223231491,0.0856736196574465,)
5	2706936311745198	3533	3	(488:99[0.13999999999999999],489:191[0.17],490:213[0.12999999999999998],)	503	-154.59	-621.3132007952287	-5001.0	17	13.082	19	10	(0.0623349545271891,0.050833780682348464,0.04228210967679055,)
6	2707946051726980	4037	3	(488:301[0.15],489:112[0.16],490:90[0.11999999999999998],)	503	-154.61	-609.7617892644136	-5001.0	11	13.352	19	10	(0.06509548250616444,0.07143692667318476,0.05819578553955597,)
7	2708673587302667	4540	3	(488:181[0.13999999999999999],489:201[0.17],490:121[0.12999999999999998],)	503	-150.48	-458.39234592445337	-5001.0	13	13.764	20	10	(0.06817492800735753,0.08763476059755818,0.044502567121648184,)
8	2709478098350690	5055	2	(489:307[0.16],490:196[0.13999999999999999],)	503	-147.02	-482.43196819085483	-5001.0	12	13.994	21	10	(0.06237799269942723,0.049577873549931706,)
9	2710495536946785	5557	3	(489:122[0.15],490:190[0.15],496:190[0.15],)	502	-142.12	-602.5058964143426	-5001.0	13	13.978	21	10	(0.08614463143436712,0.04874033533625281,0.06836590447511795,)
10	2711589524361456	6064	3	(489:149[0.16],490:142[0.13999999999999999],496:212[0.13999999999999999],)	503	-147.92	-608.8020079522861	-5001.0	13	14.674	20	10	(0.068412628769702,0.06050382032711711,0.06668832210418965,)
11	2712533851760467	6577	3	(489:272[0.17],490:83[0.15],496:148[0.12999999999999998],)	503	-141.19	-540.5339562624254	-5001.0	17	15.144	21	10	(0.07126716696492552,0.09129813360964363,0.07535727444755698,)
12	2713634447592872	7083	3	(490:126[0.16],496:20[0.13999999999999999],499:357[0.15],)	503	-140.3	-640.7640556660036	-5001.0	20	15.13	22	10	(0.06487523872014861,0.05839847270814043,0.08369025064172535,)
13	2714657851776959	7586	3	(490:109[0.17],496:120[0.15],499:274[0.13999999999999999],)	503	-134.91	-606.681709741551	-5001.0	11	14.292	21	10	(0.07103106085767887,0.04485947294700498,0.07003226478588798,)
14	2715704616429740	8105	3	(490:150[0.18000000000000002],496:152[0.16],499:201[0.12999999999999998],)	503	-137.75	-625.709602385686	-5001.0	18	14.482	21	10	(0.08617622168469015,0.057650949507484374,0.07980902686687258,)
15	2716867460834902	8608	3	(490:204[0.19000000000000003],496:137[0.17],499:162[0.11999999999999998],)	503	-138.55	-696.6592047713718	-5001.0	18	14.726	21	10	(0.09770449407977011,0.05815218186692826,0.05967303844031213,)
16	2717971267027459	9111	3	(490:111[0.18000000000000002],496:297[0.18000000000000002],499:95[0.12999999999999998],)	503	-136.33	-663.8613320079523	-5001.0	18	15.004	21	10	(0.07388102394863859,0.06973091601923875,0.08599854639509723,)
17	2718956945957854	9614	3	(490:234[0.19000000000000003],496:104[0.17],499:165[0.13999999999999999],)	503	-136.81	-592.7214711729622	-5001.0	17	14.468	22	10	(0.06540701809457174,0.07527841083437568,0.08694120850465213,)
