alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 1111
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_MountainCar/run_2686839397382890
Random seed:          1111
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=10, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	2694973048027599	997	1	(493:499[0.15],)	499	-135.46	-811.9494789579165	-5001.0	13	10.924	15	10	(0.06675552763859582,)
1	2696363211190728	1498	2	(493:448[0.16],494:53[0.15],)	501	-139.88	-794.3424151696602	-5001.0	10	11.256	16	10	(0.07459170060829434,0.10510646914829905,)
2	2697732511931578	2009	4	(493:125[0.15],494:322[0.16],495:17[0.15],497:38[0.15],)	502	-140.06	-695.7463745019917	-5001.0	11	11.602	15	10	(0.06804835279318928,0.07663370185670053,0.08736695186640568,0.06076432310926176,)
3	2698629896790377	2518	6	(493:26[0.13999999999999999],494:112[0.15],495:150[0.16],497:118[0.16],498:74[0.15],499:24[0.15],)	504	-137.89	-507.87446428571434	-5001.0	10	11.332	16	10	(0.07137036376309853,0.06130790557689763,0.0650501255465313,0.06793964390518704,0.05939483496049221,0.0869420981783719,)
4	2699484061913014	3025	8	(493:32[0.15],494:64[0.13999999999999999],495:72[0.15],497:37[0.15],498:122[0.16],499:100[0.16],502:53[0.15],503:26[0.15],)	506	-138.55	-454.23915019762865	-5001.0	13	11.608	17	10	(0.05637135605942796,0.060392227445601306,0.05285325926417501,0.08882700897432426,0.05970031030815752,0.05374166480551413,0.07132538438925354,0.06792863032292933,)
5	2700426710261606	3542	7	(493:151[0.16],494:62[0.12999999999999998],495:31[0.13999999999999999],497:39[0.16],499:103[0.15],502:76[0.16],503:46[0.16],)	508	-135.79	-496.1787401574804	-5001.0	15	11.784	17	10	(0.07093890003891605,0.06091352776820877,0.030970599145340356,0.06673512032014044,0.061154955247863754,0.04613068349062447,0.06297491097414708,)
6	2701099937082454	4053	7	(493:78[0.15],494:77[0.13999999999999999],495:150[0.15],497:55[0.17],499:42[0.13999999999999999],502:82[0.15],503:23[0.17],)	507	-134.61	-376.1851084812623	-5001.0	13	11.862	16	10	(0.06446937021776807,0.06499549060766273,0.06362324104874684,0.07905857207729902,0.06714659550537026,0.0611913897878377,0.06096761678357209,)
7	2701737972739259	4560	7	(493:92[0.13999999999999999],494:116[0.12999999999999998],495:63[0.13999999999999999],497:46[0.18000000000000002],499:51[0.15],502:72[0.13999999999999999],503:67[0.18000000000000002],)	507	-133.62	-347.6623865877711	-5001.0	11	12.15	17	10	(0.06183709386812236,0.07190016415015794,0.07818646331548863,0.08814303218471353,0.07851296967102737,0.0766393635720568,0.0755553266782471,)
8	2702602572053895	5067	8	(493:66[0.12999999999999998],494:85[0.11999999999999998],495:45[0.15],497:54[0.19000000000000003],499:115[0.16],502:43[0.12999999999999998],503:44[0.19000000000000003],506:55[0.15],)	507	-130.98	-454.95284023668626	-5001.0	17	11.896	18	10	(0.0543303020225338,0.06740897054665958,0.09900361191716753,0.0923172345120919,0.06560933348782869,0.06900669396673394,0.07751898938285508,0.08043510484508523,)
9	2703271135031312	5589	7	(493:80[0.11999999999999998],494:88[0.10999999999999999],495:94[0.16],497:42[0.20000000000000004],499:98[0.15],503:72[0.20000000000000004],506:34[0.16],)	508	-131.25	-328.9419291338582	-5001.0	12	12.032	18	10	(0.05873906146994014,0.06114694770617697,0.0781605657235526,0.0857955520953743,0.07349953522633339,0.06453677535181418,0.0426113977601053,)
10	2703912777704379	6096	7	(493:110[0.10999999999999999],494:55[0.09999999999999999],495:68[0.15],497:69[0.21000000000000005],499:108[0.13999999999999999],503:51[0.19000000000000003],506:46[0.17],)	507	-132.69	-339.9918145956607	-5001.0	16	12.12	18	10	(0.061190889262260344,0.046558124843412506,0.08096358848391826,0.09514502454781953,0.08924928729868045,0.07253452924490457,0.06137457517727463,)
11	2704489217821581	6603	8	(493:82[0.09999999999999999],494:105[0.10999999999999999],495:62[0.16],497:23[0.22000000000000006],499:58[0.12999999999999998],503:64[0.20000000000000004],506:78[0.18000000000000002],507:35[0.15],)	507	-131.97	-309.7905325443787	-5001.0	12	12.59	19	10	(0.06274717655742394,0.061780406363772154,0.09148794261451577,0.10157259644750996,0.08901933015984351,0.06674158384884615,0.08029405112388222,0.10283045979225315,)
12	2705122332426241	7111	8	(493:26[0.09],494:54[0.09999999999999999],495:53[0.15],497:26[0.23000000000000007],499:55[0.13999999999999999],503:66[0.19000000000000003],506:71[0.17],507:157[0.16],)	508	-129.55	-336.9378543307087	-5001.0	12	12.92	20	10	(0.07432436022696587,0.05976632022986175,0.10231916945329685,0.10799966041915576,0.07881622704132173,0.0877461732857322,0.08739536922826369,0.07416117562375409,)
13	2705985600626869	7641	7	(493:116[0.09999999999999999],494:38[0.10999999999999999],495:125[0.16],497:57[0.24000000000000007],499:64[0.15],503:40[0.18000000000000002],506:68[0.16],)	508	-131.79	-433.1205905511812	-5001.0	12	12.066	19	10	(0.05427679087591169,0.07221559060863299,0.09993975456577198,0.05836373881434851,0.07406486947724052,0.08441266258262223,0.11315676948177673,)
14	2706772673777472	8148	8	(493:94[0.09],494:75[0.11999999999999998],495:130[0.15],497:21[0.25000000000000006],499:29[0.16],503:80[0.19000000000000003],506:57[0.17],509:21[0.15],)	507	-131.02	-403.5108086785011	-5001.0	16	12.356	19	10	(0.05545389340042322,0.0594343784187992,0.08816592507381577,0.10402666864167699,0.10592430607843613,0.08085414295329099,0.07138369876360307,0.0636311322114933,)
15	2707536868542583	8656	8	(493:44[0.08],494:52[0.10999999999999999],495:80[0.13999999999999999],497:47[0.26000000000000006],499:47[0.17],503:43[0.18000000000000002],506:97[0.18000000000000002],509:98[0.16],)	508	-129.57	-446.9143897637795	-5001.0	12	12.572	19	10	(0.05055978845681293,0.06201134777415725,0.08927050333321793,0.0821715663468555,0.08457744814734412,0.1082119830631944,0.08557643564419215,0.09160658635620729,)
16	2708324172256911	9164	8	(493:46[0.09],494:91[0.11999999999999998],495:87[0.12999999999999998],497:73[0.2700000000000001],499:74[0.18000000000000002],503:54[0.19000000000000003],506:65[0.17],509:18[0.15],)	508	-126.83	-448.83151574803156	-5001.0	14	12.774	19	10	(0.05614551549580873,0.08607801213636718,0.10389964724052635,0.09877199601052064,0.09749107043748738,0.08797541125759956,0.09733277953743003,0.07699110171612228,)
17	2709127172306764	9672	8	(493:58[0.09999999999999999],494:32[0.10999999999999999],495:36[0.11999999999999998],497:18[0.26000000000000006],499:79[0.17],503:94[0.20000000000000004],506:118[0.16],509:73[0.16],)	508	-129.75	-409.6513385826771	-5001.0	14	12.794	19	10	(0.06159247223352854,0.07654724534658,0.09375384913073204,0.0865799664744899,0.1008445658029462,0.1069454734382994,0.09389268734879005,0.08578381279483728,)
18	2710350925538513	10197	8	(493:77[0.10999999999999999],494:41[0.11999999999999998],495:109[0.12999999999999998],497:56[0.2700000000000001],503:32[0.19000000000000003],506:83[0.15],509:46[0.15],511:64[0.15],)	508	-129.43	-630.1875590551181	-5001.0	14	13.042	20	10	(0.07763929624748302,0.0831617332572762,0.05452120129688155,0.12132820715690676,0.088643648205879,0.08220457002550709,0.06400055640376544,0.07586193870851693,)
19	2711705769726301	10725	6	(493:18[0.09999999999999999],494:85[0.12999999999999998],495:99[0.11999999999999998],497:51[0.2800000000000001],506:188[0.13999999999999999],511:67[0.13999999999999999],)	508	-129.97	-755.8321653543305	-5001.0	13	12.648	20	10	(0.06126417113878283,0.08979566684627774,0.055341053411052735,0.143120048279709,0.07737642943132322,0.04745902754664391,)
