alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 999
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_Maze/run_2686830101999989
Random seed:          999
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=10, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	2689035531889610	997	1	(493:499[0.15],)	499	-64.48	-538.6627054108217	-10000.0	10	11.404	15	10	(0.0627955787257889,)
1	2689213372792528	1499	2	(493:481[0.16],494:20[0.15],)	501	-64.77	-390.13025948103825	-10000.0	10	11.614	15	10	(0.05543784911367558,0.059076782527763175,)
2	2689407390936695	2002	2	(493:339[0.15],494:163[0.16],)	502	-63.21	-436.89679282868536	-10000.0	10	11.572	16	10	(0.05972524987667012,0.049205768078642846,)
3	2689520075856488	2513	2	(493:349[0.13999999999999999],494:153[0.17],)	502	-62.95	-248.95015936254978	-10000.0	12	11.39	15	10	(0.06181831207007024,0.06990304231483033,)
4	2689664661251443	3015	2	(493:143[0.12999999999999998],494:359[0.18000000000000002],)	502	-62.6	-369.99396414342664	-10000.0	11	10.92	15	10	(0.047574582192778526,0.05257803788482054,)
5	2689802848761549	3517	2	(493:200[0.13999999999999999],494:302[0.17],)	502	-63.12	-340.22111553784856	-10000.0	11	11.054	14	10	(0.048217341252362454,0.04828695285719433,)
6	2689971559706575	4019	4	(493:106[0.15],494:151[0.16],498:77[0.15],499:168[0.15],)	502	-62.05	-408.3976095617529	-10000.0	15	11.254	15	10	(0.09364578494567444,0.07801234591722034,0.10162872532565725,0.08340755881655247,)
7	2690118002450690	4523	4	(493:300[0.16],494:49[0.15],498:120[0.16],499:35[0.13999999999999999],)	504	-62.19	-345.2993055555556	-10000.0	10	11.558	15	10	(0.0561295589095101,0.06577238969453716,0.04721755050881827,0.060480831424368504,)
8	2690218579545906	5027	4	(493:161[0.15],494:28[0.16],498:194[0.17],499:121[0.15],)	504	-62.36	-226.2874603174603	-10000.0	10	11.024	15	10	(0.08666909009644587,0.05226631347975834,0.07381804223203423,0.06244365388039542,)
9	2690319941107350	5531	5	(493:167[0.13999999999999999],494:206[0.17],498:56[0.16],499:31[0.16],500:44[0.15],)	504	-51.43	-237.37859126984125	-10000.0	10	10.924	15	10	(0.07148050882535302,0.05974421647806843,0.07620676171392712,0.06105097908651112,0.06717357441743722,)
