alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 888
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_Maze/run_2686830094299125
Random seed:          888
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=10, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	2689175311662601	997	1	(493:499[0.15],)	499	-41.97	-442.9463927855709	-9977.09	13	12.446	18	10	(0.1167446237024238,)
1	2689407191242538	1498	1	(493:501[0.16],)	501	-43.41	-465.5226147704594	-10000.0	14	12.624	17	10	(0.07768798189590259,)
2	2689619772030241	1999	3	(493:419[0.15],494:20[0.15],495:62[0.15],)	501	-41.47	-412.885389221557	-10000.0	13	12.696	17	10	(0.058174631404411425,0.07844129052960976,0.08202622625536751,)
3	2689879624391544	2502	4	(493:47[0.13999999999999999],494:118[0.16],495:238[0.16],496:100[0.15],)	503	-41.76	-489.3458449304176	-9940.86	12	12.638	18	10	(0.07623357161866272,0.07718382167363187,0.0511027546811326,0.08564709403148905,)
4	2690024778033276	3006	5	(493:74[0.15],494:44[0.17],495:249[0.15],496:39[0.16],497:98[0.15],)	504	-41.6	-304.3884126984127	-9937.67	13	12.296	18	10	(0.06804697427078213,0.07081602946349824,0.06832805227621702,0.07144127125559227,0.08196685980083689,)
5	2690162770578257	3511	5	(493:165[0.16],494:37[0.18000000000000002],495:43[0.13999999999999999],496:242[0.17],497:18[0.16],)	505	-42.65	-311.0029702970298	-10000.0	12	11.778	18	10	(0.06142117560057834,0.07010926508958626,0.05047084703404281,0.06197939035675191,0.07219581973296822,)
6	2690332194003358	4016	5	(493:41[0.15],494:71[0.19000000000000003],495:62[0.15],496:170[0.16],497:161[0.17],)	505	-42.15	-383.4994455445544	-9961.55	16	11.45	18	10	(0.08362549448380839,0.0887401854806633,0.08498060381362581,0.08185788777266811,0.0813215164462963,)
7	2690500760869087	4524	5	(493:162[0.16],494:76[0.20000000000000004],495:123[0.16],496:52[0.15],497:92[0.16],)	505	-41.57	-367.5229900990099	-10000.0	12	11.59	18	10	(0.08208546395896418,0.07692797546900086,0.07206755341272365,0.07426842847790177,0.07758026597914922,)
8	2690685669143410	5029	5	(493:86[0.15],494:87[0.21000000000000005],495:146[0.15],496:67[0.16],497:119[0.17],)	505	-39.58	-405.1521188118812	-9989.27	12	11.612	19	10	(0.0938898062881899,0.10360509176587548,0.09449746152002177,0.09496944786588556,0.08511420016606822,)
9	2690912830336001	5535	5	(493:77[0.16],494:112[0.22000000000000006],495:57[0.13999999999999999],496:80[0.17],497:179[0.16],)	505	-41.18	-491.27257425742556	-9978.62	16	11.566	19	10	(0.06991575262262839,0.06137412234364543,0.09866982003843427,0.0931164434957625,0.06436713356025925,)
