alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 1212
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_Maze/run_2686830057654698
Random seed:          1212
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=10, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	2688992241108942	997	1	(492:499[0.15],)	499	-62.44	-311.10987975951895	-10000.0	11	11.626	15	10	(0.058741479225833,)
1	2689141705292814	1503	1	(492:501[0.16],)	501	-62.61	-276.76532934131734	-10000.0	11	11.942	16	10	(0.05388865127521276,)
2	2689254510860343	2007	1	(492:501[0.15],)	501	-62.77	-228.95742514970067	-10000.0	13	12.054	16	10	(0.06860026407275818,)
3	2689386811238706	2508	2	(492:458[0.13999999999999999],495:43[0.15],)	501	-63.12	-275.32598802395216	-10000.0	12	12.264	17	10	(0.060738353346541166,0.06953626100719217,)
4	2689550669800505	3010	4	(492:24[0.12999999999999998],495:258[0.16],496:192[0.15],497:28[0.15],)	502	-63.39	-376.27679282868525	-10000.0	10	11.616	16	10	(0.09051115492497362,0.07657667170383899,0.07193371497291572,0.08417184228633456,)
5	2689634166687555	3518	4	(492:60[0.13999999999999999],495:66[0.15],496:133[0.13999999999999999],497:245[0.16],)	504	-62.74	-187.33904761904768	-10000.0	15	12.522	17	10	(0.06260718177841124,0.08512804072211831,0.07300475138166088,0.07378154304344298,)
6	2689748533450596	4033	6	(492:39[0.15],495:19[0.16],496:26[0.12999999999999998],497:337[0.15],499:16[0.15],500:67[0.15],)	504	-63.28	-244.03541666666678	-10000.0	11	12.212	18	10	(0.07692493222942029,0.10154774144083861,0.08820077990909662,0.07745230384706422,0.06266137019482329,0.061546747129769167,)
7	2689837810482046	4544	6	(492:61[0.16],495:55[0.17],496:28[0.13999999999999999],497:107[0.13999999999999999],499:202[0.16],500:53[0.16],)	506	-62.94	-217.97454545454545	-10000.0	15	12.574	18	10	(0.06847510788786829,0.0831068760586155,0.07138089002673542,0.07117943377793332,0.042725721348222945,0.07906385911278968,)
8	2689925442881211	5059	6	(492:43[0.17],495:72[0.18000000000000002],496:166[0.15],497:87[0.12999999999999998],499:25[0.15],500:113[0.17],)	506	-62.71	-193.0802173913044	-9928.94	11	11.252	17	10	(0.07925859709758598,0.054289519906352696,0.06235243970661281,0.06166238688679271,0.05770632760120073,0.06539402056875686,)
9	2690039081308239	5568	6	(492:133[0.18000000000000002],495:95[0.19000000000000003],496:41[0.13999999999999999],497:22[0.11999999999999998],499:48[0.16],500:167[0.16],)	506	-61.79	-252.51962450592885	-10000.0	10	11.322	18	10	(0.09663388219509744,0.07498146388105581,0.08295734422515195,0.08769933493974175,0.07609319191260817,0.0793854002269247,)
10	2690189498101492	6094	5	(492:65[0.17],495:91[0.18000000000000002],496:61[0.15],499:36[0.17],500:253[0.15],)	506	-62.53	-304.14033596837936	-10000.0	11	11.376	18	10	(0.07636359255449165,0.07647176523441303,0.08301299359191475,0.07737770054737016,0.06955488727627997,)
11	2690303457541008	6630	5	(492:202[0.18000000000000002],495:29[0.19000000000000003],496:140[0.16],499:54[0.18000000000000002],500:80[0.13999999999999999],)	505	-62.49	-210.50607920792075	-9969.39	11	11.484	17	10	(0.11910172582490233,0.11989442264869406,0.10423751341535908,0.09781099156921548,0.09526376732061323,)
12	2690426412687234	7137	5	(492:66[0.17],495:360[0.20000000000000004],496:23[0.15],499:37[0.19000000000000003],500:19[0.15],)	505	-62.87	-260.7740990099011	-9983.8	11	11.486	18	10	(0.09892779075335435,0.06471926318086138,0.06752543341491181,0.08793147746887724,0.06602911409002306,)
13	2690565924751921	7648	5	(492:294[0.18000000000000002],495:121[0.19000000000000003],496:46[0.16],499:20[0.20000000000000004],500:24[0.16],)	505	-61.88	-280.2814257425744	-9985.2	10	11.322	18	10	(0.08938731058662483,0.05793954420537832,0.07533557273072543,0.05485225224822508,0.10248678428356102,)
14	2690737647143582	8153	6	(492:171[0.17],495:17[0.18000000000000002],496:62[0.17],499:18[0.21000000000000005],500:117[0.17],511:120[0.15],)	505	-61.0	-414.5197623762377	-10000.0	10	11.052	19	10	(0.08832507495205824,0.07461692791077551,0.07873831055634327,0.08216583732979205,0.09370361647537176,0.07504460304460522,)
15	2690863715638455	8676	4	(492:111[0.16],499:34[0.22000000000000006],500:79[0.16],511:282[0.13999999999999999],)	506	-62.53	-272.5749011857708	-10000.0	13	10.954	19	10	(0.06910488009906424,0.12560794287877688,0.05588116173602512,0.05264368244384344,)
16	2690949940942406	9188	3	(499:161[0.23000000000000007],500:134[0.17],511:209[0.12999999999999998],)	504	-62.56	-174.13823412698412	-9961.44	17	12.208	18	10	(0.08316821658833831,0.06391026708404621,0.0594438573619807,)
17	2691043879498772	9698	3	(499:80[0.24000000000000007],500:305[0.18000000000000002],511:118[0.11999999999999998],)	503	-63.32	-148.5346123260437	-9997.6	16	11.828	19	10	(0.11363206461891757,0.05976106695172488,0.07667776501630737,)
18	2691187461317751	10201	3	(499:121[0.25000000000000006],500:331[0.17],511:51[0.12999999999999998],)	503	-62.3	-322.2937176938371	-10000.0	11	12.258	19	10	(0.11953774272879639,0.0749119312036459,0.10317660679018718,)
