alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 222
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_Maze/run_2603473124568668
Random seed:          222
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	2606147097975909	997	1	(470:499[0.15],)	499	-64.21	-487.70843687374753	-10000.0	12	9.904	15	8	(0.06377331396915029,)
1	2606292652292510	1498	2	(470:278[0.16],471:223[0.15],)	501	-61.15	-355.38403193612777	-9884.78	13	10.37	16	8	(0.091057298963908,0.07886664787364726,)
2	2606459023436024	2005	2	(470:241[0.15],471:261[0.16],)	502	-62.11	-365.5862151394423	-10000.0	12	10.306	16	8	(0.05061143865908966,0.05083381274767347,)
3	2606593016836597	2507	2	(470:406[0.16],471:96[0.15],)	502	-59.71	-300.8769521912352	-10000.0	12	10.7	16	8	(0.05074051301880197,0.06472124251412445,)
4	2606762873411034	3015	2	(470:426[0.15],471:76[0.16],)	502	-57.14	-402.18324701195223	-9899.97	10	10.486	17	8	(0.06799952306405133,0.06405745242014163,)
5	2606932920417594	3517	2	(470:118[0.13999999999999999],471:384[0.17],)	502	-58.48	-445.889780876494	-10000.0	10	9.802	17	8	(0.06653399906381195,0.07576050107230754,)
6	2607073117039482	4019	2	(470:293[0.15],471:209[0.16],)	502	-53.27	-288.6151394422312	-10000.0	11	11.034	18	8	(0.07571408311920377,0.0669446382934781,)
7	2607308880784216	4538	3	(470:120[0.13999999999999999],471:353[0.17],474:29[0.15],)	502	-56.34	-480.59739043824703	-9881.15	9	11.306	17	8	(0.09604013215250472,0.08976162813119859,0.11018258863461577,)
8	2607479869551908	5048	4	(470:201[0.15],471:28[0.16],474:186[0.16],478:88[0.15],)	503	-51.48	-348.03689860835004	-9939.65	12	12.026	18	8	(0.05185335646453554,0.08036820497187372,0.09036167894943428,0.05732193919686162,)
9	2607643654810924	5561	4	(470:69[0.13999999999999999],471:122[0.17],474:172[0.15],478:141[0.16],)	504	-52.41	-365.3416666666667	-9969.54	12	11.142	18	8	(0.052802056439787456,0.05280943006944769,0.07748436717221632,0.03993829789221642,)
10	2607865578884630	6091	4	(470:166[0.15],471:183[0.18000000000000002],474:38[0.13999999999999999],478:117[0.15],)	504	-49.25	-405.91779761904763	-9930.73	10	11.022	18	8	(0.08447380389667931,0.0729774987596743,0.06292417805473116,0.07131874324141385,)
11	2608006515560945	6607	4	(470:162[0.13999999999999999],471:161[0.17],474:128[0.15],478:53[0.16],)	504	-49.24	-289.15706349206346	-10000.0	13	11.032	18	8	(0.08742623653291498,0.064464026843507,0.08582655577942497,0.08622381033137524,)
12	2608172905000265	7111	4	(470:126[0.12999999999999998],471:150[0.16],474:161[0.13999999999999999],478:67[0.17],)	504	-50.18	-377.02347222222227	-9924.21	12	10.832	19	8	(0.06883503512513249,0.07075668897877642,0.06927220409204371,0.06425847454655606,)
13	2608292910565883	7636	6	(470:194[0.11999999999999998],471:37[0.15],474:142[0.12999999999999998],478:61[0.18000000000000002],484:53[0.15],486:17[0.15],)	504	-50.29	-253.3678174603174	-10000.0	14	11.018	20	8	(0.06575259047749281,0.09684809139748282,0.07165966302374059,0.08179669582662849,0.0710770171681835,0.07752861572129473,)
14	2608492949087268	8152	6	(470:37[0.10999999999999999],471:179[0.16],474:54[0.11999999999999998],478:114[0.19000000000000003],484:104[0.16],486:18[0.16],)	506	-46.45	-353.1690316205534	-10000.0	14	11.316	21	8	(0.06492623921649501,0.06076374615185232,0.06941663565453188,0.06951347009050748,0.056662806900828006,0.06855339061492763,)
15	2608636928897763	8658	6	(470:176[0.11999999999999998],471:38[0.15],474:60[0.12999999999999998],478:131[0.18000000000000002],484:61[0.15],486:40[0.17],)	506	-48.46	-310.98363636363626	-10000.0	12	12.056	22	8	(0.06751529033102245,0.05647101624267779,0.08152492468399607,0.0498742692229356,0.08174651159448346,0.07981919620803091,)
16	2608772745011502	9178	6	(470:93[0.10999999999999999],471:145[0.16],474:33[0.13999999999999999],478:58[0.17],484:80[0.16],486:97[0.18000000000000002],)	506	-46.34	-280.71189723320157	-10000.0	15	10.594	20	8	(0.07389805143674329,0.07360437422700238,0.06440035802404519,0.03801034006144318,0.08957416073665515,0.07871659932151095,)
17	2608909999846632	9688	6	(470:39[0.09999999999999999],471:80[0.15],474:40[0.15],478:199[0.18000000000000002],484:20[0.17],486:128[0.17],)	506	-44.58	-275.7245849802372	-10000.0	11	11.088	20	8	(0.061181233020282125,0.1031251556746288,0.08068331999445152,0.067604950535131,0.10018261495868697,0.06897700037632293,)
18	2609089377902408	10196	6	(470:66[0.10999999999999999],471:27[0.16],474:123[0.16],478:81[0.17],484:77[0.18000000000000002],486:132[0.16],)	506	-44.79	-350.8858893280633	-9931.53	10	11.042	17	8	(0.04953079935810508,0.0782541300357746,0.05957056571999571,0.04933762972802693,0.07934706376066515,0.06071357231015175,)
19	2609210976314839	10702	6	(470:153[0.11999999999999998],471:21[0.17],474:26[0.15],478:160[0.18000000000000002],484:77[0.19000000000000003],486:69[0.15],)	506	-48.65	-238.95092885375493	-9975.32	14	11.634	18	8	(0.05843668928669241,0.10180016714592645,0.09594797227261465,0.04827312445372571,0.07985526374474176,0.08111873382111968,)
20	2609340915865190	11208	6	(470:63[0.10999999999999999],471:62[0.18000000000000002],474:120[0.16],478:121[0.17],484:113[0.20000000000000004],486:27[0.16],)	506	-44.53	-277.8285770750988	-10000.0	11	11.502	18	8	(0.06660097446627199,0.04596106881936429,0.0227012282541201,0.08264749281300791,0.07080298606256656,0.11820342292032292,)
21	2609505764550832	11714	6	(470:20[0.11999999999999998],471:79[0.19000000000000003],474:130[0.15],478:112[0.16],484:85[0.19000000000000003],486:80[0.17],)	506	-46.4	-348.9189328063241	-9977.64	14	11.532	18	8	(0.06400111977335603,0.08149041682413616,0.060674719741005696,0.07720986626960571,0.10332184675642513,0.07602312340843934,)
22	2609706827986472	12220	6	(470:110[0.12999999999999998],471:108[0.20000000000000004],474:79[0.13999999999999999],478:150[0.15],484:25[0.18000000000000002],486:34[0.18000000000000002],)	506	-43.99	-417.90328063241094	-10000.0	13	11.212	18	8	(0.08265909267834587,0.11137433575080673,0.10096701209046262,0.09872088108942326,0.07355191459226766,0.11303439850606029,)
23	2609885228697651	12733	7	(470:65[0.11999999999999998],471:93[0.19000000000000003],474:16[0.15],478:73[0.13999999999999999],484:127[0.19000000000000003],486:55[0.19000000000000003],495:77[0.15],)	506	-44.6	-364.4869169960474	-9968.68	12	11.512	17	8	(0.0758980636983305,0.1058617175974091,0.08785424392457203,0.05285023783000823,0.11118542644673843,0.10478445698772874,0.0832015939236486,)
24	2610051046338413	13245	7	(470:38[0.12999999999999998],471:61[0.18000000000000002],474:17[0.16],478:43[0.12999999999999998],484:156[0.18000000000000002],486:163[0.20000000000000004],495:29[0.13999999999999999],)	507	-47.69	-314.93510848126226	-10000.0	12	11.828	17	8	(0.05676280894697899,0.07714498247264583,0.07338571319443345,0.0596071320939076,0.07817880513063219,0.08723574380173452,0.07935913354201946,)
25	2610219018748330	13752	7	(470:43[0.13999999999999999],471:66[0.19000000000000003],474:27[0.17],478:120[0.13999999999999999],484:79[0.17],486:89[0.19000000000000003],495:83[0.15],)	507	-43.39	-336.8670611439842	-9932.17	14	11.814	17	8	(0.05832206883982709,0.09467330070464493,0.10517391541253643,0.06898511992485219,0.07643753445682248,0.07565821796648892,0.07308289594746527,)
26	2610403052906907	14259	7	(470:106[0.15],471:55[0.20000000000000004],474:18[0.18000000000000002],478:26[0.12999999999999998],484:78[0.16],486:112[0.18000000000000002],495:112[0.13999999999999999],)	507	-45.71	-370.51222879684434	-10000.0	14	11.408	17	8	(0.07254647255314668,0.10789650261337431,0.09266685577996664,0.07866587273467719,0.11154870655678835,0.10322748050386221,0.07294726706727388,)
27	2610602822125397	14773	7	(470:203[0.13999999999999999],471:132[0.21000000000000005],474:46[0.19000000000000003],478:23[0.13999999999999999],484:35[0.15],486:53[0.17],498:15[0.15],)	507	-46.41	-407.2064694280077	-10000.0	11	11.26	18	8	(0.04785115071955665,0.08811678353605815,0.0856594655216449,0.07255239629522134,0.10621678757733426,0.07861254652752685,0.07273360295916732,)
28	2610732377572417	15280	7	(470:38[0.12999999999999998],471:33[0.20000000000000004],474:51[0.20000000000000004],478:89[0.15],484:19[0.16],486:114[0.18000000000000002],498:163[0.16],)	507	-46.42	-272.22238658777127	-10000.0	15	10.482	17	8	(0.05114201552304352,0.08349002254956453,0.0854619376767452,0.0510196613324866,0.09231073565044322,0.08910511810967858,0.08297950274975517,)
29	2610849271211992	15787	7	(470:38[0.13999999999999999],471:84[0.21000000000000005],474:25[0.21000000000000005],478:137[0.13999999999999999],484:46[0.17],486:60[0.17],498:117[0.15],)	507	-45.77	-263.40335305719924	-9939.56	14	10.356	16	8	(0.07913917246863986,0.08970096830957337,0.07762834791015663,0.062401080546861276,0.11381928141154848,0.10377388921754505,0.07103602727391689,)
30	2611061234347880	16302	6	(470:59[0.15],471:60[0.20000000000000004],474:19[0.22000000000000006],478:237[0.12999999999999998],484:79[0.18000000000000002],498:53[0.13999999999999999],)	507	-44.29	-476.6667850098619	-10000.0	11	10.776	17	8	(0.06862673952468369,0.09361860055640256,0.08633328264027473,0.05447266967002298,0.05794539553332744,0.08790771709326677,)
31	2611225520671678	16808	7	(470:132[0.16],471:36[0.21000000000000005],474:52[0.23000000000000007],478:136[0.11999999999999998],484:69[0.19000000000000003],498:43[0.15],499:38[0.15],)	506	-45.67	-365.377885375494	-9974.22	15	10.93	16	8	(0.056145262753028856,0.07106919526850529,0.07743706770728655,0.062454577533431414,0.06845208762643495,0.06997279495636469,0.08251579652687689,)
32	2611350267451048	17322	6	(470:77[0.15],471:56[0.22000000000000006],474:62[0.24000000000000007],478:77[0.10999999999999999],484:124[0.20000000000000004],499:111[0.16],)	507	-45.62	-227.2475345167653	-9944.81	14	11.026	17	8	(0.05758719610897396,0.10239171866484188,0.08112122972344193,0.060846896908435484,0.0760121271911602,0.043372339217076686,)
33	2611493439246724	17828	6	(470:140[0.16],471:75[0.23000000000000007],474:33[0.25000000000000006],478:135[0.11999999999999998],484:24[0.19000000000000003],499:99[0.15],)	506	-43.36	-296.88434782608704	-10000.0	14	11.568	16	8	(0.06794148830613841,0.05700065448870447,0.09704225349710852,0.06131969136580141,0.07237896342581664,0.10251920828634646,)
34	2611682286126839	18334	6	(470:108[0.15],471:117[0.24000000000000007],474:21[0.26000000000000006],478:172[0.10999999999999999],484:30[0.20000000000000004],499:58[0.13999999999999999],)	506	-43.3	-373.24932806324114	-10000.0	14	11.76	17	8	(0.07953470725842077,0.08243473580351421,0.09121646357481188,0.07448718379609297,0.09913683076366056,0.08005295304454105,)
