alpha = 0.15
gamma = 1.0
lambda = 0.6
epsilon = 0.3
randomSeed = 1010
GREAT!
Xover: 4
---- Evolution parameters ----
Folder name:          NMSarsa_Maze/run_2603473142337001
Random seed:          1010
GREAT activated:      true
Max iterations:       150
Population size:      500
GREAT initialization  true
Speciation threshold: 0.15
Species min size:     15
Tournament size:      3
Crossover rate:       0.2
Mutation rate:        0.8
Crossovers:
	AligningCrossover_v4(0.15)
Mutations:
	AddGeneMutation(maxSize=2147483647, prob=0.33)
	DeleteGeneMutation(minSize=8, prob=0.33)
	ChangeGeneMutation(prob=0.33)
------------------------------

---- Starting evolution ----
IT	Nanotime	#Eval	#Species	Species size	PopSize	Best	Avg	Worst	Best GRN Size	Avg GRN size	Max GRN size	Min GRN size	Species avgdist2rep
0	2606450411636124	997	1	(468:499[0.15],)	499	-45.39	-1714.6079158316659	-10000.0	8	9.032	13	8	(0.12456029072952562,)
1	2606640002885692	1498	4	(468:129[0.16],469:218[0.15],470:31[0.15],471:123[0.15],)	501	-52.65	-529.6855888223553	-10000.0	8	9.35	14	8	(0.090023112730095,0.07471157721299936,0.08364923198160776,0.08965399528227393,)
2	2606767360035491	2002	5	(468:111[0.15],469:52[0.13999999999999999],470:22[0.16],471:259[0.16],472:60[0.15],)	504	-49.05	-325.47694444444437	-10000.0	9	9.952	15	8	(0.06287999726505035,0.06249905734346662,0.08988880793437999,0.06654700834919286,0.05061582098913039,)
3	2606918940414344	2512	5	(468:20[0.13999999999999999],469:88[0.15],471:147[0.15],472:225[0.16],473:25[0.15],)	505	-47.94	-371.03491089108917	-10000.0	9	10.278	16	8	(0.08143935343937667,0.08433393030322688,0.07202347993988573,0.05082524948131273,0.09070726707655051,)
4	2607036652833782	3017	5	(468:50[0.15],469:92[0.16],471:19[0.13999999999999999],472:68[0.15],473:276[0.16],)	505	-48.07	-289.0272673267326	-10000.0	11	9.842	15	8	(0.07501021671584533,0.09838338798780771,0.05887493967588218,0.050820462444527335,0.05869963600061053,)
5	2607146299544854	3530	6	(468:211[0.16],469:82[0.17],471:91[0.15],472:77[0.16],473:24[0.15],474:20[0.15],)	505	-46.5	-317.851702970297	-9994.82	9	9.856	16	8	(0.06679414635474934,0.08631609437374387,0.08614433999574765,0.05191485453455768,0.09429809320665965,0.08929296791168032,)
6	2607294092427671	4048	5	(468:65[0.15],469:106[0.18000000000000002],471:95[0.13999999999999999],472:61[0.17],474:179[0.16],)	506	-43.08	-394.08146245059294	-10000.0	9	9.816	17	8	(0.06432422456072463,0.07820948123352811,0.04228010595557709,0.04012022673080445,0.059881763209588545,)
7	2607413203918638	4553	6	(468:189[0.16],469:114[0.17],471:81[0.15],472:42[0.18000000000000002],474:46[0.15],476:33[0.15],)	505	-45.16	-298.6172871287129	-10000.0	8	9.654	17	8	(0.06177045958599637,0.09066052351188002,0.0697239807864935,0.05202400198876538,0.0647181848487158,0.07105538204924496,)
8	2607531342229305	5059	6	(468:93[0.15],469:17[0.16],471:154[0.16],472:134[0.19000000000000003],474:40[0.16],476:68[0.16],)	506	-45.55	-275.6443675889328	-9903.04	8	10.674	18	8	(0.06359685635117082,0.09743454453044025,0.06897215231673204,0.06797667017594462,0.057636239928153164,0.09159757546304266,)
9	2607632311162618	5567	7	(468:89[0.13999999999999999],469:152[0.17],471:30[0.15],472:115[0.18000000000000002],474:72[0.17],476:25[0.17],477:23[0.15],)	506	-43.29	-252.66146245059286	-9954.43	8	10.596	17	8	(0.07316405178267829,0.09048094096478726,0.06493626349102345,0.05080360998995588,0.10454659755807658,0.06259288390743323,0.07841127996592853,)
10	2607804936302290	6082	7	(468:91[0.12999999999999998],469:77[0.16],471:70[0.16],472:57[0.17],474:54[0.16],476:129[0.18000000000000002],477:29[0.16],)	507	-43.0	-399.5628599605523	-10000.0	9	10.008	18	8	(0.06972235987713708,0.07380495055648871,0.03274160119388776,0.07901837064410853,0.06431128353597128,0.05222105946949354,0.08830174525694749,)
11	2607959771978075	6589	7	(468:59[0.11999999999999998],469:88[0.15],471:83[0.17],472:46[0.18000000000000002],474:81[0.17],476:51[0.17],477:99[0.17],)	507	-40.55	-342.01741617357004	-10000.0	9	10.432	19	8	(0.06555014483567602,0.06053154971142674,0.06962753878090248,0.07427472897169417,0.0618639509324444,0.05281596888682018,0.06976427798022121,)
12	2608100320184186	7096	8	(468:183[0.12999999999999998],469:101[0.13999999999999999],471:33[0.16],472:33[0.19000000000000003],474:30[0.16],476:73[0.18000000000000002],477:39[0.16],480:15[0.15],)	507	-36.9	-332.65865877712037	-10000.0	8	10.162	16	8	(0.06996896225885943,0.08837775859841485,0.07500714891463635,0.06830971778836858,0.09817164651139396,0.060837286806236096,0.08824392430909471,0.08746959804282398,)
13	2608226649655555	7608	10	(468:39[0.11999999999999998],469:31[0.12999999999999998],472:70[0.20000000000000004],474:149[0.17],476:31[0.17],477:46[0.17],480:23[0.16],481:82[0.15],482:18[0.15],484:19[0.15],)	508	-38.92	-271.6678543307087	-9937.6	8	10.782	17	8	(0.07728298131533545,0.07307101302523542,0.07617124587656238,0.049676905202808895,0.06187862026350847,0.06629193103151688,0.07437843172926316,0.10606603650511819,0.06934102042259754,0.08604149499401753,)
14	2608357445281706	8159	7	(468:72[0.12999999999999998],469:78[0.13999999999999999],474:34[0.16],476:165[0.18000000000000002],477:55[0.18000000000000002],481:82[0.13999999999999999],485:24[0.15],)	510	-39.85	-229.5475294117647	-10000.0	8	10.724	18	8	(0.07927796377350733,0.09856062364743085,0.060222259299624464,0.04747397073374,0.07712303300253076,0.04866758691095141,0.06785403998378181,)
